Gene	CUI	Source Databases	
CCL2	C0853662	Oestrogen deficiency	DisGeNet	
CYP19A1	C0853662	Oestrogen deficiency	DisGeNet	
ESR1	C0853662	Oestrogen deficiency	DisGeNet	
AR	C0242787	Malignant neoplasm of male breast	DisGeNet	
CYP19A1	C0242787	Malignant neoplasm of male breast	DisGeNet	
ESR1	C0242787	Malignant neoplasm of male breast	DisGeNet	
AR	C0235653	Malignant neoplasm of female breast	DisGeNet	
CYP19A1	C0235653	Malignant neoplasm of female breast	DisGeNet	
ESR1	C0235653	Malignant neoplasm of female breast	DisGeNet	
AR	C0086132	Depressive Symptoms	DisGeNet	
CYP19A1	C0086132	Depressive Symptoms	DisGeNet	
CYP3A4	C0086132	Depressive Symptoms	DisGeNet	
ESR1	C0086132	Depressive Symptoms	DisGeNet	
AR	C0007104	Female Breast Carcinoma	DisGeNet	
CYP19A1	C0007104	Female Breast Carcinoma	DisGeNet	
ESR1	C0007104	Female Breast Carcinoma	DisGeNet	
AR	C0238033	Carcinoma of Male Breast	DisGeNet	
CYP19A1	C0238033	Carcinoma of Male Breast	DisGeNet	
ESR1	C0238033	Carcinoma of Male Breast	DisGeNet	
AR	C0016034	Breast Fibrocystic Disease	DisGeNet	
CYP19A1	C0016034	Breast Fibrocystic Disease	DisGeNet	
ESR1	C0016034	Breast Fibrocystic Disease	DisGeNet	
CCL2	C0206726	gliosarcoma	DisGeNet	
CYP3A4	C0206726	gliosarcoma	DisGeNet	
ESR1	C0206726	gliosarcoma	DisGeNet	
AR	C0014130	Disorder of endocrine system	DisGeNet	
CYP19A1	C0014130	Disorder of endocrine system	DisGeNet	
ESR1	C0014130	Disorder of endocrine system	DisGeNet	
AR	C1268717	Mammographic breast density	DisGeNet	
CYP19A1	C1268717	Mammographic breast density	DisGeNet	
ESR1	C1268717	Mammographic breast density	DisGeNet	
AR	C0014170	Endometrial Neoplasms	DisGeNet	
CCL2	C0014170	Endometrial Neoplasms	DisGeNet	
CYP19A1	C0014170	Endometrial Neoplasms	DisGeNet,PheGenI	
CYP3A4	C0014170	Endometrial Neoplasms	DisGeNet	
ESR1	C0014170	Endometrial Neoplasms	DisGeNet	
AR	C0021361	Female infertility	DisGeNet	
CYP19A1	C0021361	Female infertility	DisGeNet,HumPhenOnt	
ESR1	C0021361	Female infertility	DisGeNet	
AR	C0042138	Uterine neoplasm	DisGeNet	
CYP19A1	C0042138	Uterine neoplasm	DisGeNet	
ESR1	C0042138	Uterine neoplasm	DisGeNet	
AR	C0036472	Scrub Typhus	DisGeNet	
CCL2	C0036472	Scrub Typhus	DisGeNet	
AR	C0000809	Recurrent abortion	DisGeNet	
CYP19A1	C0000809	Recurrent abortion	DisGeNet	
ESR1	C0000809	Recurrent abortion	DisGeNet	
AR	C0156543	Pregnancy loss	DisGeNet	
CYP19A1	C0156543	Pregnancy loss	DisGeNet	
ESR1	C0156543	Pregnancy loss	DisGeNet	
AR	C0879615	Stromal Neoplasm	DisGeNet	
CCL2	C0879615	Stromal Neoplasm	DisGeNet	
ESR1	C0879615	Stromal Neoplasm	DisGeNet	
CYP19A1	C0005694	Bladder neck obstruction	DisGeNet	
ESR1	C0005694	Bladder neck obstruction	DisGeNet	
AR	C0003504	Aortic regurgitation	DisGeNet	
CYP19A1	C0003504	Aortic regurgitation	DisGeNet	
ESR1	C0003504	Aortic regurgitation	DisGeNet	
AR	C0236663	Alcohol withdrawal syndrome	DisGeNet	
CYP19A1	C0236663	Alcohol withdrawal syndrome	DisGeNet	
AR	C0574769	Alopecia of scalp	DisGeNet	
CYP19A1	C0574769	Alopecia of scalp	DisGeNet	
AR	C0029458	Postmenopausal osteoporosis	DisGeNet	
CYP19A1	C0029458	Postmenopausal osteoporosis	DisGeNet	
ESR1	C0029458	Postmenopausal osteoporosis	DisGeNet	
CCL2	C0007286	Carpal tunnel syndrome	DisGeNet	
ESR1	C0007286	Carpal tunnel syndrome	DisGeNet	
AR	C1853195	Prostate Cancer, Hereditary, 7	DisGeNet	
CCL2	C1853195	Prostate Cancer, Hereditary, 7	DisGeNet	
AR	C0149931	Migraine Disorders	DisGeNet	
CCL2	C0149931	Migraine Disorders	DisGeNet	
CYP19A1	C0149931	Migraine Disorders	DisGeNet	
CYP3A4	C0149931	Migraine Disorders	DisGeNet	
ESR1	C0149931	Migraine Disorders	ClinVar,DisGeNet	
AR	C0085215	Ovarian Failure, Premature	DisGeNet	
CYP19A1	C0085215	Ovarian Failure, Premature	DisGeNet	
CYP3A4	C0085215	Ovarian Failure, Premature	DisGeNet	
ESR1	C0085215	Ovarian Failure, Premature	DisGeNet	
CCL2	C0600452	Hepatopulmonary Syndrome	DisGeNet	
