Gene	CUI	Source Databases	
ABCB1	C0013182	Drug Allergy	DisGeNet	
ABCC2	C0013182	Drug Allergy	DisGeNet	
CYP3A4	C0013182	Drug Allergy	DisGeNet	
CYP3A5	C0013182	Drug Allergy	DisGeNet	
SLCO1B1	C0013182	Drug Allergy	DisGeNet	
ABCB1	C0024620	Primary malignant neoplasm of liver	DisGeNet	
CYP3A4	C0024620	Primary malignant neoplasm of liver	DisGeNet	
CYP3A5	C0024620	Primary malignant neoplasm of liver	DisGeNet	
ABCB1	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
ABCC2	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
CYP3A5	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
SLCO1B3	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
