Gene	CUI	Source Databases	
F2	C0014591	Epistaxis	DisGeNet,HumPhenOnt	
F7	C0014591	Epistaxis	HumPhenOnt	
GGCX	C0014591	Epistaxis	HumPhenOnt	
F2	C1846821	Abnormality of coagulation	HumPhenOnt	
F7	C1846821	Abnormality of coagulation	HumPhenOnt	
GGCX	C1846821	Abnormality of coagulation	HumPhenOnt	
F2	C0553692	Brain Hemorrhage, Traumatic	DisGeNet	
F7	C0553692	Brain Hemorrhage, Traumatic	DisGeNet	
F2	C0042487	Venous thrombosis	DisGeNet,HumPhenOnt	
F7	C0042487	Venous thrombosis	DisGeNet	
GGCX	C0042487	Venous thrombosis	DisGeNet	
F2	C0019087	Hemorrhagic disorder due to intrinsic circulating anticoagulants	DisGeNet	
F7	C0019087	Hemorrhagic disorder due to intrinsic circulating anticoagulants	DisGeNet	
F2	C0040053	Thrombosis	DisGeNet,PheGenI	
F7	C0040053	Thrombosis	DisGeNet	
GGCX	C0040053	Thrombosis	DisGeNet	
F2	C0333285	Internal hemorrhage	HumPhenOnt	
F7	C0333285	Internal hemorrhage	HumPhenOnt	
GGCX	C0333285	Internal hemorrhage	HumPhenOnt	
F2	C0005779	Bleeding disorder, platelet-type, 21	DisGeNet,HumPhenOnt	
F7	C0005779	Bleeding disorder, platelet-type, 21	DisGeNet,HumPhenOnt	
GGCX	C0005779	Bleeding disorder, platelet-type, 21	DisGeNet,HumPhenOnt	
F2	C4023585	Abnormality of blood circulation	HumPhenOnt	
F7	C4023585	Abnormality of blood circulation	HumPhenOnt	
GGCX	C4023585	Abnormality of blood circulation	HumPhenOnt	
F2	C0340708	Deep vein thrombosis of lower limb	DisGeNet	
F7	C0340708	Deep vein thrombosis of lower limb	DisGeNet	
F2	C0012739	Disseminated intravascular coagulation	DisGeNet	
F7	C0012739	Disseminated intravascular coagulation	DisGeNet	
F2	C0600518	Choroidal Neovascularization	DisGeNet	
F7	C0600518	Choroidal Neovascularization	DisGeNet	
F2	C0008533	Hereditary factor IX deficiency disease	DisGeNet	
F7	C0008533	Hereditary factor IX deficiency disease	DisGeNet	
F2	C0042974	Von Willebrand disease, recessive form	DisGeNet	
F7	C0042974	Von Willebrand disease, recessive form	DisGeNet	
F2	C0684275	Hemophilia, NOS	DisGeNet	
F7	C0684275	Hemophilia, NOS	DisGeNet	
F2	C0751956	Acute Cerebrovascular Accidents	DisGeNet	
F7	C0751956	Acute Cerebrovascular Accidents	DisGeNet	
F2	C0948480	Coronary Restenosis	DisGeNet	
F7	C0948480	Coronary Restenosis	DisGeNet	
F2	C0584960	Factor V Leiden mutation	DisGeNet	
F7	C0584960	Factor V Leiden mutation	DisGeNet	
F2	C0007820	 Cerebrovascular disease, occlusive (3)	DisGeNet	
F7	C0007820	 Cerebrovascular disease, occlusive (3)	DisGeNet	
F2	C0019080	Bleeding with minor or no trauma	DisGeNet	
F7	C0019080	Bleeding with minor or no trauma	DisGeNet	
F2	C3495426	Homocysteinemia due to MTHFR deficiency	DisGeNet	
F7	C3495426	Homocysteinemia due to MTHFR deficiency	DisGeNet	
F2	C0032787	Postoperative Complications	DisGeNet	
F7	C0032787	Postoperative Complications	DisGeNet	
F2	C0342257	Complications of Diabetes Mellitus	DisGeNet	
F7	C0342257	Complications of Diabetes Mellitus	DisGeNet	
F2	C1458140	Abnormal bleeding	HumPhenOnt	
F7	C1458140	Abnormal bleeding	HumPhenOnt	
GGCX	C1458140	Abnormal bleeding	HumPhenOnt	
F2	C0156543	Pregnancy loss	DisGeNet	
F7	C0156543	Pregnancy loss	DisGeNet	
F2	C0242231	Coronary artery stenosis	DisGeNet	
F7	C0242231	Coronary artery stenosis	DisGeNet	
F2	C0009938	Bruising susceptibility	HumPhenOnt	
GGCX	C0009938	Bruising susceptibility	HumPhenOnt	
F2	C0151942	Arterial thrombosis	DisGeNet	
F7	C0151942	Arterial thrombosis	DisGeNet	
F2	C0007789	Cerebral palsy, spastic quadriplegic, 3	DisGeNet	
F7	C0007789	Cerebral palsy, spastic quadriplegic, 3	DisGeNet	
F2	C1704436	Peripheral Arterial Diseases	DisGeNet	
F7	C1704436	Peripheral Arterial Diseases	DisGeNet	
F2	C0019069	Hereditary factor VIII deficiency disease	DisGeNet	
F7	C0019069	Hereditary factor VIII deficiency disease	DisGeNet	
F2	C0149871	Deep venous thrombosis	DisGeNet,HumPhenOnt	
F7	C0149871	Deep venous thrombosis	DisGeNet	
F2	C0598608	Hereditary hyperhomocysteinemia	DisGeNet	
F7	C0598608	Hereditary hyperhomocysteinemia	DisGeNet	
F2	C0040038	Thromboembolism	DisGeNet,HumPhenOnt	
F7	C0040038	Thromboembolism	DisGeNet	
F2	C0398623	Thrombophilia	ClinVar,DisGeNet	
F7	C0398623	Thrombophilia	DisGeNet	
F2	C0232197	Ventricular Fibrillation Adverse Event	DisGeNet	
F7	C0232197	Ventricular Fibrillation Adverse Event	DisGeNet	
F2	C0026857	Musculoskeletal Diseases	DisGeNet	
F7	C0026857	Musculoskeletal Diseases	DisGeNet	
F2	C0032964	Pregnancy Complications, Hematologic	DisGeNet	
F7	C0032964	Pregnancy Complications, Hematologic	DisGeNet	
F2	C0341439	Chronic liver disease	DisGeNet	
F7	C0341439	Chronic liver disease	DisGeNet	
F2	C0040028	Essential thrombocythemia	DisGeNet	
F7	C0040028	Essential thrombocythemia	DisGeNet	
F2	C0015929	Fetal Diseases	DisGeNet	
F7	C0015929	Fetal Diseases	DisGeNet	
F2	C0085096	Peripheral Arterial Disease	DisGeNet	
F7	C0085096	Peripheral Arterial Disease	DisGeNet	
F2	C0007282	Carotid Stenosis	DisGeNet	
F7	C0007282	Carotid Stenosis	DisGeNet	
F2	C4025888	Abnormality of the menstrual cycle	HumPhenOnt	
