rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
6	Folic Acid Deficiency	C0016412	4	37	4.801478103999557e-10	1.47783251232e-05	DHFR,FPGS,SLC19A1,TYMS
9	Adverse drug events and drug allergies	C0041755	3	60	4.978938237254482e-07	2.21674876847e-05	DHFR,SLC19A1,TYMS
14	Spina bifida	C0080178	4	237	4.898645670214918e-06	3.44827586207e-05	DHFR,FPGS,SLC19A1,TYMS
16	Hereditary hyperhomocysteinemia	C0598608	3	116	7.017808110298951e-06	3.94088669951e-05	ENOSF1,SLC19A1,TYMS
17	Myelosuppression	C0854467	2	35	7.1290548986358004e-06	4.18719211823e-05	DHFR,TYMS
20	Acute GVH disease	C0856825	3	140	1.4763359884373273e-05	4.92610837438e-05	DHFR,SLC19A1,TYMS
22	Stomatitis	C0038362	2	47	1.751100283442497e-05	5.41871921182e-05	SLC19A1,TYMS
31	Refractory cancer	C0677936	2	64	4.44500325305075e-05	7.6354679803e-05	DHFR,TYMS
32	Aortic Aneurysm, Abdominal	C0162871	3	190	4.884082019684932e-05	7.88177339901e-05	ENOSF1,SLC19A1,TYMS
37	Leukemia, Lymphocytic, Acute, L1	C0023452	4	388	5.246207851272722e-05	9.11330049261e-05	DHFR,FPGS,SLC19A1,TYMS
38	Neural tube defect	C0027794	3	196	5.5120475095371546e-05	9.35960591133e-05	DHFR,SLC19A1,TYMS
40	Female infertility	C0021361	2	72	6.326501478493007e-05	9.85221674877e-05	DHFR,SLC19A1
42	Drug Allergy	C0013182	2	79	8.34665805541368e-05	0.000103448275862	SLC19A1,TYMS
44	Gastrointestinal Diseases	C0017178	2	83	9.670178266574236e-05	0.000108374384236	FPGS,TYMS
50	Parasitemia	C0242723	2	89	0.00011901067028707857	0.00012315270936	DHFR,ENOSF1
