Gene	CUI	Source Databases	
ABCB1	C0013182	Drug Allergy	DisGeNet	
ABCC2	C0013182	Drug Allergy	DisGeNet	
CYP2C19	C0013182	Drug Allergy	DisGeNet	
CYP2C8	C0013182	Drug Allergy	DisGeNet	
CYP2C9	C0013182	Drug Allergy	DisGeNet	
CYP2D6	C0013182	Drug Allergy	DisGeNet	
CYP3A4	C0013182	Drug Allergy	DisGeNet	
CYP3A5	C0013182	Drug Allergy	DisGeNet	
ESR1	C0013182	Drug Allergy	DisGeNet	
UGT1A1	C0013182	Drug Allergy	DisGeNet	
UGT1A7	C0013182	Drug Allergy	DisGeNet	
UGT1A8	C0013182	Drug Allergy	DisGeNet	
UGT1A9	C0013182	Drug Allergy	DisGeNet	
ABCB1	C0746883	Febrile Neutropenia	DisGeNet	
CYP3A5	C0746883	Febrile Neutropenia	DisGeNet	
FMO3	C0746883	Febrile Neutropenia	DisGeNet	
UGT1A	C0746883	Febrile Neutropenia	DisGeNet	
UGT1A1	C0746883	Febrile Neutropenia	DisGeNet	
UGT1A6	C0746883	Febrile Neutropenia	DisGeNet	
UGT1A7	C0746883	Febrile Neutropenia	DisGeNet	
ABCB1	C0860207	Drug-Induced Liver Injury	DisGeNet	
ABCC2	C0860207	Drug-Induced Liver Injury	DisGeNet	
ABCG2	C0860207	Drug-Induced Liver Injury	DisGeNet	
CES1	C0860207	Drug-Induced Liver Injury	DisGeNet	
CYP2A6	C0860207	Drug-Induced Liver Injury	DisGeNet	
CYP2B6	C0860207	Drug-Induced Liver Injury	DisGeNet	
CYP2C19	C0860207	Drug-Induced Liver Injury	DisGeNet	
CYP2C9	C0860207	Drug-Induced Liver Injury	DisGeNet	
CYP2D6	C0860207	Drug-Induced Liver Injury	DisGeNet	
CYP2E1	C0860207	Drug-Induced Liver Injury	DisGeNet	
CYP3A5	C0860207	Drug-Induced Liver Injury	DisGeNet	
FMO3	C0860207	Drug-Induced Liver Injury	DisGeNet	
NR1I2	C0860207	Drug-Induced Liver Injury	DisGeNet	
UGT1A1	C0860207	Drug-Induced Liver Injury	DisGeNet	
UGT1A9	C0860207	Drug-Induced Liver Injury	DisGeNet	
ABCG2	C0032229	Pleural Neoplasms	DisGeNet	
CYP1A1	C0032229	Pleural Neoplasms	DisGeNet	
CYP1B1	C0032229	Pleural Neoplasms	DisGeNet	
CYP2A6	C0032229	Pleural Neoplasms	DisGeNet	
CYP2C19	C0032229	Pleural Neoplasms	DisGeNet	
CYP2E1	C0032229	Pleural Neoplasms	DisGeNet	
CYP19A1	C1268717	Mammographic breast density	DisGeNet	
CYP1A1	C1268717	Mammographic breast density	DisGeNet	
CYP1B1	C1268717	Mammographic breast density	DisGeNet	
CYP2D6	C1268717	Mammographic breast density	DisGeNet	
ESR1	C1268717	Mammographic breast density	DisGeNet	
ESR2	C1268717	Mammographic breast density	DisGeNet	
SULT1A1	C1268717	Mammographic breast density	DisGeNet	
UGT1A	C1268717	Mammographic breast density	DisGeNet	
UGT1A1	C1268717	Mammographic breast density	DisGeNet	
ABCB1	C0020433	Hyperbilirubinemia	DisGeNet	
ABCC2	C0020433	Hyperbilirubinemia	DisGeNet,HumPhenOnt	
CYP2B6	C0020433	Hyperbilirubinemia	DisGeNet	
UGT1A	C0020433	Hyperbilirubinemia	DisGeNet	
UGT1A1	C0020433	Hyperbilirubinemia	DisGeNet,HumPhenOnt	
UGT1A10	C0020433	Hyperbilirubinemia	DisGeNet	
UGT1A6	C0020433	Hyperbilirubinemia	DisGeNet	
UGT1A7	C0020433	Hyperbilirubinemia	DisGeNet	
UGT1A8	C0020433	Hyperbilirubinemia	DisGeNet	
UGT1A9	C0020433	Hyperbilirubinemia	DisGeNet	
ABCG2	C0919532	Genomic Instability	DisGeNet	
CYP1A1	C0919532	Genomic Instability	DisGeNet	
CYP1B1	C0919532	Genomic Instability	DisGeNet	
