Gene	CUI	Source Databases	
MTR	C0000768	EMG: myopathic abnormalities	DisGeNet	
MTRR	C0000768	EMG: myopathic abnormalities	DisGeNet	
MTR	C0000846	Aplasia involving bones of the extremities	HumPhenOnt	
MTRR	C0000846	Aplasia involving bones of the extremities	HumPhenOnt	
MTR	C0001418	 Adenocarcinoma, ovarian, somatic, 167000 (3)	DisGeNet	
MTRR	C0001418	 Adenocarcinoma, ovarian, somatic, 167000 (3)	DisGeNet	
MTR	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
MTRR	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
MTR	C0002395	Alzheimer Disease	DisGeNet	
MTRR	C0002395	Alzheimer Disease	DisGeNet	
MTR	C0002871	Anemia	HumPhenOnt	
MTRR	C0002871	Anemia	HumPhenOnt	
MTR	C0002886	Macrocytic anemia	HumPhenOnt	
MTRR	C0002886	Macrocytic anemia	HumPhenOnt	
MTR	C0002888	Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness	HumPhenOnt	
MTRR	C0002888	Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness	DisGeNet,HumPhenOnt	
MTR	C0003873	Rheumatoid arthritis	DisGeNet	
MTRR	C0003873	Rheumatoid arthritis	DisGeNet	
MTR	C0004153	Atherosclerosis	DisGeNet	
MTRR	C0004153	Atherosclerosis	DisGeNet	
MTR	C0004352	Autism 15	DisGeNet	
MTRR	C0004352	Autism 15	DisGeNet	
MTR	C0004509	Azoospermia	DisGeNet	
MTRR	C0004509	Azoospermia	DisGeNet	
MTR	C0005586	Bipolar affective disorder	DisGeNet	
MTRR	C0005586	Bipolar affective disorder	DisGeNet	
MTR	C0005684	Malignant tumor of urinary bladder	DisGeNet	
MTRR	C0005684	Malignant tumor of urinary bladder	DisGeNet	
MTR	C0006104	Brain very small	HumPhenOnt	
MTRR	C0006104	Brain very small	HumPhenOnt	
MTR	C0006118	Brain neoplasm	DisGeNet	
MTRR	C0006118	Brain neoplasm	DisGeNet	
MTR	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
MTRR	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
MTR	C0007102	Colon cancer	DisGeNet	
MTRR	C0007102	Colon cancer	DisGeNet	
MTR	C0007131	Non-small cell lung carcinoma	DisGeNet	
