Gene	CUI	Source Databases	
ALB	C4025650	Abnormality of lipid metabolism	HumPhenOnt	
SLC22A5	C4025650	Abnormality of lipid metabolism	HumPhenOnt	
ALB	C0022658	Kidney Diseases	DisGeNet	
SLC22A8	C0022658	Kidney Diseases	DisGeNet	
SLC47A1	C0022658	Kidney Diseases	DisGeNet	
SLC22A5	C0023223	Leg Ulcer	DisGeNet	
SLC22A8	C0812435	Chromosome 11p deletion syndrome	DisGeNet	
ALB	C0346402	Malignant neoplasm of adrenal cortex	DisGeNet	
ALB	C0014867	Esophageal varix	DisGeNet	
ALB	C0451641	Urolithiasis	DisGeNet	
ALB	C0085584	Encephalopathy, acute, infection-induced, 4, susceptibility to	DisGeNet	
SLC22A5	C0085584	Encephalopathy, acute, infection-induced, 4, susceptibility to	HumPhenOnt	
ALB	C0013502	Echinococcosis	DisGeNet	
ALB	C0022660	Acute kidney injury	DisGeNet	
SLC22A8	C0022660	Acute kidney injury	DisGeNet	
ALB	C0339467	Proliferative retinopathy	DisGeNet	
SLC22A5	C1306587	Acute encephalopathy	HumPhenOnt	
ALB	C3714796	Isolated somatotropin deficiency	DisGeNet	
ALB	C0038586	Substance Use Disorders	DisGeNet	
SLC22A5	C0240479	Neck muscle weakness	HumPhenOnt	
ALB	C0751781	Dentatorubral pallidoluysian atrophy	DisGeNet	
ALB	C0002985	Angiokeratoma	DisGeNet	
ALB	C0013338	Isolated growth hormone deficiency type 1B	DisGeNet	
SLC22A5	C1141890	Congenital long QT syndrome	DisGeNet	
ALB	C0031039	Pericardial effusion	DisGeNet	
ALB	C0026780	Mumps	DisGeNet	
ALB	C0035457	Rhinitis, Allergic, Perennial	DisGeNet	
ALB	C0342200	Endemic Cretinism	DisGeNet	
ALB	C0206734	Hemangioblastoma	DisGeNet	
SLC22A5	C0220656	Malignant ascites	DisGeNet	
ALB	C0017662	Mesangiocapillary glomerulonephritis, type II	DisGeNet	
SLC22A5	C0023794	Lipoidosis	DisGeNet	
ALB	C0027719	Nephrosclerosis	DisGeNet	
ALB	C0235025	Peripheral motor neuropathy	DisGeNet	
ALB	C0745744	End Stage Liver Disease	DisGeNet	
SLC22A5	C4021656	Abnormality of fatty-acid metabolism	HumPhenOnt	
SLC22A5	C0220994	Hyperammonemia	HumPhenOnt	
ALB	C4023036	Abnormal albumin level	HumPhenOnt	
ALB	C0238198	Gastrointestinal stromal tumor	DisGeNet	
