Gene	CUI	Source Databases	
ABCB1	C0027947	Neutropenia	DisGeNet	
ABCC1	C0027947	Neutropenia	DisGeNet	
ABCC2	C0027947	Neutropenia	DisGeNet	
ABCG2	C0027947	Neutropenia	DisGeNet	
BCL2	C0027947	Neutropenia	DisGeNet	
CYP2C8	C0027947	Neutropenia	DisGeNet	
CYP3A4	C0027947	Neutropenia	DisGeNet	
CYP3A5	C0027947	Neutropenia	DisGeNet	
NR1I2	C0027947	Neutropenia	DisGeNet	
SLCO1B3	C0027947	Neutropenia	DisGeNet	
ABCG2	C0206720	Squamous Cell Neoplasms	DisGeNet	
BCL2	C0206720	Squamous Cell Neoplasms	DisGeNet	
CYP3A4	C0206720	Squamous Cell Neoplasms	DisGeNet	
CYP3A5	C0206720	Squamous Cell Neoplasms	DisGeNet	
ABCB1	C0023530	Leukopenia	DisGeNet	
ABCC1	C0023530	Leukopenia	DisGeNet	
ABCC2	C0023530	Leukopenia	DisGeNet	
ABCG2	C0023530	Leukopenia	DisGeNet	
BCL2	C0023530	Leukopenia	DisGeNet	
CYP2C8	C0023530	Leukopenia	DisGeNet	
CYP3A4	C0023530	Leukopenia	DisGeNet	
CYP3A5	C0023530	Leukopenia	DisGeNet	
NR1I2	C0023530	Leukopenia	DisGeNet	
SLCO1B3	C0023530	Leukopenia	DisGeNet	
ABCB1	C0018671	Head and Neck Neoplasms	DisGeNet	
ABCC1	C0018671	Head and Neck Neoplasms	DisGeNet	
ABCC10	C0018671	Head and Neck Neoplasms	DisGeNet	
ABCG2	C0018671	Head and Neck Neoplasms	DisGeNet	
BCL2	C0018671	Head and Neck Neoplasms	DisGeNet	
CYP1B1	C0018671	Head and Neck Neoplasms	DisGeNet	
CYP2C8	C0018671	Head and Neck Neoplasms	DisGeNet	
CYP3A4	C0018671	Head and Neck Neoplasms	DisGeNet	
CYP3A5	C0018671	Head and Neck Neoplasms	DisGeNet	
NR1I2	C0018671	Head and Neck Neoplasms	DisGeNet	
ABCB1	C0013182	Drug Allergy	DisGeNet	
ABCC2	C0013182	Drug Allergy	DisGeNet	
CYP2C8	C0013182	Drug Allergy	DisGeNet	
CYP3A4	C0013182	Drug Allergy	DisGeNet	
CYP3A5	C0013182	Drug Allergy	DisGeNet	
ABCB1	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
ABCC2	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
ABCG2	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
CYP3A5	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
SLCO1B3	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
BCL2	C0235653	Malignant neoplasm of female breast	DisGeNet	
CYP19A1	C0235653	Malignant neoplasm of female breast	DisGeNet	
CYP1B1	C0235653	Malignant neoplasm of female breast	DisGeNet	
NR1I2	C0235653	Malignant neoplasm of female breast	DisGeNet	
ABCB1	C0024620	Primary malignant neoplasm of liver	DisGeNet	
CYP3A4	C0024620	Primary malignant neoplasm of liver	DisGeNet	
CYP3A5	C0024620	Primary malignant neoplasm of liver	DisGeNet	
ABCB1	C1096063	Drug Resistant Epilepsy	DisGeNet	
ABCC1	C1096063	Drug Resistant Epilepsy	DisGeNet	
ABCC2	C1096063	Drug Resistant Epilepsy	DisGeNet	
BCL2	C1096063	Drug Resistant Epilepsy	DisGeNet	
BCL2	C0007104	Female Breast Carcinoma	DisGeNet	
CYP19A1	C0007104	Female Breast Carcinoma	DisGeNet	
CYP1B1	C0007104	Female Breast Carcinoma	DisGeNet	
NR1I2	C0007104	Female Breast Carcinoma	DisGeNet	
ABCB1	C0008312	Primary biliary cirrhosis	DisGeNet	
ABCC1	C0008312	Primary biliary cirrhosis	DisGeNet	
ABCC2	C0008312	Primary biliary cirrhosis	DisGeNet	
ABCG2	C0008312	Primary biliary cirrhosis	DisGeNet	
BCL2	C0008312	Primary biliary cirrhosis	DisGeNet	
CYP3A4	C0008312	Primary biliary cirrhosis	DisGeNet	
NR1I2	C0008312	Primary biliary cirrhosis	DisGeNet	
SLCO1B3	C0008312	Primary biliary cirrhosis	DisGeNet	
ABCC2	C0008372	Intrahepatic cholestasis	DisGeNet	
ABCG2	C0008372	Intrahepatic cholestasis	DisGeNet	
CYP1B1	C0008372	Intrahepatic cholestasis	DisGeNet	
NR1I2	C0008372	Intrahepatic cholestasis	DisGeNet	
ABCB1	C0041755	Adverse drug events and drug allergies	DisGeNet	
ABCC1	C0041755	Adverse drug events and drug allergies	DisGeNet	
ABCC2	C0041755	Adverse drug events and drug allergies	DisGeNet	
ABCG2	C0041755	Adverse drug events and drug allergies	DisGeNet	
