Gene	CUI	Source Databases	
APP	C0003130	Hypoxia	DisGeNet	
XDH	C0003130	Hypoxia	DisGeNet	
APP	C0003850	Arteriosclerosis	DisGeNet	
XDH	C0003850	Arteriosclerosis	DisGeNet	
APP	C0004096	Asthma	DisGeNet	
XDH	C0004096	Asthma	DisGeNet	
APP	C0004153	Atherosclerosis	DisGeNet	
XDH	C0004153	Atherosclerosis	DisGeNet	
APP	C0004352	Autism 15	DisGeNet	
XDH	C0004352	Autism 15	DisGeNet	
APP	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
XDH	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
APP	C0007222	Cardiovascular Diseases	DisGeNet	
XDH	C0007222	Cardiovascular Diseases	DisGeNet	
APP	C0009450	Verotoxigenic Escherichia coli gastrointestinal tract infection	DisGeNet	
XDH	C0009450	Verotoxigenic Escherichia coli gastrointestinal tract infection	DisGeNet	
APP	C0020538	Hypertension	DisGeNet	
XDH	C0020538	Hypertension	DisGeNet	
APP	C0022116	Ischemia	DisGeNet	
XDH	C0022116	Ischemia	DisGeNet	
APP	C0024623	{Gastric cancer risk after H. pylori infection}, 137215 (3)	DisGeNet	
XDH	C0024623	{Gastric cancer risk after H. pylori infection}, 137215 (3)	DisGeNet	
APP	C0026848	Myopathy, scapulohumeroperoneal	DisGeNet	
XDH	C0026848	Myopathy, scapulohumeroperoneal	HumPhenOnt	
APP	C0027627	Secondary hypertriglyceridemia	DisGeNet	
XDH	C0027627	Secondary hypertriglyceridemia	DisGeNet	
APP	C0027746	Neurodegeneration with brain iron accumulation	DisGeNet	
XDH	C0027746	Neurodegeneration with brain iron accumulation	DisGeNet	
APP	C0243026	Sepsis	DisGeNet	
XDH	C0243026	Sepsis	DisGeNet	
APP	C0678222	Breast carcinoma	DisGeNet	
XDH	C0678222	Breast carcinoma	DisGeNet	
APP	C0699791	Stomach cancer	DisGeNet	
XDH	C0699791	Stomach cancer	DisGeNet	
APP	C1269683	Major depressive disorder	DisGeNet	
XDH	C1269683	Major depressive disorder	DisGeNet	
APP	C2239176	Hepatocellular carcinoma	DisGeNet	
XDH	C2239176	Hepatocellular carcinoma	DisGeNet	
APP	C4021768	Abnormality of metabolism/homeostasis	HumPhenOnt	
XDH	C4021768	Abnormality of metabolism/homeostasis	HumPhenOnt	
APP	C1832200	Peroxisome biogenesis disorders	DisGeNet	
APP	C0031485	Phenylketonuria	DisGeNet	
XDH	C1833683	Calcium oxalate urolithiasis	DisGeNet	
XDH	C4025346	Abnormality of purine metabolism	HumPhenOnt	
APP	C0220756	Niemann-Pick disease, type C	DisGeNet	
APP	C0276496	Familial Alzheimer Disease (FAD)	DisGeNet	
APP	C0020258	Normal pressure hydrocephalus	DisGeNet	
APP	C0262404	Progressive cerebellar degeneration	DisGeNet	
APP	C0037928	Chronic myelopathy	DisGeNet	
APP	C0525041	Neurobehavioral Manifestations	DisGeNet	
XDH	C4023643	Abnormality of nucleobase metabolism	HumPhenOnt	
APP	C0032064	Plague	DisGeNet	
APP	C0086439	Decreased activity of 3-hydroxyacyl-CoA dehydrogenase	DisGeNet	
APP	C4022012	Death in early adulthood	HumPhenOnt	
XDH	C0022650	Kidney Calculi	DisGeNet	
APP	C0023186	Learning Disorders	DisGeNet	
APP	C0149654	Conduct Disorder	DisGeNet	
APP	C0026654	Moyamoya Disease	DisGeNet	
APP	C0029401	Osteitis Deformans	DisGeNet	
XDH	C0034186	Pyelonephritis	HumPhenOnt	
APP	C0085220	Cerebral Amyloid Angiopathy	DisGeNet,HumPhenOnt	
APP	C0162316	Iron deficiency anemia	DisGeNet	
APP	C1842937	Aural atresia, congenital	DisGeNet	
XDH	C0025284	Meningeal Neoplasms	DisGeNet	
APP	C0025261	Memory Disorders	DisGeNet	
APP	C0027540	Necrosis	DisGeNet	
XDH	C0853897	Diabetic Cardiomyopathies	DisGeNet	
APP	C0152031	Joint swelling	DisGeNet	
APP	C0018553	Cowden syndrome 1	DisGeNet	
APP	C1291316	2,4-Dienoyl-CoA reductase deficiency	DisGeNet	
APP	C0002622	Memory Loss	DisGeNet	
APP	C0009241	Cognition Disorders	DisGeNet	
APP	C0041671	Attention Deficit Disorder	DisGeNet	
XDH	C0028797	Occupational Diseases	DisGeNet	
APP	C0238190	Inclusion Body Myositis (disorder)	DisGeNet	
XDH	C0740394	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	DisGeNet	
APP	C0037773	Complicated hereditary spastic paraplegia	DisGeNet	
APP	C0494463	Alzheimer Disease, Late Onset	DisGeNet	
APP	C0231341	Premature aging syndrome	DisGeNet	
APP	C0039614	Tetanus	DisGeNet	
APP	C0011269	Dementia, Vascular	DisGeNet	
XDH	C0740392	Infarction, Middle Cerebral Artery	DisGeNet	
APP	C1318485	Liver regeneration disorder	DisGeNet	
APP	C0009952	Febrile seizures, familial, 4	HumPhenOnt	
APP	C0522224	Paralysis	DisGeNet	
APP	C0009421	Coma	HumPhenOnt	
APP	C0162534	Prion Diseases	DisGeNet	
APP	C0085409	Polyglandular autoimmune syndrome, type 1	DisGeNet	
APP	C0030554	Paresthesia	HumPhenOnt	
APP	C0270685	Cerebral calcification	HumPhenOnt	
XDH	C0600452	Hepatopulmonary Syndrome	DisGeNet	
APP	C4021520	Abnormality of cerebral artery	HumPhenOnt	
APP	C0004610	Bacteremia, susceptibility to, 2	DisGeNet	
APP	C0236642	Frontotemporal dementia, ubiquitin-positive	DisGeNet	
APP	C0751072	 Frontotemporal lobar degeneration, TARDBP-related, 612069 (3)	DisGeNet	
APP	C0016667	Fragile X syndrome	DisGeNet	
APP	C0162872	Aortic Aneurysm, Thoracic	DisGeNet	
XDH	C0392525	Nephrolithiasis	DisGeNet,HumPhenOnt	
APP	C0241910	Hepatitis, Autoimmune	DisGeNet	
APP	C0002726	Amyloidosis	DisGeNet,HumPhenOnt	
APP	C0393593	Dystonia Disorders	DisGeNet	
XDH	C1868864	Dilatation of the renal pelvis	HumPhenOnt	
