node1	node2	edge_score	
DB00134	MAT2A	1.0	
DB00134	BHMT	1.0	
DB00134	MAT2B	1.0	
DB00134	MTR	1.0	
DB00134	METAP2	1.0	
DB00134	MSRB1	1.0	
DB00134	MAT1A	1.0	
DB00134	MARS2	1.0	
DB00134	MSRB2	1.0	
DB00134	MTHFR	1.0	
DB00134	GLUL	1.0	
DB00134	BHMT2	1.0	
DB00134	SLC16A10	1.0	
DB00134	MARS	1.0	
DB00134	MTRR	1.0	
DB00134	MSRA	1.0	
MTHFR	rs1801131	0.99
MTR		1.0
MTHFR	rs17421511	0.99
MTHFR		1.0
rs1801133	CLCN6	0.9801
MTRR		1.0
MTHFR	rs1476413	0.99
MTHFR	rs1801133	0.99
MTHFR	rs4846051	0.99
Homocystinuria due to CBS deficiency	MTHFR	1.0	
Homocystinuria due to CBS deficiency	MTR	1.0	
Homocystinuria due to CBS deficiency	MTRR	1.0	
Abnormality of sulfur amino acid metabolism	MTHFR	1.0	
Abnormality of sulfur amino acid metabolism	MTR	1.0	
Abnormality of sulfur amino acid metabolism	MTRR	1.0	
Phenylketonuria	MTHFR	1.0	
Phenylketonuria	MTR	1.0	
Phenylketonuria	MTRR	1.0	
Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness	MTHFR	1.0	
Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness	MTR	1.0	
Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness	MTRR	1.0	
Folic Acid Deficiency	MTHFR	1.0	
Folic Acid Deficiency	MTR	1.0	
Folic Acid Deficiency	MTRR	1.0	
Deep vein thrombosis of lower limb	MTHFR	1.0	
Deep vein thrombosis of lower limb	MTR	1.0	
Deep vein thrombosis of lower limb	MTRR	1.0	
Deep thrombophlebitis	MTHFR	1.0	
Deep thrombophlebitis	MTR	1.0	
Deep thrombophlebitis	MTRR	1.0	
Choroidal Neovascularization	MTHFR	1.0	
Choroidal Neovascularization	MTR	1.0	
Choroidal Neovascularization	MTRR	1.0	
Iron deficiency anemia	MTHFR	1.0	
Iron deficiency anemia	MTR	1.0	
Iron deficiency anemia	MTRR	1.0	
Meningeal Neoplasms	MTHFR	1.0	
Meningeal Neoplasms	MTR	1.0	
Meningeal Neoplasms	MTRR	1.0	
Cardiac defects	MTHFR	1.0	
Cardiac defects	MTR	1.0	
Cardiac defects	MTRR	1.0	
Brain Tumor, Primary	MTHFR	1.0	
Brain Tumor, Primary	MTR	1.0	
Brain Tumor, Primary	MTRR	1.0	
Adverse drug events and drug allergies	MTHFR	1.0	
Adverse drug events and drug allergies	MTR	1.0	
Adverse drug events and drug allergies	MTRR	1.0	
Childhood Leukemia	MTHFR	1.0	
Childhood Leukemia	MTR	1.0	
Childhood Leukemia	MTRR	1.0	
Psychoses, Substance-Induced	MTHFR	1.0	
Psychoses, Substance-Induced	MTR	1.0	
Psychoses, Substance-Induced	MTRR	1.0	
Homocysteinemia due to MTHFR deficiency	MTHFR	1.0	
Homocysteinemia due to MTHFR deficiency	MTR	1.0	
Homocysteinemia due to MTHFR deficiency	MTRR	1.0	
Migraine with aura	MTHFR	1.0	
Migraine with aura	MTR	1.0	
Migraine with aura	MTRR	1.0	
Drug Allergy	MTHFR	1.0	
Drug Allergy	MTR	1.0	
Drug Allergy	MTRR	1.0	
Demyelinating Diseases	MTHFR	1.0	
Demyelinating Diseases	MTR	1.0	
Demyelinating Diseases	MTRR	1.0	
Congenital heart disease	MTHFR	1.0	
Congenital heart disease	MTR	1.0	
Congenital heart disease	MTRR	1.0	
Marijuana Abuse	MTHFR	1.0	
Marijuana Abuse	MTR	1.0	
Marijuana Abuse	MTRR	1.0	
Adult Acute Lymphocytic Leukemia	MTHFR	1.0	
Adult Acute Lymphocytic Leukemia	MTR	1.0	
Adult Acute Lymphocytic Leukemia	MTRR	1.0	
Deep venous thrombosis	MTHFR	1.0	
Deep venous thrombosis	MTR	1.0	
Deep venous thrombosis	MTRR	1.0	
Hereditary hyperhomocysteinemia	MTHFR	1.0	
Hereditary hyperhomocysteinemia	MTR	1.0	
Hereditary hyperhomocysteinemia	MTRR	1.0	
Thromboembolism	MTHFR	1.0	
Thromboembolism	MTR	1.0	
Thromboembolism	MTRR	1.0	
Aminoaciduria	MTHFR	1.0	
Aminoaciduria	MTR	1.0	
Aminoaciduria	MTRR	1.0	
Placental Insufficiency	MTR	1.0	
Placental Insufficiency	MTRR	1.0	
Adrenoleukodystrophy	MTHFR	1.0	
Adrenoleukodystrophy	MTR	1.0	
Adrenoleukodystrophy	MTRR	1.0	
Venous thrombosis	MTHFR	1.0	
Venous thrombosis	MTR	1.0	
Venous thrombosis	MTRR	1.0	
Xeroderma Pigmentosum, Complementation Group D	MTHFR	1.0	
Xeroderma Pigmentosum, Complementation Group D	MTRR	1.0	
Abnormality of serum amino acid levels	MTR	1.0	
Abnormality of serum amino acid levels	MTRR	1.0	
Oligospermia	MTHFR	1.0	
Oligospermia	MTR	1.0	
Oligospermia	MTRR	1.0	
Abnormality of amino acid metabolism	MTHFR	1.0	
Abnormality of amino acid metabolism	MTR	1.0	
Abnormality of amino acid metabolism	MTRR	1.0	
Lymphoma, Large-Cell, Follicular	MTHFR	1.0	
Lymphoma, Large-Cell, Follicular	MTR	1.0	
Lymphoma, Large-Cell, Follicular	MTRR	1.0	
3-Methylglutaconic aciduria	MTHFR	1.0	
3-Methylglutaconic aciduria	MTR	1.0	
3-Methylglutaconic aciduria	MTRR	1.0	
Aortic Aneurysm, Abdominal	MTHFR	1.0	
Aortic Aneurysm, Abdominal	MTR	1.0	
Aortic Aneurysm, Abdominal	MTRR	1.0	
Primary central nervous system lymphoma	MTHFR	1.0	
Primary central nervous system lymphoma	MTR	1.0	
Neural tube defect	MTHFR	1.0	
Neural tube defect	MTR	1.0	
Neural tube defect	MTRR	1.0	
Abnormality of carboxylic acid metabolism	MTHFR	1.0	
Abnormality of carboxylic acid metabolism	MTR	1.0	
Abnormality of carboxylic acid metabolism	MTRR	1.0	
Macrocytic anemia	MTR	1.0	
Macrocytic anemia	MTRR	1.0	
Cervical intraepithelial neoplasia grade 2	MTHFR	1.0	
Cervical intraepithelial neoplasia grade 2	MTR	1.0	
Cervical intraepithelial neoplasia (Cervical dysplasia)	MTHFR	1.0	
Cervical intraepithelial neoplasia (Cervical dysplasia)	MTR	1.0	
Cervical intraepithelial neoplasia (Cervical dysplasia)	MTRR	1.0	
Cleft palate with cleft lip	MTHFR	1.0	
Cleft palate with cleft lip	MTR	1.0	
Abnormality of vitamin metabolism	MTR	1.0	
Abnormality of vitamin metabolism	MTRR	1.0	
Spina bifida	MTHFR	1.0	
Spina bifida	MTR	1.0	
Spina bifida	MTRR	1.0	
Omphalocele	MTHFR	1.0	
Omphalocele	MTRR	1.0	
Adenoma of large intestine	MTHFR	1.0	
Adenoma of large intestine	MTR	1.0	
Adenoma of large intestine	MTRR	1.0	
Azoospermia	MTHFR	1.0	
Azoospermia	MTR	1.0	
Azoospermia	MTRR	1.0	
Incoordination	MTHFR	1.0	
Incoordination	MTR	1.0	
 Cerebrovascular disease, occlusive (3)	MTHFR	1.0	
 Cerebrovascular disease, occlusive (3)	MTRR	1.0	
T-cell lymphoma	MTHFR	1.0	
T-cell lymphoma	MTR	1.0	
T-cell lymphoma	MTRR	1.0	
Male infertility	MTHFR	1.0	
Male infertility	MTR	1.0	
Male infertility	MTRR	1.0	
Chromosome Aberrations	MTHFR	1.0	
Chromosome Aberrations	MTR	1.0	
Coronary artery stenosis	MTHFR	1.0	
Coronary artery stenosis	MTR	1.0	
Gastrointestinal Diseases	MTHFR	1.0	
Gastrointestinal Diseases	MTR	1.0	
Huntington's chorea	MTHFR	1.0	
Huntington's chorea	MTR	1.0	
Huntington's chorea	MTRR	1.0	
Head and Neck Neoplasms	MTHFR	1.0	
Head and Neck Neoplasms	MTR	1.0	
Head and Neck Neoplasms	MTRR	1.0	
Migraine Disorders	MTHFR	1.0	
Migraine Disorders	MTR	1.0	
Migraine Disorders	MTRR	1.0	
Bone neoplasms	MTHFR	1.0	
Bone neoplasms	MTR	1.0	
DNA Damage	MTHFR	1.0	
DNA Damage	MTR	1.0	
Ischemic Cerebrovascular Accident	MTHFR	1.0	
Ischemic Cerebrovascular Accident	MTR	1.0	
Ischemic Cerebrovascular Accident	MTRR	1.0	
body mass	MTHFR	1.0	
body mass	MTR	1.0	
Cleft Lip	MTHFR	1.0	
Cleft Lip	MTR	1.0	
Cleft Lip	MTRR	1.0	
Blindness	MTHFR	1.0	
Blindness	MTR	1.0	
Blindness	MTRR	1.0	
Ventricular septal defect 2	MTHFR	1.0	
Ventricular septal defect 2	MTR	1.0	
Ventricular septal defect 2	MTRR	1.0	
Preeclampsia/eclampsia 1	MTHFR	1.0	
Preeclampsia/eclampsia 1	MTR	1.0	
Preeclampsia/eclampsia 1	MTRR	1.0	
NOONAN-LIKE/MULTIPLE GIANT CELL LESION SYNDROME (disorder)	MTHFR	1.0	
NOONAN-LIKE/MULTIPLE GIANT CELL LESION SYNDROME (disorder)	MTR	1.0	
Intrauterine growth retardation	MTHFR	1.0	
Intrauterine growth retardation	MTR	1.0	
Intrauterine growth retardation	MTRR	1.0	
Anemia of inadequate production	MTR	1.0	
Anemia of inadequate production	MTRR	1.0	
Leukemia, Lymphocytic, Acute, L1	MTHFR	1.0	
Leukemia, Lymphocytic, Acute, L1	MTR	1.0	
Leukemia, Lymphocytic, Acute, L1	MTRR	1.0	
Lymphoma, Follicular	MTHFR	1.0	
Lymphoma, Follicular	MTR	1.0	
Lymphoma, Follicular	MTRR	1.0	
Disorders of Intracellular Cobalamin Metabolism	MTHFR	1.0	
Disorders of Intracellular Cobalamin Metabolism	MTR	1.0	
Disorders of Intracellular Cobalamin Metabolism	MTRR	1.0	
Ischemic stroke	MTHFR	1.0	
Ischemic stroke	MTR	1.0	
Ischemic stroke	MTRR	1.0	
Intracranial Aneurysm	MTHFR	1.0	
Intracranial Aneurysm	MTR	1.0	
Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation	MTHFR	1.0	
Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation	MTR	1.0	
Abnormality of urine homeostasis	MTHFR	1.0	
Abnormality of urine homeostasis	MTR	1.0	
Abnormality of urine homeostasis	MTRR	1.0	
Vascular Diseases	MTHFR	1.0	
Vascular Diseases	MTR	1.0	
Vascular Diseases	MTRR	1.0	
Brain Ischemia	MTHFR	1.0	
Brain Ischemia	MTR	1.0	
Brain Ischemia	MTRR	1.0	
Malnutrition	MTHFR	1.0	
Malnutrition	MTR	1.0	
Age-related macular degeneration 2	MTHFR	1.0	
Age-related macular degeneration 2	MTR	1.0	
Age-related macular degeneration 2	MTRR	1.0	
Cancer of Head and Neck	MTHFR	1.0	
Cancer of Head and Neck	MTR	1.0	
Cancer of Head and Neck	MTRR	1.0	
Giant cell arteritis	MTHFR	1.0	
Giant cell arteritis	MTRR	1.0	
Pregnancy Complications	MTHFR	1.0	
Pregnancy Complications	MTRR	1.0	
Meningioma	MTHFR	1.0	
Meningioma	MTR	1.0	
Meningioma	MTRR	1.0	
Other disorders of the nervous system	MTHFR	1.0	
Other disorders of the nervous system	MTR	1.0	
Other disorders of the nervous system	MTRR	1.0	
Mild cognitive impairment	MTHFR	1.0	
Mild cognitive impairment	MTR	1.0	
Hematological Disease	MTHFR	1.0	
Hematological Disease	MTR	1.0	
Neoplastic Cell Transformation	MTHFR	1.0	
Neoplastic Cell Transformation	MTR	1.0	
Neoplasm of the central nervous system	MTHFR	1.0	
Neoplasm of the central nervous system	MTR	1.0	
Down Syndrome	MTHFR	1.0	
Down Syndrome	MTR	1.0	
Down Syndrome	MTRR	1.0	
Gait disturbance	MTHFR	1.0	
Gait disturbance	MTR	1.0	
Gait disturbance	MTRR	1.0	
Acute myocardial ischemia	MTHFR	1.0	
Acute myocardial ischemia	MTR	1.0	
Acute myocardial ischemia	MTRR	1.0	
Hearing Loss, Partial	CLCN6	1.0	
Hearing Loss, Partial	MTHFR	1.0	
Combined Hepatocellular Carcinoma and Cholangiocarcinoma	MTHFR	1.0	
Combined Hepatocellular Carcinoma and Cholangiocarcinoma	MTR	1.0	
Combined Hepatocellular Carcinoma and Cholangiocarcinoma	MTRR	1.0	
Uterine Cervical Neoplasms	MTHFR	1.0	
Uterine Cervical Neoplasms	MTR	1.0	
Depressive Disorder	MTHFR	1.0	
Depressive Disorder	MTR	1.0	
Depressive Disorder	MTRR	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	MTHFR	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	MTR	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	MTRR	1.0	
Non-Hodgkin lymphoma	MTHFR	1.0	
Non-Hodgkin lymphoma	MTR	1.0	
Non-Hodgkin lymphoma	MTRR	1.0	
Trisomy	MTHFR	1.0	
Trisomy	MTRR	1.0	
Germinal Center B-Cell-Like Diffuse Large B-Cell Lymphoma	MTHFR	1.0	
Germinal Center B-Cell-Like Diffuse Large B-Cell Lymphoma	MTR	1.0	
Germinal Center B-Cell-Like Diffuse Large B-Cell Lymphoma	MTRR	1.0	
Cleft Palate	MTHFR	1.0	
Cleft Palate	MTR	1.0	
Cleft Palate	MTRR	1.0	
Arterial dissection	MTHFR	1.0	
Drug Eruptions	MTHFR	1.0	
Primary malignant neoplasm of liver	MTHFR	1.0	
Rheumatoid Nodule	MTR	1.0	
Primary angle-closure glaucoma	MTHFR	1.0	
Pleural Neoplasms	MTHFR	1.0	
