node_name	node_type	
DB01307	drug	
INSR	drug_target	
ALB	drug_target	
IGF1R	drug_target	
Type 1 diabetic neuropathy	phenotype	
Maturity-onset diabetes of the young, type 11	phenotype	
Congenital diaphragmatic hernia	phenotype	
Abnormality of adipose tissue	phenotype	
Lipoatrophy	phenotype	
Cachexia	phenotype	
Chronic Kidney Insufficiency	phenotype	
Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	phenotype	
Maternal diabetes	phenotype	
Hepatoblastoma	phenotype	
Restenosis	phenotype	
Diabetic ketoacidosis	phenotype	
Berardinelli-Seip congenital lipodystrophy	phenotype	
Malignant neoplasm of adrenal cortex	phenotype	
Hyperkeratosis	phenotype	
Esophageal varix	phenotype	
Urolithiasis	phenotype	
Decreased adipose tissue	phenotype	
Abnormality of endocrine pancreas physiology	phenotype	
Echinococcosis	phenotype	
Epidermolysis bullosa simplex, Cockayne-Touraine type	phenotype	
Palmar hyperkeratosis	phenotype	
Diabetic Retinopathy	phenotype	
Proliferative retinopathy	phenotype	
Verrucae	phenotype	
Isolated somatotropin deficiency	phenotype	
Substance Use Disorders	phenotype	
Dentatorubral pallidoluysian atrophy	phenotype	
Angiokeratoma	phenotype	
Isolated growth hormone deficiency type 1B	phenotype	
Insulin-resistant diabetes mellitus AND acanthosis nigricans	phenotype	
Plantar hyperkeratosis	phenotype	
Hyperlipidemia, combined, 1	phenotype	
Abnormality of the nail	phenotype	
Pericardial effusion	phenotype	
Generalized hyperpigmentation	phenotype	
Glucose intolerance	phenotype	
Essential hypertension	phenotype	
Mumps	phenotype	
Rhinitis, Allergic, Perennial	phenotype	
Endemic Cretinism	phenotype	
Epidermal thickening	phenotype	
Hemangioblastoma	phenotype	
Mesangiocapillary glomerulonephritis, type II	phenotype	
Nephrosclerosis	phenotype	
Peripheral motor neuropathy	phenotype	
End Stage Liver Disease	phenotype	
Abnormal albumin level	phenotype	
Thickened skin	phenotype	
Chronic kidney disease	phenotype	
Bronchogenic Carcinoma	phenotype	
Corneal neovascularization	phenotype	
Acanthosis nigricans	phenotype	
Coronary artery aneurysm	phenotype	
Hyperlipoproteinemia	phenotype	
Hyperlipoproteinemia Type IIa	phenotype	
Hyperinsulinemia	phenotype	
Tubulointerstitial nephritis	phenotype	
Coarse hair	phenotype	
Single tumor	phenotype	
Nephrotic Syndrome, Minimal Change	phenotype	
Fatigue	phenotype	
Skin Diseases, Genetic	phenotype	
Thyroid Diseases	phenotype	
Varicella zoster	phenotype	
Drusen	phenotype	
Thickened nuchal skin fold	phenotype	
Increased size of the clitoris	phenotype	
Abnormal size of the clitoris	phenotype	
Increased antibody level in blood	phenotype	
Insulin resistance syndrome	phenotype	
Atypical teratoid/rhabdoid tumor	phenotype	
Clitoral hypertrophy	phenotype	
Nephrosis	phenotype	
Accelerated skeletal maturation	phenotype	
Guillain-Barre syndrome, familial	phenotype	
Primary hyperparathyroidism	phenotype	
Drug Resistant Epilepsy	phenotype	
Hepatic fibrosis	phenotype	
Respiratory Tract Diseases	phenotype	
Sicca Syndrome	phenotype	
Hypoalbuminemia	phenotype	
Hepatic steatosis	phenotype	
Ketoacidosis	phenotype	
Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset	phenotype	
Female pseudohermaphroditism	phenotype	
Abnormality of the plantar skin of foot	phenotype	
EPIDERMODYSPLASIA VERRUCIFORMIS	phenotype	
Fetal ultrasound soft marker	phenotype	
Hypermelanotic macule	phenotype	
Congenital hypothyroidism	phenotype	
Adverse drug events and drug allergies	phenotype	
Myopathy, scapulohumeroperoneal	phenotype	
Hyperglycemia	phenotype	
Helminthiasis	phenotype	
High, narrow palate	phenotype	
Hyperpituitarism	phenotype	
Hemolytic uremic syndrome	phenotype	
Eczema	phenotype	
Polycystic Ovary Syndrome	phenotype	
Occupational Diseases	phenotype	
 Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency, 201910 (3)	phenotype	
Microalbuminuria	phenotype	
Acromegaly	phenotype	
Chest pain	phenotype	
 {HIV-1 viremia, susceptibility to}, 609423 (3)	phenotype	
Acute Lung Injury	phenotype	
Abnormality of the clitoris	phenotype	
Early onset of sexual maturation	phenotype	
Abnormality of metabolism/homeostasis	phenotype	
Congenital disorder of glycosylation	phenotype	
Complications of Diabetes Mellitus	phenotype	
Gingival overgrowth	phenotype	
Small face	phenotype	
Abdominal distention	phenotype	
Pulmonary edema	phenotype	
Migraine with aura	phenotype	
Stevens-Johnson Syndrome	phenotype	
Subcutaneous nodule	phenotype	
Lymphohistiocytosis, Hemophagocytic	phenotype	
IMMUNE SUPPRESSION	phenotype	
Dementia, Vascular	phenotype	
Membranous nephropathy, susceptibility to	phenotype	
DiGeorge sequence	phenotype	
Liver regeneration disorder	phenotype	
Constitutional symptom	phenotype	
Diabetic Angiopathies	phenotype	
Plasmacytoma	phenotype	
Narrow palate	phenotype	
Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract	phenotype	
Thick lower lip vermilion	phenotype	
Liver Diseases	phenotype	
Small for gestational age	phenotype	
Skin nodule	phenotype	
Coma	phenotype	
body mass	phenotype	
Hyperlipidemia, familial combined	phenotype	
Wide mouth	phenotype	
Generalized hirsutism	phenotype	
Interstitial fibrosis	phenotype	
Diabetic Nephropathies	phenotype	
Kidney Failure, Chronic	phenotype	
Macule	phenotype	
Hemochromatosis	phenotype	
Prematurely aged appearance	phenotype	
Metabolic Syndrome X	phenotype	
Hyperhidrosis	phenotype	
Abnormality of the pituitary gland	phenotype	
Methamphetamine abuse	phenotype	
Gynecomastia	phenotype	
Hereditary factor VIII deficiency disease	phenotype	
Rhabdoid Tumor of the Kidney	phenotype	
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	phenotype	
Postnatal growth retardation	phenotype	
Clear-cell metastatic renal cell carcinoma	phenotype	
Glomerulosclerosis, Focal Segmental	phenotype	
Mandibular prognathia	phenotype	
tumor vasculature	phenotype	
BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4	phenotype	
Dry skin	phenotype	
Abnormality of female external genitalia	phenotype	
Hypertrichosis	phenotype	
Abnormality of pancreas physiology	phenotype	
Ovarian cyst	phenotype	
Irregular hyperpigmentation	phenotype	
Nail dysplasia	phenotype	
Precocious puberty	phenotype	
Generalized abnormality of skin	phenotype	
Focal segmental glomerulosclerosis	phenotype	
Malnutrition	phenotype	
Thick vermilion border	phenotype	
Abnormality of dental eruption	phenotype	
Duchenne muscular dystrophy	phenotype	
Erythema	phenotype	
Abnormal insulin level	phenotype	
Abnormal circulating insulin level	phenotype	
Urticaria	phenotype	
Abnormal nipple morphology	phenotype	
Abnormality of hair texture	phenotype	
Macrotia	phenotype	
Thrombophilia	phenotype	
Amyloidosis	phenotype	
Hypotension	phenotype	
Abnormality of the fingernails	phenotype	
Abnormality of the gingiva	phenotype	
Obesity, severe, 601665 (3)	phenotype	
Coronary heart disease 7	phenotype	
Kidney Diseases	phenotype	
Lewy Body Disease	phenotype	
Pulmonary Embolism	phenotype	
Anorexia	phenotype	
Abnormal immunoglobulin level	phenotype	
Ovarian epithelial cancer	phenotype	
Acute hepatic failure	phenotype	
Cognitive Dysfunction	phenotype	
Abnormality of B cell physiology	phenotype	
Abnormality of B cells	phenotype	
Coarse facial features	phenotype	
Gallbladder disease 4	phenotype	
