Gene	CUI	Source Databases	
A2M	C0948008	Ischemic stroke	DisGeNet	
AGT	C0948008	Ischemic stroke	DisGeNet	
APOA1	C0948008	Ischemic stroke	DisGeNet	
APOE	C0948008	Ischemic stroke	DisGeNet	
CFH	C0948008	Ischemic stroke	DisGeNet	
ESR1	C0948008	Ischemic stroke	DisGeNet	
F12	C0948008	Ischemic stroke	DisGeNet	
F2	C0948008	Ischemic stroke	ClinVar,DisGeNet	
PON1	C0948008	Ischemic stroke	DisGeNet	
SERPINA3	C0948008	Ischemic stroke	DisGeNet	
TP53	C0948008	Ischemic stroke	DisGeNet	
ADH1C	C0029445	Bone necrosis	DisGeNet	
APOA1	C0029445	Bone necrosis	DisGeNet	
ESR1	C0029445	Bone necrosis	DisGeNet	
F2	C0029445	Bone necrosis	DisGeNet	
PON1	C0029445	Bone necrosis	DisGeNet	
TF	C0029445	Bone necrosis	DisGeNet	
TP53	C0029445	Bone necrosis	DisGeNet	
A2M	C0021368	Inflammation	DisGeNet	
ADH1C	C0021368	Inflammation	DisGeNet	
AGT	C0021368	Inflammation	DisGeNet	
APOA1	C0021368	Inflammation	DisGeNet	
APOC1	C0021368	Inflammation	DisGeNet	
APOE	C0021368	Inflammation	DisGeNet	
BDKRB1	C0021368	Inflammation	DisGeNet	
C5	C0021368	Inflammation	DisGeNet	
CFH	C0021368	Inflammation	DisGeNet	
ESR1	C0021368	Inflammation	DisGeNet	
F2	C0021368	Inflammation	DisGeNet	
PON1	C0021368	Inflammation	DisGeNet	
SERPINA3	C0021368	Inflammation	DisGeNet	
TF	C0021368	Inflammation	DisGeNet	
TP53	C0021368	Inflammation	DisGeNet	
A2M	C0242383	Age-related macular degeneration 2	DisGeNet	
AGT	C0242383	Age-related macular degeneration 2	DisGeNet	
APOC1	C0242383	Age-related macular degeneration 2	DisGeNet	
APOE	C0242383	Age-related macular degeneration 2	ClinVar,DisGeNet	
C5	C0242383	Age-related macular degeneration 2	DisGeNet	
CFH	C0242383	Age-related macular degeneration 2	ClinVar,DisGeNet	
ESR1	C0242383	Age-related macular degeneration 2	DisGeNet	
F2	C0242383	Age-related macular degeneration 2	DisGeNet	
PON1	C0242383	Age-related macular degeneration 2	DisGeNet	
SERPINA3	C0242383	Age-related macular degeneration 2	DisGeNet	
TF	C0242383	Age-related macular degeneration 2	DisGeNet	
TOMM40	C0242383	Age-related macular degeneration 2	DisGeNet	
A2M	C0027051	Myocardial Infarction	DisGeNet	
ADH1C	C0027051	Myocardial Infarction	DisGeNet	
AGT	C0027051	Myocardial Infarction	DisGeNet	
APOA1	C0027051	Myocardial Infarction	DisGeNet	
APOC1	C0027051	Myocardial Infarction	PheGenI	
APOE	C0027051	Myocardial Infarction	DisGeNet	
BDKRB1	C0027051	Myocardial Infarction	DisGeNet	
CFH	C0027051	Myocardial Infarction	DisGeNet	
ESR1	C0027051	Myocardial Infarction	ClinVar,DisGeNet	
F12	C0027051	Myocardial Infarction	DisGeNet	
F2	C0027051	Myocardial Infarction	DisGeNet	
ITIH3	C0027051	Myocardial Infarction	DisGeNet	
PON1	C0027051	Myocardial Infarction	DisGeNet	
SERPINA3	C0027051	Myocardial Infarction	DisGeNet	
TF	C0027051	Myocardial Infarction	DisGeNet	
TP53	C0027051	Myocardial Infarction	DisGeNet,HumPhenOnt	
AGT	C0007820	 Cerebrovascular disease, occlusive (3)	DisGeNet	
APOA1	C0007820	 Cerebrovascular disease, occlusive (3)	DisGeNet	
APOE	C0007820	 Cerebrovascular disease, occlusive (3)	DisGeNet	
F2	C0007820	 Cerebrovascular disease, occlusive (3)	DisGeNet	
PON1	C0007820	 Cerebrovascular disease, occlusive (3)	DisGeNet	
SERPINA3	C0007820	 Cerebrovascular disease, occlusive (3)	DisGeNet	
A2M	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
AGT	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
APOE	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
CFH	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
ESR1	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
F12	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
F2	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
PON1	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
SERPINA3	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
TP53	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
AGT	C0011269	Dementia, Vascular	DisGeNet	
APOE	C0011269	Dementia, Vascular	DisGeNet	
ESR1	C0011269	Dementia, Vascular	DisGeNet	
PON1	C0011269	Dementia, Vascular	DisGeNet	
SERPINA3	C0011269	Dementia, Vascular	DisGeNet	
TP53	C0011269	Dementia, Vascular	DisGeNet	
ADH1C	C0007222	Cardiovascular Diseases	DisGeNet	
AGT	C0007222	Cardiovascular Diseases	DisGeNet	
APOA1	C0007222	Cardiovascular Diseases	DisGeNet	
APOC1	C0007222	Cardiovascular Diseases	DisGeNet	
APOE	C0007222	Cardiovascular Diseases	DisGeNet	
BDKRB1	C0007222	Cardiovascular Diseases	DisGeNet	
CFH	C0007222	Cardiovascular Diseases	DisGeNet	
ESR1	C0007222	Cardiovascular Diseases	DisGeNet	
F12	C0007222	Cardiovascular Diseases	DisGeNet	
F2	C0007222	Cardiovascular Diseases	DisGeNet	
PON1	C0007222	Cardiovascular Diseases	DisGeNet	
TF	C0007222	Cardiovascular Diseases	DisGeNet	
TOMM40	C0007222	Cardiovascular Diseases	DisGeNet	
TP53	C0007222	Cardiovascular Diseases	DisGeNet	
A2M	C0038454	Stroke	DisGeNet	
ADH1C	C0038454	Stroke	DisGeNet	
AGT	C0038454	Stroke	DisGeNet	
APOA1	C0038454	Stroke	DisGeNet	
APOE	C0038454	Stroke	DisGeNet	
C5	C0038454	Stroke	DisGeNet	
CFH	C0038454	Stroke	DisGeNet	
ESR1	C0038454	Stroke	DisGeNet	
F12	C0038454	Stroke	DisGeNet	
F2	C0038454	Stroke	DisGeNet,PheGenI	
HDAC1	C0038454	Stroke	DisGeNet	
PON1	C0038454	Stroke	DisGeNet	
SERPINA3	C0038454	Stroke	DisGeNet	
TF	C0038454	Stroke	DisGeNet	
TP53	C0038454	Stroke	DisGeNet,HumPhenOnt	
AGT	C0948480	Coronary Restenosis	DisGeNet	
APOE	C0948480	Coronary Restenosis	DisGeNet	
ESR1	C0948480	Coronary Restenosis	DisGeNet	
F2	C0948480	Coronary Restenosis	DisGeNet	
TP53	C0948480	Coronary Restenosis	DisGeNet	
ADH1C	C0010054	Coronary heart disease 7	DisGeNet	
AGT	C0010054	Coronary heart disease 7	DisGeNet	
APOA1	C0010054	Coronary heart disease 7	DisGeNet	
APOC1	C0010054	Coronary heart disease 7	DisGeNet	
APOE	C0010054	Coronary heart disease 7	DisGeNet	
BDKRB1	C0010054	Coronary heart disease 7	DisGeNet	
CFH	C0010054	Coronary heart disease 7	DisGeNet	
ESR1	C0010054	Coronary heart disease 7	DisGeNet,HumPhenOnt	
F12	C0010054	Coronary heart disease 7	DisGeNet	
F2	C0010054	Coronary heart disease 7	DisGeNet	
PON1	C0010054	Coronary heart disease 7	DisGeNet	
TP53	C0010054	Coronary heart disease 7	DisGeNet	
AGT	C0022661	Kidney Failure, Chronic	DisGeNet	
APOA1	C0022661	Kidney Failure, Chronic	DisGeNet	
APOE	C0022661	Kidney Failure, Chronic	DisGeNet	
BDKRB1	C0022661	Kidney Failure, Chronic	DisGeNet	
CFH	C0022661	Kidney Failure, Chronic	DisGeNet	
ESR1	C0022661	Kidney Failure, Chronic	DisGeNet	
F12	C0022661	Kidney Failure, Chronic	DisGeNet	
F2	C0022661	Kidney Failure, Chronic	DisGeNet	
PON1	C0022661	Kidney Failure, Chronic	DisGeNet	
SERPINA3	C0022661	Kidney Failure, Chronic	DisGeNet	
TP53	C0022661	Kidney Failure, Chronic	DisGeNet	
AGT	C0020445	Familial hypercholesterolemia	DisGeNet	
APOA1	C0020445	Familial hypercholesterolemia	DisGeNet	
APOE	C0020445	Familial hypercholesterolemia	DisGeNet,HumPhenOnt	
CFH	C0020445	Familial hypercholesterolemia	DisGeNet	
ESR1	C0020445	Familial hypercholesterolemia	DisGeNet	
F2	C0020445	Familial hypercholesterolemia	DisGeNet	
