rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
5	Alcoholic Liver Diseases	C0023896	4	103	5.408442027565741e-09	8e-06	ADH1B,ALDH1A1,CYP2E1,GSTP1
6	Pancreatitis, Alcoholic	C0376670	3	39	1.046841413554489e-08	9.6e-06	ADH1B,CYP2E1,GSTP1
7	Prenatal Exposure Delayed Effects	C0033054	3	52	3.440402074339488e-08	1.12e-05	ADH1B,CYP2E1,GSTP1
11	Oral leukoplakia	C0023532	3	75	1.5299207789531977e-07	1.76e-05	ALDH1A1,CYP2E1,GSTP1
12	DNA Damage	C0012860	3	91	3.34297172277509e-07	1.92e-05	ADH1B,CYP2E1,GSTP1
13	Alcohol abuse	C0085762	3	95	3.975380771237269e-07	2.08e-05	ADH1B,ALDH1A1,CYP2E1
21	Drug Eruptions	C0011609	2	25	5.471733289796887e-07	3.36e-05	CYP2E1,GSTP1
22	Flushing	C0016382	2	25	5.471733289796887e-07	3.52e-05	ADH1B,ALDH1A1
23	Slow acetylator due to N-acetyltransferase enzyme variant	C1827377	2	25	5.471733289796887e-07	3.68e-05	CYP2E1,GSTP1
24	Liver Cirrhosis, Alcoholic	C0023891	3	103	5.50335005122804e-07	3.84e-05	ADH1B,CYP2E1,GSTP1
25	Neoplasm of the rectum	C0034885	3	105	5.945415848529478e-07	4e-05	CYP2E1,GSTP1,PPARD
26	Neoplasm of the larynx	C0023055	3	106	6.176094062837478e-07	4.16e-05	ADH1B,CYP2E1,GSTP1
27	Pleural Neoplasms	C0032229	2	26	6.183334503306881e-07	4.32e-05	ADH1B,CYP2E1
28	Malignant neoplasm of pharynx	C0153405	2	27	6.9532079505219e-07	4.48e-05	CYP2E1,GSTP1
29	Squamous Cell Neoplasms	C0206720	2	29	8.679101606290374e-07	4.64e-05	CYP2E1,GSTP1
30	Rectal Carcinoma	C0149978	4	286	8.917846816558495e-07	4.8e-05	ALDH1A1,CYP2E1,GSTP1,PPARD
34	Liver Diseases	C0023895	5	586	1.3105299294657868e-06	5.44e-05	ADH1B,ALDH1A1,CYP2E1,GSTP1,PPARD
35	Malignant neoplasm of larynx	C0007107	3	133	1.5322611627288651e-06	5.6e-05	ADH1B,CYP2E1,GSTP1
36	Antisocial Personality Disorder	C0003431	2	35	1.5508651808326945e-06	5.76e-05	ADH1B,CYP2E1
37	Genomic Instability	C0919532	2	37	1.8396941990905802e-06	5.92e-05	ADH1B,CYP2E1
38	alcohol use disorder	C0001956	2	38	1.9965398078136687e-06	6.08e-05	ADH1B,CYP2E1
39	Prostate cancer stage C	C0280280	2	39	2.1619821112262017e-06	6.24e-05	ALDH1A1,GSTP1
45	Stomach Diseases	C0038354	2	44	3.126806011666261e-06	7.2e-05	CYP2E1,GSTP1
46	Bone necrosis	C0029445	2	45	3.3487950369393005e-06	7.36e-05	ADH1B,CYP2E1
47	Anxiety Disorders	C0003469	4	383	3.733744048273202e-06	7.52e-05	ADH1B,ALDH1A1,CYP2E1,GSTP1
50	Leukoplakia	C0023531	2	52	5.200778102620873e-06	8e-05	CYP2E1,GSTP1
51	Laryngeal carcinoma	C0595989	3	184	5.570036257229738e-06	8.16e-05	ADH1B,CYP2E1,GSTP1
52	Lip and Oral Cavity Carcinoma	C0220641	4	419	5.783543536419522e-06	8.32e-05	ADH1B,ALDH1A1,CYP2E1,GSTP1
53	Gorlin syndrome	C0004779	2	54	5.832355383983412e-06	8.48e-05	ALDH1A1,GSTP1
54	Cancer of mouth	C0153381	4	420	5.850992002232047e-06	8.64e-05	ADH1B,ALDH1A1,CYP2E1,GSTP1
60	Necrosis	C0027540	2	56	6.512765903354811e-06	9.6e-05	CYP2E1,GSTP1
61	Respiratory Tract Diseases	C0035242	2	56	6.512765903354811e-06	9.76e-05	CYP2E1,GSTP1
62	Cancer of Head and Neck	C0278996	4	430	6.559928289018302e-06	9.92e-05	ADH1B,ALDH1A1,CYP2E1,GSTP1
63	Adenomatous polyp of colon	C0850572	2	61	8.438730497828395e-06	0.0001008	GSTP1,PPARD
68	Childhood Leukemia	C1332977	2	62	8.864177592604605e-06	0.0001088	CYP2E1,GSTP1
69	Neoplasms, Germ Cell and Embryonal	C0027658	2	64	9.75718136220216e-06	0.0001104	ALDH1A1,GSTP1
70	Pharyngeal Neoplasms	C0031347	2	64	9.75718136220216e-06	0.000112	ADH1B,GSTP1
71	Neurodegeneration with brain iron accumulation 4	C4055506	2	66	1.0707776559870652e-05	0.0001136	CYP2E1,GSTP1
75	Occupational Diseases	C0028797	2	68	1.1717562447444152e-05	0.00012	CYP2E1,GSTP1
76	Neoplasm of the oral cavity	C0026640	3	226	1.2542658846981247e-05	0.0001216	ADH1B,CYP2E1,GSTP1
77	Bronchitis	C0006277	2	70	1.2788353955683895e-05	0.0001232	CYP2E1,GSTP1
81	Drug Allergy	C0013182	2	79	1.84072581707051e-05	0.0001296	ADH1B,GSTP1
87	Metaplasia	C0025568	2	80	1.9116717822620366e-05	0.0001392	CYP2E1,GSTP1
88	Chromosome Aberrations	C0008625	2	81	1.984390765585875e-05	0.0001408	CYP2E1,GSTP1
89	Adenoma of large intestine	C1302401	3	257	2.0782855408074674e-05	0.0001424	CYP2E1,GSTP1,PPARD
91	Vestibular Schwannoma	C0027859	2	89	2.6327552959948264e-05	0.0001456	CYP2E1,GSTP1
98	Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract	C0152025	2	90	2.7224404940628943e-05	0.0001568	ADH1B,GSTP1
99	Pancreatitis	C0030305	3	277	2.7871042523885947e-05	0.0001584	ADH1B,CYP2E1,GSTP1
100	Esophageal carcinoma	C0152018	4	585	2.8979896546710293e-05	0.00016	ADH1B,ALDH1A1,CYP2E1,GSTP1
107	Methamphetamine abuse	C0013146	2	105	4.3178190994974663e-05	0.0001712	ADH1B,GSTP1
108	Carcinoma, Small Cell	C0262584	2	108	4.696680964877409e-05	0.0001728	CYP2E1,GSTP1
109	Non-alcoholic Fatty Liver Disease	C0400966	3	317	4.7174758514789694e-05	0.0001744	CYP2E1,GSTP1,PPARD
110	Malignant tumor of esophagus	C0546837	4	650	4.794334075663986e-05	0.000176	ADH1B,ALDH1A1,CYP2E1,GSTP1
115	Helicobacter Infections	C0079487	2	110	4.9609934871575057e-05	0.000184	CYP2E1,GSTP1
116	Nicotine Dependence	C0028043	2	113	5.375484783975981e-05	0.0001856	ADH1B,CYP2E1
118	Head and Neck Neoplasms	C0018671	3	333	5.7129867456762184e-05	0.0001888	ADH1B,CYP2E1,GSTP1
119	Alcohol dependence	C0001973	4	675	5.7376058063329793e-05	0.0001904	ADH1B,ALDH1A1,CYP2E1,GSTP1
120	Chronic atrophic gastritis	C0017154	2	116	5.812073948419094e-05	0.000192	CYP2E1,GSTP1
121	Gout	C0018099	2	116	5.812073948419094e-05	0.0001936	CYP2E1,PPARD
122	Immediate hypersensitivity	C0020523	2	117	5.96260767711243e-05	0.0001952	ADH1B,GSTP1
123	Esophageal Neoplasms	C0014859	4	686	6.195667938135863e-05	0.0001968	ADH1B,ALDH1A1,CYP2E1,GSTP1
125	Peptic ulcer	C0030920	2	123	6.919738915345253e-05	0.0002	CYP2E1,GSTP1
126	Carcinoma, Endometrioid	C0206687	2	123	6.919738915345253e-05	0.0002016	ALDH1A1,GSTP1
135	Musculoskeletal Diseases	C0026857	2	132	8.535814848786849e-05	0.000216	ADH1B,GSTP1
139	Pregnancy Complications, Hematologic	C0032964	2	133	8.729260003992323e-05	0.0002224	ADH1B,GSTP1
140	 {Aerodigestive tract cancer, squamous cell, alcohol-related, protection against} (3)	C0751688	2	134	8.925553148086962e-05	0.000224	ADH1B,CYP2E1
141	Premature Birth	C0151526	3	376	9.146425283645954e-05	0.0002256	ADH1B,CYP2E1,GSTP1
142	Hereditary pancreatitis	C0238339	3	377	9.240800873500099e-05	0.0002272	ADH1B,CYP2E1,GSTP1
143	Liver Neoplasms, Experimental	C0023904	2	136	9.32675345881595e-05	0.0002288	CYP2E1,GSTP1
144	Motor Neuron Disease	C0085084	2	136	9.32675345881595e-05	0.0002304	CYP2E1,GSTP1
145	Intrauterine growth retardation	C0015934	3	379	9.431686054395261e-05	0.000232	ADH1B,CYP2E1,GSTP1
150	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	4	756	9.815096869958406e-05	0.00024	ALDH1A1,CYP2E1,GSTP1,PPARD
151	Adrenoleukodystrophy	C0162309	2	139	9.950379035705836e-05	0.0002416	CYP2E1,GSTP1
154	Chronic liver disease	C0341439	2	144	0.00011049247400019002	0.0002464	ADH1B,CYP2E1
