node1	node2	edge_score	
DB06822	ADAMTS4	1.0	
DB06822	CXCL12	1.0	
DB06822	ITGA4	1.0	
DB06822	SERPINC1	1.0	
CXCL12		1.0
Acquired Immunodeficiency Syndrome	CXCL12	1.0	
 Adenocarcinoma, ovarian, somatic, 167000 (3)	CXCL12	1.0	
Adenomas, multiple colorectal, 608456 (3)	CXCL12	1.0	
Primary Myelofibrosis	CXCL12	1.0	
AIDS Dementia Complex	CXCL12	1.0	
Albinism, ocular, with sensorineural deafness	CXCL12	1.0	
Alzheimer Disease	CXCL12	1.0	
Hypoxia	CXCL12	1.0	
Arteriosclerosis	CXCL12	1.0	
Arthritis, Rheumatoid	CXCL12	1.0	
Rheumatoid arthritis	CXCL12	1.0	
Asthma	CXCL12	1.0	
Astrocytoma	CXCL12	1.0	
Atherosclerosis	CXCL12	1.0	
Autoimmune disease 1	CXCL12	1.0	
Malignant tumor of urinary bladder	CXCL12	1.0	
Urinary Bladder Neoplasms	CXCL12	1.0	
Blast Phase	CXCL12	1.0	
Bone Diseases	CXCL12	1.0	
Bone neoplasms	CXCL12	1.0	
Brain Diseases	CXCL12	1.0	
Brain neoplasm	CXCL12	1.0	
Breast-ovarian cancer, familial 1	CXCL12	1.0	
Bronchiolitis Obliterans	CXCL12	1.0	
Cancer of the lower GI tract	CXCL12	1.0	
Colon cancer	CXCL12	1.0	
Malignant neoplasm of endometrium	CXCL12	1.0	
Malignant neoplasm of larynx	CXCL12	1.0	
Basal cell carcinoma	CXCL12	1.0	
Noninfiltrating Intraductal Carcinoma	CXCL12	1.0	
Non-small cell lung carcinoma	CXCL12	1.0	
Renal cell carcinoma, nonpapillary	CXCL12	1.0	
Squamous cell carcinoma	CXCL12	1.0	
Cardiovascular Diseases	CXCL12	1.0	
Carotid Stenosis	CXCL12	1.0	
CNS disorder	CXCL12	1.0	
Ischaemic cerebral infarction	CXCL12	1.0	
Brain Ischemia	CXCL12	1.0	
Malignant tumor of cervix	CXCL12	1.0	
Uterine Cervical Neoplasms	CXCL12	1.0	
Chlamydia Infections	CXCL12	1.0	
Chondrosarcoma	CXCL12	1.0	
Choriocarcinoma	CXCL12	1.0	
Ulcerative colitis	CXCL12	1.0	
Neoplasm of the colon	CXCL12	1.0	
Colorectal cancer 1	CXCL12	1.0	
Colorectal Neoplasms	CXCL12	1.0	
Verotoxigenic Escherichia coli gastrointestinal tract infection	CXCL12	1.0	
Coronary heart disease 7	CXCL12	1.0	
Coronary Disease	CXCL12	1.0	
Crohn Disease	CXCL12	1.0	
Phyllodes tumor, benign	CXCL12	1.0	
Dementia familial British	CXCL12	1.0	
Demyelinating Diseases	CXCL12	1.0	
Dermatomyositis	CXCL12	1.0	
Diabetes Mellitus, Type 1	CXCL12	1.0	
Diabetes mellitus type 1	CXCL12	1.0	
Diabetes mellitus type 2	CXCL12	1.0	
Diabetic Retinopathy	CXCL12	1.0	
Gallbladder disease 4	CXCL12	1.0	
Eclampsia	CXCL12	1.0	
Experimental Autoimmune Encephalomyelitis	CXCL12	1.0	
Endometriosis	CXCL12	1.0	
Esophageal Neoplasms	CXCL12	1.0	
Fibrosis	CXCL12	1.0	
pathologic fistula	CXCL12	1.0	
Gastrointestinal Neoplasms	CXCL12	1.0	
Giant Cell Tumors	CXCL12	1.0	
Gingival Diseases	CXCL12	1.0	
Glioblastoma	CXCL12	1.0	
Glioma	CXCL12	1.0	
Graves Disease	CXCL12	1.0	
Heart Diseases	CXCL12	1.0	
Heart Failure	CXCL12	1.0	
Congestive heart failure	CXCL12	1.0	
Hematological Disease	CXCL12	1.0	
Hemolytic uremic syndrome	CXCL12	1.0	
Hepatitis	CXCL12	1.0	
Acute type B viral hepatitis	CXCL12	1.0	
