Gene	CUI	Source Databases	
ANKK1	C0003944	As If Personality	DisGeNet	
CYP2A6	C0003944	As If Personality	DisGeNet	
CYP2D6	C0003944	As If Personality	DisGeNet	
CYP2E1	C0003944	As If Personality	DisGeNet	
DRD2	C0003944	As If Personality	DisGeNet	
HTR1A	C0003944	As If Personality	DisGeNet	
HTR2A	C0003944	As If Personality	DisGeNet	
HTR2C	C0003944	As If Personality	DisGeNet	
SLC6A4	C0003944	As If Personality	DisGeNet	
ADRB1	C0031212	Personality disorder	DisGeNet	
CYP2D6	C0031212	Personality disorder	DisGeNet	
DRD2	C0031212	Personality disorder	DisGeNet	
HTR1A	C0031212	Personality disorder	DisGeNet	
HTR2A	C0031212	Personality disorder	DisGeNet	
SLC6A2	C0031212	Personality disorder	DisGeNet	
SLC6A4	C0031212	Personality disorder	DisGeNet	
CYP1A2	C0686347	Tardive Dyskinesia	DisGeNet	
CYP2B6	C0686347	Tardive Dyskinesia	DisGeNet	
CYP2D6	C0686347	Tardive Dyskinesia	DisGeNet	
CYP3A4	C0686347	Tardive Dyskinesia	DisGeNet	
DRD2	C0686347	Tardive Dyskinesia	DisGeNet	
HTR2A	C0686347	Tardive Dyskinesia	DisGeNet	
HTR2C	C0686347	Tardive Dyskinesia	DisGeNet	
SLC6A4	C0686347	Tardive Dyskinesia	DisGeNet	
ABCB1	C0019337	Heroin Dependence	DisGeNet	
ANKK1	C0019337	Heroin Dependence	DisGeNet	
CYP2D6	C0019337	Heroin Dependence	DisGeNet	
CYP3A4	C0019337	Heroin Dependence	DisGeNet	
DRD2	C0019337	Heroin Dependence	DisGeNet	
HTR2A	C0019337	Heroin Dependence	DisGeNet	
SLC6A2	C0019337	Heroin Dependence	DisGeNet	
SLC6A4	C0019337	Heroin Dependence	DisGeNet	
ABCB1	C0013386	Dyskinesia, Drug-Induced	DisGeNet	
CYP1A2	C0013386	Dyskinesia, Drug-Induced	DisGeNet	
CYP2D6	C0013386	Dyskinesia, Drug-Induced	DisGeNet	
DRD2	C0013386	Dyskinesia, Drug-Induced	DisGeNet	
HTR1A	C0013386	Dyskinesia, Drug-Induced	DisGeNet	
HTR2A	C0013386	Dyskinesia, Drug-Induced	DisGeNet	
HTR2C	C0013386	Dyskinesia, Drug-Induced	DisGeNet	
ABCB1	C0086132	Depressive Symptoms	DisGeNet	
ADRB2	C0086132	Depressive Symptoms	DisGeNet	
CYP2C19	C0086132	Depressive Symptoms	DisGeNet	
CYP2D6	C0086132	Depressive Symptoms	DisGeNet	
CYP3A4	C0086132	Depressive Symptoms	DisGeNet	
DRD2	C0086132	Depressive Symptoms	DisGeNet	
HTR1A	C0086132	Depressive Symptoms	DisGeNet	
HTR2A	C0086132	Depressive Symptoms	DisGeNet	
HTR2C	C0086132	Depressive Symptoms	DisGeNet	
SLC6A4	C0086132	Depressive Symptoms	DisGeNet	
CYP1A2	C0152115	Orofacial dyskinesia	DisGeNet	
CYP2B6	C0152115	Orofacial dyskinesia	DisGeNet	
CYP2D6	C0152115	Orofacial dyskinesia	DisGeNet	
CYP3A4	C0152115	Orofacial dyskinesia	DisGeNet	
DRD2	C0152115	Orofacial dyskinesia	DisGeNet	
HTR2A	C0152115	Orofacial dyskinesia	DisGeNet	
HTR2C	C0152115	Orofacial dyskinesia	DisGeNet	
SLC6A4	C0152115	Orofacial dyskinesia	DisGeNet	
CYP1A2	C0221765	Chronic schizophrenia	DisGeNet	
CYP2D6	C0221765	Chronic schizophrenia	DisGeNet	
CYP3A4	C0221765	Chronic schizophrenia	DisGeNet	
DRD2	C0221765	Chronic schizophrenia	DisGeNet	
HTR2A	C0221765	Chronic schizophrenia	DisGeNet	
HTR2C	C0221765	Chronic schizophrenia	DisGeNet	
ABCB1	C0027497	Nausea	DisGeNet	
CYP1A2	C0027497	Nausea	DisGeNet	
CYP2C19	C0027497	Nausea	DisGeNet	
CYP2D6	C0027497	Nausea	DisGeNet	
DRD2	C0027497	Nausea	DisGeNet	
HTR2A	C0027497	Nausea	DisGeNet	
SLC6A4	C0027497	Nausea	DisGeNet	
ABCB1	C0030201	Acute postoperative pain	DisGeNet	
ADRB2	C0030201	Acute postoperative pain	DisGeNet	
CYP2D6	C0030201	Acute postoperative pain	DisGeNet	
CYP3A4	C0030201	Acute postoperative pain	DisGeNet	
HTR2A	C0030201	Acute postoperative pain	DisGeNet	
SLC6A4	C0030201	Acute postoperative pain	DisGeNet	
CYP2B6	C0013146	Methamphetamine abuse	DisGeNet	
CYP2C19	C0013146	Methamphetamine abuse	DisGeNet	
CYP2D6	C0013146	Methamphetamine abuse	DisGeNet	
DRD2	C0013146	Methamphetamine abuse	DisGeNet	
HTR2A	C0013146	Methamphetamine abuse	DisGeNet	
HTR2C	C0013146	Methamphetamine abuse	DisGeNet	
SLC22A3	C0013146	Methamphetamine abuse	DisGeNet	
SLC6A2	C0013146	Methamphetamine abuse	DisGeNet	
SLC6A4	C0013146	Methamphetamine abuse	DisGeNet	
DRD2	C0006370	Bulimia	DisGeNet	
HTR1A	C0006370	Bulimia	DisGeNet	
HTR2A	C0006370	Bulimia	DisGeNet	
HTR2C	C0006370	Bulimia	DisGeNet	
SLC6A4	C0006370	Bulimia	DisGeNet	
ANKK1	C0085762	Alcohol abuse	DisGeNet	
CHRM2	C0085762	Alcohol abuse	DisGeNet	
CYP2E1	C0085762	Alcohol abuse	DisGeNet	
CYP3A4	C0085762	Alcohol abuse	DisGeNet	
DRD2	C0085762	Alcohol abuse	DisGeNet	
HTR2A	C0085762	Alcohol abuse	DisGeNet	
HTR2C	C0085762	Alcohol abuse	DisGeNet	
SLC6A4	C0085762	Alcohol abuse	DisGeNet	
ANKK1	C0003431	Antisocial Personality Disorder	DisGeNet	
CYP2E1	C0003431	Antisocial Personality Disorder	DisGeNet	
DRD2	C0003431	Antisocial Personality Disorder	DisGeNet	
HTR2A	C0003431	Antisocial Personality Disorder	DisGeNet	
SLC6A4	C0003431	Antisocial Personality Disorder	DisGeNet	
ABCB1	C0600427	Cocaine Dependence	DisGeNet	
ANKK1	C0600427	Cocaine Dependence	DisGeNet	
DRD2	C0600427	Cocaine Dependence	DisGeNet	
HTR2A	C0600427	Cocaine Dependence	DisGeNet	
HTR2C	C0600427	Cocaine Dependence	DisGeNet	
SLC6A4	C0600427	Cocaine Dependence	DisGeNet	
ABCB1	C0038587	Substance Withdrawal Syndrome	DisGeNet	
CYP2D6	C0038587	Substance Withdrawal Syndrome	DisGeNet	
DRD2	C0038587	Substance Withdrawal Syndrome	DisGeNet	
HTR1A	C0038587	Substance Withdrawal Syndrome	DisGeNet	
HTR2A	C0038587	Substance Withdrawal Syndrome	DisGeNet	
HTR2C	C0038587	Substance Withdrawal Syndrome	DisGeNet	
SLC6A4	C0038587	Substance Withdrawal Syndrome	DisGeNet	
ANKK1	C0236969	Substance-Related Disorders	DisGeNet	
CHRM2	C0236969	Substance-Related Disorders	DisGeNet	
CYP1A2	C0236969	Substance-Related Disorders	DisGeNet	
CYP2D6	C0236969	Substance-Related Disorders	DisGeNet	
CYP2E1	C0236969	Substance-Related Disorders	DisGeNet	
DRD2	C0236969	Substance-Related Disorders	DisGeNet	
HTR1A	C0236969	Substance-Related Disorders	PheGenI	
HTR2C	C0236969	Substance-Related Disorders	DisGeNet	
SLC22A3	C0236969	Substance-Related Disorders	DisGeNet	
SLC6A4	C0236969	Substance-Related Disorders	DisGeNet	
ANKK1	C0028043	Nicotine Dependence	DisGeNet	
CHRM2	C0028043	Nicotine Dependence	DisGeNet	
CYP2A6	C0028043	Nicotine Dependence	DisGeNet	
CYP2B6	C0028043	Nicotine Dependence	DisGeNet	
CYP2E1	C0028043	Nicotine Dependence	DisGeNet	
DRD2	C0028043	Nicotine Dependence	DisGeNet	
HTR2A	C0028043	Nicotine Dependence	DisGeNet	
SLC6A4	C0028043	Nicotine Dependence	DisGeNet	
ABCB1	C0024620	Primary malignant neoplasm of liver	DisGeNet	
CYP2C19	C0024620	Primary malignant neoplasm of liver	DisGeNet	
CYP2D6	C0024620	Primary malignant neoplasm of liver	DisGeNet	
CYP3A4	C0024620	Primary malignant neoplasm of liver	DisGeNet	
CYP1A2	C0032229	Pleural Neoplasms	DisGeNet	
CYP2A6	C0032229	Pleural Neoplasms	DisGeNet	
CYP2C19	C0032229	Pleural Neoplasms	DisGeNet	
CYP2E1	C0032229	Pleural Neoplasms	DisGeNet	
CHRM2	C0154409	Recurrent major depressive episodes	DisGeNet	
HTR2A	C0154409	Recurrent major depressive episodes	DisGeNet	
HTR2C	C0154409	Recurrent major depressive episodes	DisGeNet	
SLC6A2	C0154409	Recurrent major depressive episodes	DisGeNet	
CYP2C19	C0029421	Osteochondritis dissecans	DisGeNet	
CYP2D6	C0029421	Osteochondritis dissecans	DisGeNet	
DRD2	C0029421	Osteochondritis dissecans	DisGeNet	
HTR2A	C0029421	Osteochondritis dissecans	DisGeNet	
SLC22A3	C0029421	Osteochondritis dissecans	DisGeNet	
SLC6A4	C0029421	Osteochondritis dissecans	DisGeNet	
ABCB1	C0003469	Anxiety Disorders	DisGeNet	
ADRB2	C0003469	Anxiety Disorders	DisGeNet	
ANKK1	C0003469	Anxiety Disorders	DisGeNet	
CYP2B6	C0003469	Anxiety Disorders	DisGeNet	
CYP2C19	C0003469	Anxiety Disorders	DisGeNet	
CYP2D6	C0003469	Anxiety Disorders	DisGeNet	
CYP2E1	C0003469	Anxiety Disorders	DisGeNet	
CYP3A4	C0003469	Anxiety Disorders	DisGeNet	
DRD2	C0003469	Anxiety Disorders	DisGeNet	
HTR1A	C0003469	Anxiety Disorders	DisGeNet	
HTR2A	C0003469	Anxiety Disorders	DisGeNet	
HTR2C	C0003469	Anxiety Disorders	DisGeNet	
SLC6A2	C0003469	Anxiety Disorders	DisGeNet	
SLC6A4	C0003469	Anxiety Disorders	DisGeNet	
DRD2	C0038586	Substance Use Disorders	DisGeNet	
HTR1A	C0038586	Substance Use Disorders	DisGeNet	
HTR2A	C0038586	Substance Use Disorders	DisGeNet	
SLC6A4	C0038586	Substance Use Disorders	DisGeNet	
ANKK1	C0023055	Neoplasm of the larynx	DisGeNet	
CYP1A2	C0023055	Neoplasm of the larynx	DisGeNet	
CYP2A6	C0023055	Neoplasm of the larynx	DisGeNet	
CYP2D6	C0023055	Neoplasm of the larynx	DisGeNet	
CYP2E1	C0023055	Neoplasm of the larynx	DisGeNet	
CYP3A4	C0023055	Neoplasm of the larynx	DisGeNet	
DRD2	C0023055	Neoplasm of the larynx	DisGeNet	
ADRB2	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
CYP2D6	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
CYP2E1	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
DRD2	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
SLC6A4	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
ANKK1	C0038580	Substance addiction and disorders	DisGeNet	
CHRM2	C0038580	Substance addiction and disorders	DisGeNet	
DRD2	C0038580	Substance addiction and disorders	DisGeNet	
HTR2C	C0038580	Substance addiction and disorders	DisGeNet	
SLC22A3	C0038580	Substance addiction and disorders	DisGeNet	
SLC6A4	C0038580	Substance addiction and disorders	DisGeNet	
HTR1A	C0085159	Seasonal Affective Disorder	DisGeNet	
HTR2A	C0085159	Seasonal Affective Disorder	DisGeNet	
HTR2C	C0085159	Seasonal Affective Disorder	DisGeNet	
SLC6A4	C0085159	Seasonal Affective Disorder	DisGeNet	
