Gene	CUI	Source Databases	
IL1A	C0035450	Rheumatoid Nodule	DisGeNet	
IL1B	C0035450	Rheumatoid Nodule	DisGeNet	
IL1RN	C0035450	Rheumatoid Nodule	DisGeNet	
IL1A	C0019101	Hemorrhagic Fever with Renal Syndrome	DisGeNet	
IL1B	C0019101	Hemorrhagic Fever with Renal Syndrome	DisGeNet	
IL1RN	C0019101	Hemorrhagic Fever with Renal Syndrome	DisGeNet	
IL1A	C0206114	Periodontal Attachment Loss	DisGeNet	
IL1B	C0206114	Periodontal Attachment Loss	DisGeNet	
IL1RN	C0206114	Periodontal Attachment Loss	DisGeNet	
IL1A	C2316212	Cryopyrin-Associated Periodic Syndromes	DisGeNet	
IL1B	C2316212	Cryopyrin-Associated Periodic Syndromes	DisGeNet	
IL1RN	C2316212	Cryopyrin-Associated Periodic Syndromes	DisGeNet	
IL1A	C0038363	Oral aphthae	DisGeNet	
IL1B	C0038363	Oral aphthae	DisGeNet	
IL1RN	C0038363	Oral aphthae	DisGeNet	
IL1A	C0023652	Lichen Sclerosus et Atrophicus	DisGeNet	
IL1B	C0023652	Lichen Sclerosus et Atrophicus	DisGeNet	
IL1RN	C0023652	Lichen Sclerosus et Atrophicus	DisGeNet	
IL1A	C0005944	Metabolic Bone Disorder	DisGeNet	
IL1B	C0005944	Metabolic Bone Disorder	DisGeNet	
IL1RN	C0005944	Metabolic Bone Disorder	DisGeNet	
IL1A	C0034040	Puerperal Disorders	DisGeNet	
IL1B	C0034040	Puerperal Disorders	DisGeNet	
IL1RN	C0034040	Puerperal Disorders	DisGeNet	
IL1A	C0035228	Respiratory Hypersensitivity	DisGeNet	
IL1B	C0035228	Respiratory Hypersensitivity	DisGeNet	
IL1RN	C0035228	Respiratory Hypersensitivity	DisGeNet	
IL1A	C0221014	{?Amyloidosis, secondary, susceptibility to} (1)	DisGeNet	
IL1B	C0221014	{?Amyloidosis, secondary, susceptibility to} (1)	DisGeNet	
IL1RN	C0221014	{?Amyloidosis, secondary, susceptibility to} (1)	DisGeNet	
IL1A	C0031094	Periodontal Pocket	DisGeNet	
IL1B	C0031094	Periodontal Pocket	DisGeNet	
IL1RN	C0031094	Periodontal Pocket	DisGeNet	
IL1A	C0004030	Systemic aspergillosis	DisGeNet	
IL1B	C0004030	Systemic aspergillosis	DisGeNet	
IL1RN	C0004030	Systemic aspergillosis	DisGeNet	
IL1A	C0014661	Equine Infectious Anemia	DisGeNet	
IL1B	C0014661	Equine Infectious Anemia	DisGeNet	
IL1RN	C0014661	Equine Infectious Anemia	DisGeNet	
IL1A	C0026766	Multiple Organ Failure	DisGeNet	
IL1B	C0026766	Multiple Organ Failure	DisGeNet	
IL1RN	C0026766	Multiple Organ Failure	DisGeNet	
IL1A	C0409957	Osteoarthritis of distal interphalangeal joint	DisGeNet	
IL1B	C0409957	Osteoarthritis of distal interphalangeal joint	DisGeNet	
IL1RN	C0409957	Osteoarthritis of distal interphalangeal joint	DisGeNet	
IL1A	C0032533	Polymyalgia Rheumatica	DisGeNet	
IL1B	C0032533	Polymyalgia Rheumatica	DisGeNet	
IL1RN	C0032533	Polymyalgia Rheumatica	DisGeNet	
IL1A	C0002382	Alveolar Bone Loss	DisGeNet	
IL1B	C0002382	Alveolar Bone Loss	DisGeNet	
IL1RN	C0002382	Alveolar Bone Loss	DisGeNet	
IL1A	C0030201	Acute postoperative pain	DisGeNet	
IL1B	C0030201	Acute postoperative pain	DisGeNet	
IL1RN	C0030201	Acute postoperative pain	DisGeNet	
IL1A	C0263746	Osteoarthritis of the hand	DisGeNet	
IL1B	C0263746	Osteoarthritis of the hand	DisGeNet	
IL1RN	C0263746	Osteoarthritis of the hand	DisGeNet	
IL1A	C0032273	Simple pneumoconiosis	DisGeNet	
IL1B	C0032273	Simple pneumoconiosis	DisGeNet	
IL1RN	C0032273	Simple pneumoconiosis	DisGeNet	
IL1A	C1719495	Aggressive periodontitis, generalized	DisGeNet	
IL1B	C1719495	Aggressive periodontitis, generalized	DisGeNet	
IL1RN	C1719495	Aggressive periodontitis, generalized	DisGeNet	
IL1A	C0001144	Acne Vulgaris	DisGeNet	
IL1B	C0001144	Acne Vulgaris	DisGeNet	
IL1RN	C0001144	Acne Vulgaris	DisGeNet	
IL1A	C0024031	Low back pain	DisGeNet	
IL1B	C0024031	Low back pain	DisGeNet	
IL1RN	C0024031	Low back pain	DisGeNet	
IL1A	C0021818	Displacement of intervertebral disc	DisGeNet	
IL1B	C0021818	Displacement of intervertebral disc	DisGeNet	
IL1RN	C0021818	Displacement of intervertebral disc	DisGeNet	
IL1A	C0032987	Ectopic Pregnancy	DisGeNet	
IL1B	C0032987	Ectopic Pregnancy	DisGeNet	
IL1RN	C0032987	Ectopic Pregnancy	DisGeNet	
IL1A	C0001849	AIDS Dementia Complex	DisGeNet	
IL1B	C0001849	AIDS Dementia Complex	DisGeNet	
IL1RN	C0001849	AIDS Dementia Complex	DisGeNet	
IL1A	C0038354	Stomach Diseases	DisGeNet	
IL1B	C0038354	Stomach Diseases	DisGeNet	
IL1RN	C0038354	Stomach Diseases	DisGeNet	
IL1A	C0040021	Thromboangiitis Obliterans	DisGeNet	
IL1B	C0040021	Thromboangiitis Obliterans	DisGeNet	
IL1RN	C0040021	Thromboangiitis Obliterans	DisGeNet	
IL1A	C0038362	Stomatitis	DisGeNet	
IL1B	C0038362	Stomatitis	DisGeNet	
IL1RN	C0038362	Stomatitis	HumPhenOnt	
IL1A	C0038395	Streptococcal Infections	DisGeNet	
IL1B	C0038395	Streptococcal Infections	DisGeNet	
IL1RN	C0038395	Streptococcal Infections	DisGeNet	
IL1A	C0085166	Bacterial Vaginosis	DisGeNet	
IL1B	C0085166	Bacterial Vaginosis	DisGeNet	
IL1RN	C0085166	Bacterial Vaginosis	DisGeNet	
IL1A	C0948480	Coronary Restenosis	DisGeNet	
IL1B	C0948480	Coronary Restenosis	DisGeNet	
IL1RN	C0948480	Coronary Restenosis	DisGeNet	
IL1A	C0032269	Pneumococcal Infections	DisGeNet	
IL1B	C0032269	Pneumococcal Infections	DisGeNet	
IL1RN	C0032269	Pneumococcal Infections	DisGeNet	
IL1A	C0023364	Leptospirosis	DisGeNet	
IL1B	C0023364	Leptospirosis	DisGeNet	
IL1RN	C0023364	Leptospirosis	DisGeNet	
IL1A	C0030807	Pemphigus	DisGeNet	
IL1B	C0030807	Pemphigus	DisGeNet	
IL1RN	C0030807	Pemphigus	DisGeNet	
IL1A	C0037116	Silicosis	DisGeNet	
IL1B	C0037116	Silicosis	DisGeNet	
IL1RN	C0037116	Silicosis	DisGeNet	
IL1A	C0007930	Chagas Cardiomyopathy	DisGeNet	
IL1B	C0007930	Chagas Cardiomyopathy	DisGeNet	
IL1RN	C0007930	Chagas Cardiomyopathy	DisGeNet	
IL1A	C0549463	Lymphoproliferative syndrome, X-linked, 1, 308240 (3)	DisGeNet	
IL1B	C0549463	Lymphoproliferative syndrome, X-linked, 1, 308240 (3)	DisGeNet	
IL1RN	C0549463	Lymphoproliferative syndrome, X-linked, 1, 308240 (3)	DisGeNet	
IL1A	C0600260	Obstructive lung disease	DisGeNet	
IL1B	C0600260	Obstructive lung disease	DisGeNet	
IL1RN	C0600260	Obstructive lung disease	DisGeNet	
IL1A	C3665444	Chronic neutrophilia	DisGeNet	
IL1B	C3665444	Chronic neutrophilia	DisGeNet	
IL1RN	C3665444	Chronic neutrophilia	DisGeNet	
IL1A	C2717865	Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis	DisGeNet	
IL1B	C2717865	Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis	DisGeNet	
IL1RN	C2717865	Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis	DisGeNet	
IL1A	C0025303	Meningococcal Infections	DisGeNet	
IL1B	C0025303	Meningococcal Infections	DisGeNet	
IL1RN	C0025303	Meningococcal Infections	DisGeNet	
IL1A	C0029410	Osteoarthritis of hip	DisGeNet	
IL1B	C0029410	Osteoarthritis of hip	DisGeNet	
IL1RN	C0029410	Osteoarthritis of hip	DisGeNet	
IL1A	C0751356	Idiopathic Inflammatory Myopathies	DisGeNet	
IL1B	C0751356	Idiopathic Inflammatory Myopathies	DisGeNet	
IL1RN	C0751356	Idiopathic Inflammatory Myopathies	DisGeNet	
IL1A	C0040592	Trachoma	DisGeNet	
IL1B	C0040592	Trachoma	DisGeNet	
IL1RN	C0040592	Trachoma	DisGeNet	
IL1A	C0019621	Histiocytosis, Langerhans-Cell	DisGeNet	
IL1B	C0019621	Histiocytosis, Langerhans-Cell	DisGeNet	
