Gene	CUI	Source Databases	
FCGR2A	C3714636	Pneumonitis	DisGeNet	
FCGR3A	C3714636	Pneumonitis	DisGeNet	
VEGFA	C3714636	Pneumonitis	DisGeNet	
FCGR2A	C0030805	{Pemphigoid, susceptibility to} (2)	DisGeNet	
FCGR3A	C0030805	{Pemphigoid, susceptibility to} (2)	DisGeNet	
VEGFA	C0030805	{Pemphigoid, susceptibility to} (2)	DisGeNet	
FCGR2A	C0206114	Periodontal Attachment Loss	DisGeNet	
FCGR3A	C0206114	Periodontal Attachment Loss	DisGeNet	
FCGR2A	C0031094	Periodontal Pocket	DisGeNet	
FCGR3A	C0031094	Periodontal Pocket	DisGeNet	
FCGR3A	C0340293	Anterior myocardial infarction	DisGeNet	
VEGFA	C0340293	Anterior myocardial infarction	DisGeNet	
FCGR2A	C0039483	Giant cell arteritis	DisGeNet	
FCGR3A	C0039483	Giant cell arteritis	DisGeNet	
VEGFA	C0039483	Giant cell arteritis	DisGeNet	
FCGR2A	C0017563	Gingival Diseases	DisGeNet	
FCGR3A	C0017563	Gingival Diseases	DisGeNet	
VEGFA	C0017563	Gingival Diseases	DisGeNet	
FCGR2A	C0002382	Alveolar Bone Loss	DisGeNet	
FCGR3A	C0002382	Alveolar Bone Loss	DisGeNet	
FCGR3A	C0019372	Herpesviridae Infections	DisGeNet	
VEGFA	C0019372	Herpesviridae Infections	DisGeNet	
FCGR3A	C0403416	Idiopathic crescentic glomerulonephritis	DisGeNet	
VEGFA	C0403416	Idiopathic crescentic glomerulonephritis	DisGeNet	
FCGR2A	C1258104	Diffuse Scleroderma	DisGeNet	
FCGR3A	C1258104	Diffuse Scleroderma	DisGeNet	
FCGR2A	C0403529	Anti-Glomerular Basement Membrane Disease	DisGeNet	
FCGR3A	C0403529	Anti-Glomerular Basement Membrane Disease	DisGeNet	
FCGR2A	C0018378	Guillain-Barre syndrome, familial	DisGeNet	
FCGR3A	C0018378	Guillain-Barre syndrome, familial	DisGeNet	
FCGR2A	C0027697	Nephritis	DisGeNet	
FCGR3A	C0027697	Nephritis	DisGeNet	
VEGFA	C0027697	Nephritis	DisGeNet	
FCGR2A	C0010414	Infection by Cryptococcus neoformans	DisGeNet	
FCGR3A	C0010414	Infection by Cryptococcus neoformans	DisGeNet	
FCGR2A	C0025303	Meningococcal Infections	DisGeNet	
FCGR3A	C0025303	Meningococcal Infections	DisGeNet	
FCGR2A	C0026691	Mucocutaneous Lymph Node Syndrome	DisGeNet,PheGenI	
FCGR3A	C0026691	Mucocutaneous Lymph Node Syndrome	DisGeNet	
VEGFA	C0026691	Mucocutaneous Lymph Node Syndrome	DisGeNet	
FCGR2A	C0003872	Arthritis, Psoriatic	DisGeNet	
FCGR3A	C0003872	Arthritis, Psoriatic	DisGeNet	
VEGFA	C0003872	Arthritis, Psoriatic	DisGeNet	
FCGR2A	C0024143	Lupus Nephritis	DisGeNet	
FCGR3A	C0024143	Lupus Nephritis	DisGeNet	
VEGFA	C0024143	Lupus Nephritis	DisGeNet	
FCGR2A	C0019100	Severe Dengue	DisGeNet	
VEGFA	C0019100	Severe Dengue	DisGeNet	
FCGR2A	C3495801	Granulomatosis with Polyangiitis	DisGeNet	
FCGR3A	C3495801	Granulomatosis with Polyangiitis	DisGeNet	
FCGR2A	C0006840	Candidiasis, familial, 9	DisGeNet	
FCGR3A	C0006840	Candidiasis, familial, 9	DisGeNet	
FCGR2A	C0027726	Nephrotic syndrome, type 5, with or without ocular abnormalities	DisGeNet	
