Gene	CUI	Source Databases	
CYP1A1	C0011609	Drug Eruptions	DisGeNet	
CYP2E1	C0011609	Drug Eruptions	DisGeNet	
GSTM1	C0011609	Drug Eruptions	DisGeNet	
GSTP1	C0011609	Drug Eruptions	DisGeNet	
GSTT1	C0011609	Drug Eruptions	DisGeNet	
CYP1B1	C1827377	Slow acetylator due to N-acetyltransferase enzyme variant	DisGeNet	
CYP2E1	C1827377	Slow acetylator due to N-acetyltransferase enzyme variant	DisGeNet	
GSTM1	C1827377	Slow acetylator due to N-acetyltransferase enzyme variant	DisGeNet	
GSTP1	C1827377	Slow acetylator due to N-acetyltransferase enzyme variant	DisGeNet	
GSTT1	C1827377	Slow acetylator due to N-acetyltransferase enzyme variant	DisGeNet	
CYP1A1	C0012860	DNA Damage	DisGeNet	
CYP1B1	C0012860	DNA Damage	DisGeNet	
CYP2E1	C0012860	DNA Damage	DisGeNet	
GSTM1	C0012860	DNA Damage	DisGeNet	
GSTP1	C0012860	DNA Damage	DisGeNet	
GSTT1	C0012860	DNA Damage	DisGeNet	
NQO1	C0012860	DNA Damage	DisGeNet	
ABCG2	C0032229	Pleural Neoplasms	DisGeNet	
CYP1A1	C0032229	Pleural Neoplasms	DisGeNet	
CYP1B1	C0032229	Pleural Neoplasms	DisGeNet	
CYP2E1	C0032229	Pleural Neoplasms	DisGeNet	
GSTM1	C0032229	Pleural Neoplasms	DisGeNet	
CYP1A1	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
CYP2E1	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
GSTM1	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
GSTP1	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
GSTT1	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
NQO1	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
ABCG2	C0206720	Squamous Cell Neoplasms	DisGeNet	
CYP1A1	C0206720	Squamous Cell Neoplasms	DisGeNet	
CYP2E1	C0206720	Squamous Cell Neoplasms	DisGeNet	
GSTM1	C0206720	Squamous Cell Neoplasms	DisGeNet	
GSTP1	C0206720	Squamous Cell Neoplasms	DisGeNet	
CYP1A1	C0153405	Malignant neoplasm of pharynx	DisGeNet	
CYP2E1	C0153405	Malignant neoplasm of pharynx	DisGeNet	
GSTM1	C0153405	Malignant neoplasm of pharynx	DisGeNet	
GSTP1	C0153405	Malignant neoplasm of pharynx	DisGeNet	
GSTT1	C0153405	Malignant neoplasm of pharynx	DisGeNet	
CYP1A1	C1332977	Childhood Leukemia	DisGeNet	
