rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
9	Bulimia	C0006370	2	27	1.4113228935519473e-06	3.04054054054e-05	HTR1A,HTR1B
11	Substance Use Disorders	C0038586	2	31	2.164214566446887e-06	3.71621621622e-05	HTR1A,HTR1B
12	Paranoid Schizophrenia	C0036349	2	35	3.1445088560788648e-06	4.05405405405e-05	CYP1A2,HTR1A
15	Personality disorder	C0031212	2	38	4.046688684589128e-06	5.06756756757e-05	HTR1A,HTR1B
20	Dyskinesia, Drug-Induced	C0013386	2	49	8.786548026828989e-06	6.75675675676e-05	CYP1A2,HTR1A
26	As If Personality	C0003944	2	62	1.7912966229660654e-05	8.78378378378e-05	HTR1A,HTR1B
34	Panic disorder 1	C1868649	2	80	3.854513624901301e-05	0.000114864864865	HTR1A,HTR1B
51	Panic disorder syndrome 1 (2)	C0030319	2	115	0.00011370929369658445	0.000172297297297	HTR1A,HTR1B
52	Cocaine-Related Disorders	C0236736	2	117	0.00011967322030481675	0.000175675675676	HTR1A,HTR1B
58	Migraine Disorders	C0149931	3	333	0.0001455858228999185	0.000195945945946	CYP1A2,HTR1A,HTR1B
62	Polyglandular Type I Autoimmune Syndrome	C0085859	1	25	0.00019403466186940221	0.000209459459459	CYP1A2
63	Pleural Neoplasms	C0032229	1	26	0.0002100996278253664	0.000212837837838	CYP1A2
64	Chronic sciatica	C0036396	1	26	0.0002100996278253664	0.000216216216216	HTR1A
