node_name	node_type	
DB11633	drug	
CYP2C9	drug_target	
CYP2C8	drug_target	
KCNJ11	drug_target	
CYP3A5	drug_target	
KCNJ6	drug_target	
CYP2D6	drug_target	
KCNH2	drug_target	
KCNJ9	drug_target	
CACNA1C	drug_target	
CYP2B6	drug_target	
KCND3	drug_target	
KCNQ1	drug_target	
SCN5A	drug_target	
ABCB1	drug_target	
UGT1A8	drug_target	
UGT1A9	drug_target	
SLC22A2	drug_target	
ABCG2	drug_target	
CYP3A4	drug_target	
KCNA5	drug_target	
CYP2C19	drug_target	
Drug Allergy	phenotype	
Febrile Neutropenia	phenotype	
Congenital long QT syndrome	phenotype	
Hyperbilirubinemia	phenotype	
Hepatitis D Infection	phenotype	
Primary malignant neoplasm of liver	phenotype	
Adverse drug events and drug allergies	phenotype	
Neurotoxicity Syndromes	phenotype	
cardiac event	phenotype	
Drug-Induced Liver Injury	phenotype	
Pain insensitivity	phenotype	
Prolonged QT interval	phenotype	
Nausea	phenotype	
Neutropenia	phenotype	
Leukopenia	phenotype	
Abnormal EKG	phenotype	
