node1	node2	edge_score	
DB00233	PTGS2	1.0	
DB00233	ALOX5	1.0	
DB00233	CHUK	1.0	
DB00233	MPO	1.0	
PTGS2	rs12042763	0.99
PTGS2	rs5275	0.99
PTGS2	rs4648287	0.99
PTGS2	rs20417	0.99
ALOX5		1.0
PTGS2		1.0
Pleuritis	ALOX5	1.0	
Pleuritis	PTGS2	1.0	
Colonic Polyps	ALOX5	1.0	
Colonic Polyps	PTGS2	1.0	
Idiopathic Inflammatory Myopathies	ALOX5	1.0	
Idiopathic Inflammatory Myopathies	PTGS2	1.0	
Colorectal polyposis	ALOX5	1.0	
Colorectal polyposis	PTGS2	1.0	
Adenomatous Polyps	ALOX5	1.0	
Adenomatous Polyps	PTGS2	1.0	
Pulmonary edema	ALOX5	1.0	
Pulmonary edema	PTGS2	1.0	
Adult type dermatomyositis	ALOX5	1.0	
Adult type dermatomyositis	PTGS2	1.0	
Periodontitis, Juvenile	ALOX5	1.0	
Periodontitis, Juvenile	PTGS2	1.0	
Endotoxemia	ALOX5	1.0	
Endotoxemia	PTGS2	1.0	
Polymyositis	ALOX5	1.0	
Polymyositis	PTGS2	1.0	
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	ALOX5	1.0	
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	PTGS2	1.0	
Portal hypertension, noncirrhotic	ALOX5	1.0	
Portal hypertension, noncirrhotic	PTGS2	1.0	
Dermatomyositis	ALOX5	1.0	
Dermatomyositis	PTGS2	1.0	
Urticaria	ALOX5	1.0	
Urticaria	PTGS2	1.0	
Myositis	ALOX5	1.0	
Myositis	PTGS2	1.0	
{Aneurysm, familial abdominal 3} (2)	ALOX5	1.0	
{Aneurysm, familial abdominal 3} (2)	PTGS2	1.0	
Hyperalgesia	ALOX5	1.0	
Hyperalgesia	PTGS2	1.0	
Carotid Artery Diseases	ALOX5	1.0	
Carotid Artery Diseases	PTGS2	1.0	
Aortic Aneurysm, Abdominal	ALOX5	1.0	
Aortic Aneurysm, Abdominal	PTGS2	1.0	
Myocardial Reperfusion Injury	ALOX5	1.0	
Myocardial Reperfusion Injury	PTGS2	1.0	
Bronchiolitis, Viral	ALOX5	1.0	
Bronchiolitis, Viral	PTGS2	1.0	
Drug Eruptions	ALOX5	1.0	
Aortic aneurysm, familial thoracic 11, susceptibility to	ALOX5	1.0	
Aortic aneurysm, familial thoracic 11, susceptibility to	PTGS2	1.0	
Tuberculosis, Meningeal	ALOX5	1.0	
Squamous cell carcinoma of the hypopharynx	PTGS2	1.0	
Early gastric cancer	PTGS2	1.0	
Malignant neoplasm of vulva	PTGS2	1.0	
Cerebral Hemorrhage	ALOX5	1.0	
Cerebral Hemorrhage	PTGS2	1.0	
Bladder neck obstruction	PTGS2	1.0	
Aortic atherosclerosis	PTGS2	1.0	
Squamous Cell Neoplasms	PTGS2	1.0	
gastritis h pylori	PTGS2	1.0	
Malignant gastrointestinal tract tumors	ALOX5	1.0	
Malignant gastrointestinal tract tumors	PTGS2	1.0	
