node_name	node_type	
DB01307	drug	
INSR	drug_target	
ALB	drug_target	
IGF1R	drug_target	
 Adenocarcinoma, ovarian, somatic, 167000 (3)	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Alzheimer Disease	phenotype	
Arteriosclerosis	phenotype	
Atherosclerosis	phenotype	
Breast-ovarian cancer, familial 1	phenotype	
Cachexia	phenotype	
Colorectal cancer 1	phenotype	
Constitutional symptom	phenotype	
Coronary heart disease 7	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Diabetes mellitus type 1	phenotype	
Diabetes mellitus type 2	phenotype	
Diabetic Nephropathies	phenotype	
Type 1 diabetic neuropathy	phenotype	
Diabetic Retinopathy	phenotype	
Fatigue	phenotype	
Hepatic steatosis	phenotype	
Hyperglycemia	phenotype	
Hyperinsulinemia	phenotype	
Hyperlipidemia, combined, 1	phenotype	
Hypertension	phenotype	
Kidney Diseases	phenotype	
Kidney Failure, Chronic	phenotype	
Lipoatrophy	phenotype	
Liver Diseases	phenotype	
Neoplasm of the liver	phenotype	
Myopathy, scapulohumeroperoneal	phenotype	
Secondary hypertriglyceridemia	phenotype	
Obesity	phenotype	
Abnormality of the pituitary gland	phenotype	
Polycystic Ovary Syndrome	phenotype	
Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	phenotype	
Seizures, Febrile	phenotype	
Thyroid Diseases	phenotype	
Maternal diabetes	phenotype	
Essential hypertension	phenotype	
Hepatoblastoma	phenotype	
Congenital diaphragmatic hernia	phenotype	
Hepatic fibrosis	phenotype	
Malignant neoplasm of lung	phenotype	
Glucose intolerance	phenotype	
Restenosis	phenotype	
Cognitive Dysfunction	phenotype	
Maturity-onset diabetes of the young, type 11	phenotype	
Chronic Kidney Insufficiency	phenotype	
Autosomal recessive inheritance	phenotype	
Metabolic Syndrome X	phenotype	
Carcinogenesis	phenotype	
Ovarian epithelial cancer	phenotype	
Breast carcinoma	phenotype	
Lung cancer	phenotype	
BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4	phenotype	
Colorectal cancer	phenotype	
Chronic kidney disease	phenotype	
Coronary Artery Disease	phenotype	
Hepatocellular carcinoma	phenotype	
Abnormality of adipose tissue	phenotype	
Abnormality of metabolism/homeostasis	phenotype	
Abnormality of the skeletal system	phenotype	
Abnormality of skeletal morphology	phenotype	
Abnormality of connective tissue	phenotype	
Diabetic ketoacidosis	phenotype	
Berardinelli-Seip congenital lipodystrophy	phenotype	
Malignant neoplasm of adrenal cortex	phenotype	
Esophageal varix	phenotype	
Urolithiasis	phenotype	
Decreased adipose tissue	phenotype	
Abnormality of endocrine pancreas physiology	phenotype	
Echinococcosis	phenotype	
Proliferative retinopathy	phenotype	
Isolated somatotropin deficiency	phenotype	
Substance Use Disorders	phenotype	
Dentatorubral pallidoluysian atrophy	phenotype	
Angiokeratoma	phenotype	
Isolated growth hormone deficiency type 1B	phenotype	
Insulin-resistant diabetes mellitus AND acanthosis nigricans	phenotype	
Pericardial effusion	phenotype	
Generalized hyperpigmentation	phenotype	
Mumps	phenotype	
Rhinitis, Allergic, Perennial	phenotype	
Endemic Cretinism	phenotype	
Hemangioblastoma	phenotype	
Mesangiocapillary glomerulonephritis, type II	phenotype	
Nephrosclerosis	phenotype	
Peripheral motor neuropathy	phenotype	
End Stage Liver Disease	phenotype	
Abnormal albumin level	phenotype	
Bronchogenic Carcinoma	phenotype	
Corneal neovascularization	phenotype	
Acanthosis nigricans	phenotype	
Coronary artery aneurysm	phenotype	
Hyperlipoproteinemia	phenotype	
Hyperlipoproteinemia Type IIa	phenotype	
Tubulointerstitial nephritis	phenotype	
Coarse hair	phenotype	
Single tumor	phenotype	
Nephrotic Syndrome, Minimal Change	phenotype	
Varicella zoster	phenotype	
Drusen	phenotype	
Thickened nuchal skin fold	phenotype	
Increased size of the clitoris	phenotype	
Abnormal size of the clitoris	phenotype	
Insulin resistance syndrome	phenotype	
Atypical teratoid/rhabdoid tumor	phenotype	
Clitoral hypertrophy	phenotype	
Nephrosis	phenotype	
Accelerated skeletal maturation	phenotype	
Guillain-Barre syndrome, familial	phenotype	
Primary hyperparathyroidism	phenotype	
Drug Resistant Epilepsy	phenotype	
Respiratory Tract Diseases	phenotype	
Sicca Syndrome	phenotype	
Hypoalbuminemia	phenotype	
Ketoacidosis	phenotype	
Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset	phenotype	
Female pseudohermaphroditism	phenotype	
EPIDERMODYSPLASIA VERRUCIFORMIS	phenotype	
Fetal ultrasound soft marker	phenotype	
Hypermelanotic macule	phenotype	
Congenital hypothyroidism	phenotype	
Adverse drug events and drug allergies	phenotype	
Helminthiasis	phenotype	
High, narrow palate	phenotype	
Hyperpituitarism	phenotype	
Hemolytic uremic syndrome	phenotype	
Occupational Diseases	phenotype	
 Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency, 201910 (3)	phenotype	
Microalbuminuria	phenotype	
Acromegaly	phenotype	
Chest pain	phenotype	
 {HIV-1 viremia, susceptibility to}, 609423 (3)	phenotype	
Acute Lung Injury	phenotype	
Abnormality of the clitoris	phenotype	
Early onset of sexual maturation	phenotype	
Congenital disorder of glycosylation	phenotype	
Complications of Diabetes Mellitus	phenotype	
Gingival overgrowth	phenotype	
Small face	phenotype	
Abdominal distention	phenotype	
Pulmonary edema	phenotype	
Migraine with aura	phenotype	
Stevens-Johnson Syndrome	phenotype	
Subcutaneous nodule	phenotype	
Lymphohistiocytosis, Hemophagocytic	phenotype	
IMMUNE SUPPRESSION	phenotype	
Dementia, Vascular	phenotype	
Membranous nephropathy, susceptibility to	phenotype	
DiGeorge sequence	phenotype	
Liver regeneration disorder	phenotype	
Diabetic Angiopathies	phenotype	
Plasmacytoma	phenotype	
Narrow palate	phenotype	
Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract	phenotype	
Thick lower lip vermilion	phenotype	
Small for gestational age	phenotype	
Skin nodule	phenotype	
Coma	phenotype	
body mass	phenotype	
Hyperlipidemia, familial combined	phenotype	
Wide mouth	phenotype	
Generalized hirsutism	phenotype	
Interstitial fibrosis	phenotype	
Macule	phenotype	
Hemochromatosis	phenotype	
Prematurely aged appearance	phenotype	
Methamphetamine abuse	phenotype	
Gynecomastia	phenotype	
Hereditary factor VIII deficiency disease	phenotype	
Rhabdoid Tumor of the Kidney	phenotype	
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	phenotype	
Postnatal growth retardation	phenotype	
Clear-cell metastatic renal cell carcinoma	phenotype	
Glomerulosclerosis, Focal Segmental	phenotype	
Mandibular prognathia	phenotype	
tumor vasculature	phenotype	
Dry skin	phenotype	
Abnormality of female external genitalia	phenotype	
Hypertrichosis	phenotype	
Abnormality of pancreas physiology	phenotype	
Ovarian cyst	phenotype	
Irregular hyperpigmentation	phenotype	
Nail dysplasia	phenotype	
Precocious puberty	phenotype	
Focal segmental glomerulosclerosis	phenotype	
Malnutrition	phenotype	
Thick vermilion border	phenotype	
Abnormality of dental eruption	phenotype	
Duchenne muscular dystrophy	phenotype	
Abnormal insulin level	phenotype	
Abnormal circulating insulin level	phenotype	
Urticaria	phenotype	
Abnormal nipple morphology	phenotype	
Abnormality of hair texture	phenotype	
Macrotia	phenotype	
Thrombophilia	phenotype	
Amyloidosis	phenotype	
