Gene	CUI	Source Databases	
ABCB1	C0030201	Acute postoperative pain	DisGeNet	
CYP3A4	C0030201	Acute postoperative pain	DisGeNet	
PTGS2	C0030201	Acute postoperative pain	DisGeNet	
TNF	C0030201	Acute postoperative pain	DisGeNet	
ABCB1	C0015814	Femur Head Necrosis	DisGeNet	
CYP3A4	C0015814	Femur Head Necrosis	DisGeNet	
TNF	C0015814	Femur Head Necrosis	DisGeNet	
ABCB1	C0032787	Postoperative Complications	DisGeNet	
LTA	C0032787	Postoperative Complications	DisGeNet	
PTGS2	C0032787	Postoperative Complications	DisGeNet	
TNF	C0032787	Postoperative Complications	DisGeNet	
CYP1A2	C0162557	Acute hepatic failure	DisGeNet	
CYP3A4	C0162557	Acute hepatic failure	DisGeNet	
LTA	C0162557	Acute hepatic failure	DisGeNet	
PTGS2	C0162557	Acute hepatic failure	DisGeNet	
TNF	C0162557	Acute hepatic failure	DisGeNet	
ABCB1	C0013182	Drug Allergy	DisGeNet	
CYP3A4	C0013182	Drug Allergy	DisGeNet	
LTA	C0013182	Drug Allergy	DisGeNet	
TNF	C0013182	Drug Allergy	DisGeNet	
CYP1A2	C0221765	Chronic schizophrenia	DisGeNet	
CYP3A4	C0221765	Chronic schizophrenia	DisGeNet	
TNF	C0221765	Chronic schizophrenia	DisGeNet	
CYP1A2	C0206139	Lichen Planus, Oral	DisGeNet	
LTA	C0206139	Lichen Planus, Oral	DisGeNet	
PTGS2	C0206139	Lichen Planus, Oral	DisGeNet	
TNF	C0206139	Lichen Planus, Oral	DisGeNet	
LTA	C1333762	Gastric Cardia Adenocarcinoma	DisGeNet	
PTGS2	C1333762	Gastric Cardia Adenocarcinoma	DisGeNet	
TNF	C1333762	Gastric Cardia Adenocarcinoma	DisGeNet	
LTA	C0038354	Stomach Diseases	DisGeNet	
PTGS2	C0038354	Stomach Diseases	DisGeNet	
TNF	C0038354	Stomach Diseases	DisGeNet	
LTA	C0015674	Chronic Fatigue Syndrome	DisGeNet	
PTGS2	C0015674	Chronic Fatigue Syndrome	DisGeNet	
TNF	C0015674	Chronic Fatigue Syndrome	DisGeNet	
