Gene	CUI	Source Databases	
ACE	C0154409	Recurrent major depressive episodes	DisGeNet	
MTHFR	C0154409	Recurrent major depressive episodes	DisGeNet	
ACE	C0162869	Aneurysm, Ruptured	DisGeNet	
MTHFR	C0162869	Aneurysm, Ruptured	DisGeNet	
ACE	C1861171	Thrombophilia due to activated protein C resistance	DisGeNet	
MTHFR	C1861171	Thrombophilia due to activated protein C resistance	DisGeNet	
ACE	C0035328	Thrombosis of retinal vein	DisGeNet	
MTHFR	C0035328	Thrombosis of retinal vein	DisGeNet	
ACE	C0014836	Recurrent E. coli infections	DisGeNet	
MTHFR	C0014836	Recurrent E. coli infections	DisGeNet	
ACE	C0015814	Femur Head Necrosis	DisGeNet	
MTHFR	C0015814	Femur Head Necrosis	DisGeNet	
ACE	C0155668	Old myocardial infarction	DisGeNet	
MTHFR	C0155668	Old myocardial infarction	DisGeNet	
ACE	C0339467	Proliferative retinopathy	DisGeNet	
MTHFR	C0339467	Proliferative retinopathy	DisGeNet	
ACE	C1962972	Proteinuria Adverse Event	DisGeNet	
MTHFR	C1962972	Proteinuria Adverse Event	DisGeNet	
ACE	C0021775	Intermittent claudication	DisGeNet	
MTHFR	C0021775	Intermittent claudication	DisGeNet	
ACE	C0034040	Puerperal Disorders	DisGeNet	
MTHFR	C0034040	Puerperal Disorders	DisGeNet	
ACE	C0035457	Rhinitis, Allergic, Perennial	DisGeNet	
MTHFR	C0035457	Rhinitis, Allergic, Perennial	DisGeNet	
ACE	C0600433	Resistance to activated protein C	DisGeNet	
MTHFR	C0600433	Resistance to activated protein C	DisGeNet	
ACE	C0027719	Nephrosclerosis	DisGeNet	
MTHFR	C0027719	Nephrosclerosis	DisGeNet	
ACE	C0852036	Pregnancy associated hypertension	DisGeNet	
MTHFR	C0852036	Pregnancy associated hypertension	DisGeNet	
ACE	C0155765	Cerebroretinal microangiopathy with calcifications and cysts 1	DisGeNet	
MTHFR	C0155765	Cerebroretinal microangiopathy with calcifications and cysts 1	DisGeNet	
ACE	C0206368	Exfoliation Syndrome	DisGeNet	
MTHFR	C0206368	Exfoliation Syndrome	DisGeNet	
ACE	C0003838	Arterial Occlusive Diseases	DisGeNet	
MTHFR	C0003838	Arterial Occlusive Diseases	DisGeNet	
ACE	C0003855	Arteriovenous fistula	DisGeNet	
MTHFR	C0003855	Arteriovenous fistula	DisGeNet	
ACE	C0403592	Chronic rejection of renal transplant	DisGeNet	
MTHFR	C0403592	Chronic rejection of renal transplant	DisGeNet	
CLCN6	C0018772	Hearing Loss, Partial	DisGeNet	
MTHFR	C0018772	Hearing Loss, Partial	DisGeNet	
SLC15A2	C0018772	Hearing Loss, Partial	DisGeNet	
ACE	C0340708	Deep vein thrombosis of lower limb	DisGeNet	
MTHFR	C0340708	Deep vein thrombosis of lower limb	DisGeNet	
ACE	C0028840	Ocular Hypertension	DisGeNet	
MTHFR	C0028840	Ocular Hypertension	DisGeNet	
ACE	C1704321	Nephrotic Syndrome, Minimal Change	DisGeNet	
MTHFR	C1704321	Nephrotic Syndrome, Minimal Change	DisGeNet	
ACE	C0029445	Bone necrosis	DisGeNet	
MTHFR	C0029445	Bone necrosis	DisGeNet	
ACE	C0039263	Takayasu Arteritis	DisGeNet	
MTHFR	C0039263	Takayasu Arteritis	DisGeNet	
ACE	C0741923	cardiac event	DisGeNet	
MTHFR	C0741923	cardiac event	DisGeNet	
ACE	C0016053	Fibromyalgia	DisGeNet	
MTHFR	C0016053	Fibromyalgia	DisGeNet	
ACE	C0948480	Coronary Restenosis	DisGeNet	
MTHFR	C0948480	Coronary Restenosis	DisGeNet	
ACE	C0741916	Cardiac defects	DisGeNet	
MTHFR	C0741916	Cardiac defects	DisGeNet	
ACE	C0008628	Chromosome Xq28 deletion syndrome	DisGeNet	
MTHFR	C0008628	Chromosome Xq28 deletion syndrome	DisGeNet	
ACE	C0024796	Marfan syndrome	DisGeNet	
MTHFR	C0024796	Marfan syndrome	DisGeNet	
ACE	C3714636	Pneumonitis	DisGeNet	
MTHFR	C3714636	Pneumonitis	DisGeNet	
ACE	C0584960	Factor V Leiden mutation	DisGeNet	
MTHFR	C0584960	Factor V Leiden mutation	DisGeNet	
