node_name	node_type	
DB01212	drug	
ALB	drug_target	
SLC22A6	drug_target	
SLC22A11	drug_target	
GLUL	drug_target	
SLC15A2	drug_target	
SLC22A8	drug_target	
Chromosome 11p deletion syndrome	phenotype	
Malignant neoplasm of adrenal cortex	phenotype	
Esophageal varix	phenotype	
Urolithiasis	phenotype	
Echinococcosis	phenotype	
Epidermolysis bullosa simplex, Cockayne-Touraine type	phenotype	
Palmar hyperkeratosis	phenotype	
Proliferative retinopathy	phenotype	
Verrucae	phenotype	
Isolated somatotropin deficiency	phenotype	
Substance Use Disorders	phenotype	
Dentatorubral pallidoluysian atrophy	phenotype	
Angiokeratoma	phenotype	
Isolated growth hormone deficiency type 1B	phenotype	
Plantar hyperkeratosis	phenotype	
Pericardial effusion	phenotype	
Mumps	phenotype	
Rhinitis, Allergic, Perennial	phenotype	
Endemic Cretinism	phenotype	
Hemangioblastoma	phenotype	
Acute kidney injury	phenotype	
Mesangiocapillary glomerulonephritis, type II	phenotype	
Nephrosclerosis	phenotype	
Peripheral motor neuropathy	phenotype	
End Stage Liver Disease	phenotype	
Abnormal albumin level	phenotype	
Bronchogenic Carcinoma	phenotype	
Coronary artery aneurysm	phenotype	
Hyperlipoproteinemia	phenotype	
Hyperlipoproteinemia Type IIa	phenotype	
Tubulointerstitial nephritis	phenotype	
Single tumor	phenotype	
Nephrotic Syndrome, Minimal Change	phenotype	
Skin Diseases, Genetic	phenotype	
Varicella zoster	phenotype	
Drusen	phenotype	
Increased antibody level in blood	phenotype	
Insulin resistance syndrome	phenotype	
Nephrosis	phenotype	
Guillain-Barre syndrome, familial	phenotype	
Primary hyperparathyroidism	phenotype	
Drug Resistant Epilepsy	phenotype	
Respiratory Tract Diseases	phenotype	
Sicca Syndrome	phenotype	
Hypoalbuminemia	phenotype	
Renal Insufficiency, Chronic	phenotype	
Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset	phenotype	
Abnormality of the plantar skin of foot	phenotype	
Congenital hypothyroidism	phenotype	
Adverse drug events and drug allergies	phenotype	
Hemolytic uremic syndrome	phenotype	
Occupational Diseases	phenotype	
Microalbuminuria	phenotype	
Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	phenotype	
Chest pain	phenotype	
 {HIV-1 viremia, susceptibility to}, 609423 (3)	phenotype	
Acute Lung Injury	phenotype	
Complications of Diabetes Mellitus	phenotype	
Pulmonary edema	phenotype	
Stevens-Johnson Syndrome	phenotype	
Lymphohistiocytosis, Hemophagocytic	phenotype	
IMMUNE SUPPRESSION	phenotype	
Dementia, Vascular	phenotype	
Membranous nephropathy, susceptibility to	phenotype	
Eczema	phenotype	
DiGeorge sequence	phenotype	
Liver regeneration disorder	phenotype	
Diabetic Angiopathies	phenotype	
Plasmacytoma	phenotype	
Type 1 diabetic neuropathy	phenotype	
Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract	phenotype	
Influenza	phenotype	
Hyperlipidemia, familial combined	phenotype	
Interstitial fibrosis	phenotype	
Hemochromatosis	phenotype	
