node1	node2	edge_score	
DB00804	CYP1A1	1.0	
DB00804	CHRM2	1.0	
DB00804	CHRM1	1.0	
CYP1A1	rs1048943	0.99
CYP1A1		1.0
CYP1A1	rs2472297	0.99
CYP1A1	rs2606345	0.99
CHRM2		1.0
Drug Eruptions	CYP1A1	1.0	
Neoplasms, Multiple Primary	CYP1A1	1.0	
Pleural Neoplasms	CYP1A1	1.0	
Recurrent major depressive episodes	CHRM2	1.0	
Malignant neoplasm of pharynx	CYP1A1	1.0	
Echinococcosis	CYP1A1	1.0	
Lung Injury	CYP1A1	1.0	
Squamous Cell Neoplasms	CYP1A1	1.0	
Adenocarcinoma in Situ	CYP1A1	1.0	
Rhinitis, Allergic, Perennial	CYP1A1	1.0	
Endometriosis of ovary	CYP1A1	1.0	
childhood brain tumor	CYP1A1	1.0	
Genomic Instability	CYP1A1	1.0	
Xeroderma pigmentosum, group A	CYP1A1	1.0	
Pancreatitis, Alcoholic	CYP1A1	1.0	
Carcinogenicity	CYP1A1	1.0	
Bronchogenic Carcinoma	CYP1A1	1.0	
Angiofibromas	CYP1A1	1.0	
Chemical Carcinogenesis	CYP1A1	1.0	
Chloracne	CYP1A1	1.0	
Hyperoxia	CYP1A1	1.0	
Li-Fraumeni syndrome	CYP1A1	1.0	
Bile duct cancer resectable	CYP1A1	1.0	
Heart Diseases	CHRM2	1.0	
Heart Diseases	CYP1A1	1.0	
Neoplasm of the gallbladder	CYP1A1	1.0	
Papillomavirus Infections	CYP1A1	1.0	
Prostate cancer, familial	CYP1A1	1.0	
Arthritis, Reactive	CYP1A1	1.0	
Iron deficiency anemia	CYP1A1	1.0	
Malignant neoplasm of female breast	CYP1A1	1.0	
Leukoplakia	CYP1A1	1.0	
Prenatal Exposure Delayed Effects	CYP1A1	1.0	
Bradycardia	CHRM2	1.0	
Gorlin syndrome	CYP1A1	1.0	
Female Breast Carcinoma	CYP1A1	1.0	
Endometrial Hyperplasia	CYP1A1	1.0	
Respiratory Tract Diseases	CYP1A1	1.0	
Endometriosis of uterus	CYP1A1	1.0	
Penile hypospadias	CYP1A1	1.0	
Human papilloma virus infection	CYP1A1	1.0	
Oral Submucous Fibrosis	CYP1A1	1.0	
Intrahepatic cholestasis	CYP1A1	1.0	
Colonic Polyps	CYP1A1	1.0	
Menopause present (finding)	CYP1A1	1.0	
Familial dilated cardiomyopathy	CHRM2	1.0	
Infiltrating Cervical Carcinoma	CYP1A1	1.0	
Childhood Leukemia	CYP1A1	1.0	
Microsatellite Instability	CYP1A1	1.0	
Breast Fibrocystic Disease	CYP1A1	1.0	
Neoplasms, Germ Cell and Embryonal	CYP1A1	1.0	
Pharyngeal Neoplasms	CYP1A1	1.0	
Thyroid Nodule	CYP1A1	1.0	
Fibroadenoma of the breast	CYP1A1	1.0	
Colorectal polyposis	CYP1A1	1.0	
Drug Dependence	CHRM2	1.0	
Neurodegeneration with brain iron accumulation 4	CYP1A1	1.0	
Occupational Diseases	CYP1A1	1.0	
Bronchitis	CYP1A1	1.0	
Mammographic breast density	CYP1A1	1.0	
Acute Lung Injury	CYP1A1	1.0	
Oral leukoplakia	CYP1A1	1.0	
Uterine neoplasm	CYP1A1	1.0	
Recurrent abortion	CYP1A1	1.0	
Substance addiction and disorders	CHRM2	1.0	
Chromosome Aberrations	CYP1A1	1.0	
Mucinous Adenocarcinoma	CYP1A1	1.0	
Pterygium	CYP1A1	1.0	
Wheezing	CYP1A1	1.0	
Cholecystolithiasis	CYP1A1	1.0	
Tumor Promotion	CYP1A1	1.0	
Contact Dermatitis	CYP1A1	1.0	
Type 1 diabetic neuropathy	CHRM2	1.0	
Oral Cavity Carcinoma	CYP1A1	1.0	
Adult Acute Myeloblastic Leukemia	CYP1A1	1.0	
