node1	node2	edge_score	
DB02325	RNASE1	1.0	
DB02325	ACP5	1.0	
DB02325	GCH1	1.0	
DB02325	DDX39B	1.0	
DB02325	ADI1	1.0	
DB02325	PRDX6	1.0	
DB02325	GM2A	1.0	
DB02325	GDF5	1.0	
DB02325	PLA2G2A	1.0	
DB02325	PRSS2	1.0	
DB02325	DCXR	1.0	
DB02325	RNGTT	1.0	
DB02325	AHCY	1.0	
DB02325	TNF	1.0	
TNF		1.0
TNF	rs1799964	0.99
TNF	rs361525	0.99
TNF	rs1800629	0.99
TNF	rs1799724	0.99
Arterial dissection	TNF	1.0	
Rheumatoid Nodule	TNF	1.0	
Seborrheic dermatitis	TNF	1.0	
Pleural Tuberculosis	TNF	1.0	
Chronic berylliosis	TNF	1.0	
Isovaleryl-CoA dehydrogenase deficiency	TNF	1.0	
Post-transplant lymphoproliferative disorder	TNF	1.0	
Latent Tuberculosis	TNF	1.0	
Kashin-Beck Disease	TNF	1.0	
Acute-Phase Reaction	TNF	1.0	
Anemia of chronic disease	TNF	1.0	
Achalasia	TNF	1.0	
Hemorrhagic Fever with Renal Syndrome	TNF	1.0	
Pseudomonas Infections	TNF	1.0	
Tetraplegia	TNF	1.0	
Oral ulcer	TNF	1.0	
Aneurysm, Ruptured	TNF	1.0	
Asthma, Occupational	TNF	1.0	
Neonatal Systemic lupus erythematosus	TNF	1.0	
Leprosy, Paucibacillary	TNF	1.0	
Cryoglobulinemia	TNF	1.0	
Q Fever	TNF	1.0	
Tuberculosis, Meningeal	TNF	1.0	
HIV encephalitis	TNF	1.0	
Philadelphia chromosome positive chronic myelogenous leukemia	TNF	1.0	
Steroid-sensitive nephrotic syndrome	TNF	1.0	
Bovine Anaplasmosis	TNF	1.0	
Mixed Connective Tissue Disease	TNF	1.0	
Otitis Media with Effusion	TNF	1.0	
Otosclerosis	TNF	1.0	
Thrombosis of retinal vein	TNF	1.0	
Typhoid Fever	TNF	1.0	
Periodontal Attachment Loss	TNF	1.0	
Lung Injury	TNF	1.0	
Fulminant hepatitis	TNF	1.0	
Early gastric cancer	TNF	1.0	
Malignant neoplasm of vulva	TNF	1.0	
Cryopyrin-Associated Periodic Syndromes	TNF	1.0	
Aortic Diseases	TNF	1.0	
Femur Head Necrosis	TNF	1.0	
Hypothermia	TNF	1.0	
Chromosomal translocation	TNF	1.0	
African Trypanosomiasis	TNF	1.0	
Old myocardial infarction	TNF	1.0	
Hemorrhagic Fever, Ebola	TNF	1.0	
Proteinuria Adverse Event	TNF	1.0	
alpha-1-Antitrypsin Deficiency, Autosomal Recessive	TNF	1.0	
Familial cold-induced inflammatory syndrome 1, 120100 (3)	TNF	1.0	
Bacterial endocarditis	TNF	1.0	
Pharyngitis	TNF	1.0	
Oral aphthae	TNF	1.0	
Aortic valve calcification	TNF	1.0	
Avellino corneal dystrophy	TNF	1.0	
Gastric Mucosa-Associated Lymphoid Tissue Lymphoma	TNF	1.0	
Myeloproliferative disorder, chronic, with eosinophilia	TNF	1.0	
Granuloma	TNF	1.0	
Hemiplegia	TNF	1.0	
Intermittent claudication	TNF	1.0	
Myasthenic syndrome, congenital, 8	TNF	1.0	
Pregnancy Complications, Infectious	TNF	1.0	
Spinal cord compression	TNF	1.0	
Herpes simplex encephalitis, susceptibility to, 7	TNF	1.0	
HYPER-IgM IMMUNODEFICIENCY, X-LINKED, WITH ECTODERMAL DYSPLASIA, HYPOHIDROTIC	TNF	1.0	
Chronic leukemia	TNF	1.0	
Neoplasm of the thymus	TNF	1.0	
Angiokeratoma	TNF	1.0	
Gastroenteritis	TNF	1.0	
Malaria, Vivax	TNF	1.0	
Opportunistic Infections	TNF	1.0	
Puerperal Disorders	TNF	1.0	
Respiratory Hypersensitivity	TNF	1.0	
Hypohidrotic X-linked ectodermal dysplasia	TNF	1.0	
Interstitial lung and liver disease	TNF	1.0	
{?Amyloidosis, secondary, susceptibility to} (1)	TNF	1.0	
Arteriovenous hemangioma	TNF	1.0	
Pleomorphic adenoma of salivary gland	TNF	1.0	
TNF receptor-associated periodic fever syndrome (TRAPS)	TNF	1.0	
Pericarditis	TNF	1.0	
Periodontal Pocket	TNF	1.0	
Rhabdomyolysis	TNF	1.0	
Circumscribed scleroderma	TNF	1.0	
Staphylococcal Infections	TNF	1.0	
Asymptomatic Infections	TNF	1.0	
Anterior myocardial infarction	TNF	1.0	
Prostatitis	TNF	1.0	
Oestrogen deficiency	TNF	1.0	
Mucinous Neoplasm	TNF	1.0	
Extrinsic allergic alveolitis	TNF	1.0	
Systemic aspergillosis	TNF	1.0	
Encephalomyelitis	TNF	1.0	
Renal hypertension	TNF	1.0	
Fatal infectious mononucleosis	TNF	1.0	
Lichen planus pemphigoides	TNF	1.0	
Meningitis, Pneumococcal	TNF	1.0	
Paratuberculosis	TNF	1.0	
Rheumatic fever / chorea	TNF	1.0	
Juvenile dermatomyositis	TNF	1.0	
 {Nicotine dependence, protection against}, 188890 (3)	TNF	1.0	
Hypervolemia	TNF	1.0	
Adenoviral infections	TNF	1.0	
Cocaine delirium	TNF	1.0	
Dermatitis Herpetiformis	TNF	1.0	
Endocarditis	TNF	1.0	
Equine Infectious Anemia	TNF	1.0	
Hepatic encephalopathy	TNF	1.0	
Ileitis	TNF	1.0	
Lupus Erythematosus, Cutaneous	TNF	1.0	
Multiple Organ Failure	TNF	1.0	
Mumps	TNF	1.0	
Rhinitis, Allergic, Perennial	TNF	1.0	
Paranoid Schizophrenia	TNF	1.0	
Volvulus	TNF	1.0	
Osteoarthritis of distal interphalangeal joint	TNF	1.0	
HTLV-I Infections	TNF	1.0	
Polymyalgia Rheumatica	TNF	1.0	
Peptic Ulcer Hemorrhage	TNF	1.0	
Malignant ascites	TNF	1.0	
Chronic schizophrenia	TNF	1.0	
Microscopic Polyarteritis	TNF	1.0	
Deficiency of glucose-6-phosphate dehydrogenase	TNF	1.0	
AIDS related complex	TNF	1.0	
Alveolar Bone Loss	TNF	1.0	
Condylomata Acuminata	TNF	1.0	
Acute postoperative pain	TNF	1.0	
Salmonella infections	TNF	1.0	
Smallpox	TNF	1.0	
Diabetic foot ulcer	TNF	1.0	
Osteoarthritis of the hand	TNF	1.0	
Dermatitis and eczema	TNF	1.0	
Community acquired pneumonia	TNF	1.0	
Mammary adenocarcinoma	TNF	1.0	
Herpesviridae Infections	TNF	1.0	
Simple pneumoconiosis	TNF	1.0	
Chronic myelopathy	TNF	1.0	
Polyarticular arthritis	TNF	1.0	
End Stage Liver Disease	TNF	1.0	
Pregnancy associated hypertension	TNF	1.0	
Aggressive periodontitis, generalized	TNF	1.0	
Toxic Epidermal Necrolysis	TNF	1.0	
Cholestasis of pregnancy	TNF	1.0	
Pancreatitis, Alcoholic	TNF	1.0	
Cerebral aneurysm	TNF	1.0	
Gastric Cardia Adenocarcinoma	TNF	1.0	
Intracranial glioma	TNF	1.0	
Agammaglobulinemia 8, autosomal dominant	TNF	1.0	
Obstructive nephropathy	TNF	1.0	
Corneal pannus	TNF	1.0	
Exfoliation Syndrome	TNF	1.0	
Granulomatosis	TNF	1.0	
Neuropathogenesis	TNF	1.0	
Alcoholic Steatohepatitis	TNF	1.0	
Acne Vulgaris	TNF	1.0	
Arteriovenous fistula	TNF	1.0	
CNS metastases	TNF	1.0	
Idiopathic crescentic glomerulonephritis	TNF	1.0	
Macular corneal dystrophy Type I	TNF	1.0	
Allergic sensitization	TNF	1.0	
Japanese Encephalitis	TNF	1.0	
Leprosy, Lepromatous	TNF	1.0	
Active tuberculosis	TNF	1.0	
Mixed cryoglobulinemia	TNF	1.0	
Acute anterior uveitis	TNF	1.0	
Gestational trophoblastic disease	TNF	1.0	
Anaphylactic shock NOS	TNF	1.0	
Cholesteatoma	TNF	1.0	
Coronary artery aneurysm	TNF	1.0	
