node1	node2	edge_score	
DB00626	IDE	1.0	
DB00626	A2M	1.0	
A2M		1.0
Alzheimer Disease	A2M	1.0	
Amyloidosis	A2M	1.0	
Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency	A2M	1.0	
Arthritis, Rheumatoid	A2M	1.0	
Rheumatoid arthritis	A2M	1.0	
Astrocytoma	A2M	1.0	
Neoplasm of the colon	A2M	1.0	
Cystic Fibrosis	A2M	1.0	
Plaque, Atherosclerotic	A2M	1.0	
{Unipolar depression, susceptibility to}, 608516 (3)	A2M	1.0	
Diabetes Mellitus, Type 1	A2M	1.0	
Gallbladder disease 4	A2M	1.0	
Experimental Autoimmune Encephalomyelitis	A2M	1.0	
Femur Head Necrosis	A2M	1.0	
Malignant hyperthermia susceptibility type 5	A2M	1.0	
Membranous nephropathy, susceptibility to	A2M	1.0	
Cardiomegaly	A2M	1.0	
Wilson disease	A2M	1.0	
Inflammation	A2M	1.0	
Keratoconus	A2M	1.0	
Acute kidney injury	A2M	1.0	
Liposarcoma	A2M	1.0	
Liver Cirrhosis, Biliary	A2M	1.0	
Neoplasm of the liver	A2M	1.0	
Pulmonary Disease, Chronic Obstructive	A2M	1.0	
Chronic obstructive pulmonary disease	A2M	1.0	
Lung Neoplasms	A2M	1.0	
Melanoma	A2M	1.0	
Multiple Sclerosis	A2M	1.0	
Myocardial Infarction	A2M	1.0	
Nasal polyposis	A2M	1.0	
Secondary hypertriglyceridemia	A2M	1.0	
Nephrotic syndrome, type 5, with or without ocular abnormalities	A2M	1.0	
Osteoarthritis	A2M	1.0	
Pancreatitis	A2M	1.0	
Parkinson Disease	A2M	1.0	
Peritonitis	A2M	1.0	
Prostatic Neoplasms	A2M	1.0	
Pulmonary Emphysema	A2M	1.0	
 {Septic shock, susceptibility to} (3)	A2M	1.0	
Stroke	A2M	1.0	
Thromboembolism	A2M	1.0	
Urinary incontinence	A2M	1.0	
Cerebral Amyloid Angiopathy	A2M	1.0	
Deep venous thrombosis	A2M	1.0	
Deep thrombophlebitis	A2M	1.0	
Hepatocellular adenoma	A2M	1.0	
Alpha-1-antitrypsin deficiency	A2M	1.0	
Hypoalbuminemia	A2M	1.0	
Age-related macular degeneration 2	A2M	1.0	
Sepsis	A2M	1.0	
Senile plaques	A2M	1.0	
Deep vein thrombosis of lower limb	A2M	1.0	
Malignant tumor of prostate	A2M	1.0	
Thrombophilia	A2M	1.0	
Autosomal dominant non-syndromic sensorineural deafness type DFNA	A2M	1.0	
Neurodegenerative Diseases	A2M	1.0	
Hepatitis C, Chronic	A2M	1.0	
Prostate carcinoma	A2M	1.0	
Obstructive lung disease	A2M	1.0	
Chronic lung disease	A2M	1.0	
Lewy Body Disease	A2M	1.0	
Diabetic Cardiomyopathies	A2M	1.0	
Ischemic stroke	A2M	1.0	
Benign Prostatic Hyperplasia	A2M	1.0	
Aural atresia, congenital	A2M	1.0	
Hepatocellular carcinoma	A2M	1.0	
Secondary malignant neoplasm of pancreas	A2M	1.0	
Ischemic Cerebrovascular Accident	A2M	1.0	
alpha-1-Antitrypsin Deficiency, Autosomal Recessive	A2M	1.0	
