Gene	CUI	Source Databases	
ADH1B	C0023896	Alcoholic Liver Diseases	DisGeNet	
ALDH1A1	C0023896	Alcoholic Liver Diseases	DisGeNet	
CYP2E1	C0023896	Alcoholic Liver Diseases	DisGeNet	
GSTP1	C0023896	Alcoholic Liver Diseases	DisGeNet	
ADH1B	C0376670	Pancreatitis, Alcoholic	DisGeNet	
CYP2E1	C0376670	Pancreatitis, Alcoholic	DisGeNet	
GSTP1	C0376670	Pancreatitis, Alcoholic	DisGeNet	
ADH1B	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
CYP2E1	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
GSTP1	C0033054	Prenatal Exposure Delayed Effects	DisGeNet	
ALDH1A1	C0023532	Oral leukoplakia	DisGeNet	
CYP2E1	C0023532	Oral leukoplakia	DisGeNet	
GSTP1	C0023532	Oral leukoplakia	DisGeNet	
ADH1B	C0012860	DNA Damage	DisGeNet	
CYP2E1	C0012860	DNA Damage	DisGeNet	
GSTP1	C0012860	DNA Damage	DisGeNet	
ADH1B	C0085762	Alcohol abuse	DisGeNet	
ALDH1A1	C0085762	Alcohol abuse	DisGeNet	
CYP2E1	C0085762	Alcohol abuse	DisGeNet	
CYP2E1	C0011609	Drug Eruptions	DisGeNet	
GSTP1	C0011609	Drug Eruptions	DisGeNet	
ADH1B	C0016382	Flushing	DisGeNet	
ALDH1A1	C0016382	Flushing	DisGeNet	
CYP2E1	C1827377	Slow acetylator due to N-acetyltransferase enzyme variant	DisGeNet	
GSTP1	C1827377	Slow acetylator due to N-acetyltransferase enzyme variant	DisGeNet	
ADH1B	C0023891	Liver Cirrhosis, Alcoholic	DisGeNet	
CYP2E1	C0023891	Liver Cirrhosis, Alcoholic	DisGeNet	
GSTP1	C0023891	Liver Cirrhosis, Alcoholic	DisGeNet	
CYP2E1	C0034885	Neoplasm of the rectum	DisGeNet	
GSTP1	C0034885	Neoplasm of the rectum	DisGeNet	
PPARD	C0034885	Neoplasm of the rectum	DisGeNet	
ADH1B	C0023055	Neoplasm of the larynx	DisGeNet	
CYP2E1	C0023055	Neoplasm of the larynx	DisGeNet	
GSTP1	C0023055	Neoplasm of the larynx	DisGeNet	
ADH1B	C0032229	Pleural Neoplasms	DisGeNet	
CYP2E1	C0032229	Pleural Neoplasms	DisGeNet	
CYP2E1	C0153405	Malignant neoplasm of pharynx	DisGeNet	
GSTP1	C0153405	Malignant neoplasm of pharynx	DisGeNet	
CYP2E1	C0206720	Squamous Cell Neoplasms	DisGeNet	
GSTP1	C0206720	Squamous Cell Neoplasms	DisGeNet	
ALDH1A1	C0149978	Rectal Carcinoma	DisGeNet	
CYP2E1	C0149978	Rectal Carcinoma	DisGeNet	
GSTP1	C0149978	Rectal Carcinoma	DisGeNet	
PPARD	C0149978	Rectal Carcinoma	DisGeNet	
ADH1B	C0023895	Liver Diseases	DisGeNet	
ALDH1A1	C0023895	Liver Diseases	DisGeNet	
CYP2E1	C0023895	Liver Diseases	DisGeNet	
GSTP1	C0023895	Liver Diseases	DisGeNet	
PPARD	C0023895	Liver Diseases	DisGeNet	
ADH1B	C0007107	Malignant neoplasm of larynx	DisGeNet	
CYP2E1	C0007107	Malignant neoplasm of larynx	DisGeNet	
GSTP1	C0007107	Malignant neoplasm of larynx	DisGeNet	
ADH1B	C0003431	Antisocial Personality Disorder	DisGeNet	
CYP2E1	C0003431	Antisocial Personality Disorder	DisGeNet	
ADH1B	C0919532	Genomic Instability	DisGeNet	
CYP2E1	C0919532	Genomic Instability	DisGeNet	
ADH1B	C0001956	alcohol use disorder	DisGeNet	
CYP2E1	C0001956	alcohol use disorder	DisGeNet	
ALDH1A1	C0280280	Prostate cancer stage C	DisGeNet	
GSTP1	C0280280	Prostate cancer stage C	DisGeNet	
CYP2E1	C0038354	Stomach Diseases	DisGeNet	
