node1	node2	edge_score	
DB00415	SLC16A1	1.0	
DB00415	SLC22A5	1.0	
DB00415	SLC15A2	1.0	
DB00415	TEK	1.0	
DB00415	ALB	1.0	
ALB	complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	0.954526206676
SLC22A5		1.0
SLC15A2		1.0
ALB		1.0
Abnormality of lipid metabolism	ALB	1.0	
Abnormality of lipid metabolism	SLC22A5	1.0	
Encephalopathy, acute, infection-induced, 4, susceptibility to	ALB	1.0	
Encephalopathy, acute, infection-induced, 4, susceptibility to	SLC22A5	1.0	
Leg Ulcer	SLC22A5	1.0	
Malignant neoplasm of adrenal cortex	ALB	1.0	
Esophageal varix	ALB	1.0	
Urolithiasis	ALB	1.0	
Echinococcosis	ALB	1.0	
Proliferative retinopathy	ALB	1.0	
Acute encephalopathy	SLC22A5	1.0	
Isolated somatotropin deficiency	ALB	1.0	
Substance Use Disorders	ALB	1.0	
Neck muscle weakness	SLC22A5	1.0	
Dentatorubral pallidoluysian atrophy	ALB	1.0	
Angiokeratoma	ALB	1.0	
Isolated growth hormone deficiency type 1B	ALB	1.0	
Congenital long QT syndrome	SLC22A5	1.0	
Gastrointestinal stromal tumor	ALB	1.0	
Gastrointestinal stromal tumor	SLC22A5	1.0	
Pericardial effusion	ALB	1.0	
Mumps	ALB	1.0	
Rhinitis, Allergic, Perennial	ALB	1.0	
Endemic Cretinism	ALB	1.0	
Hemangioblastoma	ALB	1.0	
Malignant ascites	SLC22A5	1.0	
Mesangiocapillary glomerulonephritis, type II	ALB	1.0	
Lipoidosis	SLC22A5	1.0	
Nephrosclerosis	ALB	1.0	
Peripheral motor neuropathy	ALB	1.0	
End Stage Liver Disease	ALB	1.0	
Abnormality of fatty-acid metabolism	SLC22A5	1.0	
Hyperammonemia	SLC22A5	1.0	
Abnormal albumin level	ALB	1.0	
Bronchogenic Carcinoma	ALB	1.0	
Confusion	SLC22A5	1.0	
Coronary artery aneurysm	ALB	1.0	
Hyperlipoproteinemia	ALB	1.0	
Hyperlipoproteinemia Type IIa	ALB	1.0	
Tubulointerstitial nephritis	ALB	1.0	
Excessive daytime sleepiness	SLC22A5	1.0	
Single tumor	ALB	1.0	
Nephrotic Syndrome, Minimal Change	ALB	1.0	
cardiac event	SLC22A5	1.0	
Abnormality of the endocardium	SLC22A5	1.0	
Hepatic steatosis	ALB	1.0	
Hepatic steatosis	SLC22A5	1.0	
Sickle Cell Trait	SLC22A5	1.0	
Varicella zoster	ALB	1.0	
Drusen	ALB	1.0	
Insulin resistance syndrome	ALB	1.0	
Hemoglobinopathy	SLC22A5	1.0	
Myopathy, scapulohumeroperoneal	ALB	1.0	
Myopathy, scapulohumeroperoneal	SLC22A5	1.0	
Bloom syndrome	SLC22A5	1.0	
Nephrosis	ALB	1.0	
Guillain-Barre syndrome, familial	ALB	1.0	
Primary hyperparathyroidism	ALB	1.0	
Drug Resistant Epilepsy	ALB	1.0	
pathologic fistula	SLC22A5	1.0	
Respiratory Tract Diseases	ALB	1.0	
Sicca Syndrome	ALB	1.0	
Hypoalbuminemia	ALB	1.0	
Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset	ALB	1.0	
Abnormality of the musculature of the neck	SLC22A5	1.0	
Congenital hypothyroidism	ALB	1.0	
Adverse drug events and drug allergies	ALB	1.0	
Syncope	SLC22A5	1.0	
Hemolytic uremic syndrome	ALB	1.0	
Congenital chromosomal disease	ALB	1.0	
Congenital chromosomal disease	SLC22A5	1.0	
Incoordination	SLC22A5	1.0	
Occupational Diseases	ALB	1.0	
Microalbuminuria	ALB	1.0	
Chest pain	ALB	1.0	
 {HIV-1 viremia, susceptibility to}, 609423 (3)	ALB	1.0	
Acute Lung Injury	ALB	1.0	
Abnormality of nitrogen compound homeostasis	SLC22A5	1.0	
Azotemia	SLC22A5	1.0	
Complications of Diabetes Mellitus	ALB	1.0	
