Gene	CUI	Source Databases	
ALB	C0027707	Tubulointerstitial nephritis	DisGeNet	
SLC12A3	C0027707	Tubulointerstitial nephritis	DisGeNet	
ALB	C0085580	Essential hypertension	DisGeNet	
KCNMA1	C0085580	Essential hypertension	DisGeNet	
SLC12A3	C0085580	Essential hypertension	DisGeNet	
KCNMA1	C1384514	Primary hyperaldosteronism	DisGeNet	
SLC12A3	C1384514	Primary hyperaldosteronism	DisGeNet	
ALB	C0014544	Epilepsy	DisGeNet	
KCNMA1	C0014544	Epilepsy	DisGeNet	
SLC12A3	C0014544	Epilepsy	DisGeNet	
SLC12A3	C0268450	Familial hypokalemia-hypomagnesemia	ClinVar,DisGeNet	
ALB	C0346402	Malignant neoplasm of adrenal cortex	DisGeNet	
ALB	C2316810	Stage 5 chronic kidney disease	DisGeNet	
SLC12A3	C2316810	Stage 5 chronic kidney disease	DisGeNet	
ALB	C0014867	Esophageal varix	DisGeNet	
SLC12A3	C0242387	Treacher Collins syndrome	DisGeNet	
ALB	C0451641	Urolithiasis	DisGeNet	
ALB	C0152013	Adenocarcinoma of lung	DisGeNet	
KCNMA1	C0152013	Adenocarcinoma of lung	DisGeNet	
SLC12A3	C0152013	Adenocarcinoma of lung	DisGeNet	
ALB	C0013502	Echinococcosis	DisGeNet	
KRT9	C0079298	Epidermolysis bullosa simplex, Cockayne-Touraine type	DisGeNet	
KRT9	C0240641	Palmar hyperkeratosis	HumPhenOnt	
KCNMA1	C0005694	Bladder neck obstruction	DisGeNet	
ALB	C0339467	Proliferative retinopathy	DisGeNet	
SLC12A3	C0553730	Chondrocalcinosis	HumPhenOnt	
KRT9	C0043037	Verrucae	HumPhenOnt	
ALB	C3714796	Isolated somatotropin deficiency	DisGeNet	
KCNMA1	C0001126	Renal tubular acidosis, distal, autosomal dominant	DisGeNet	
ALB	C0038586	Substance Use Disorders	DisGeNet	
ALB	C0751781	Dentatorubral pallidoluysian atrophy	DisGeNet	
ALB	C0002985	Angiokeratoma	DisGeNet	
KCNMA1	C0005944	Metabolic Bone Disorder	DisGeNet	
ALB	C0013338	Isolated growth hormone deficiency type 1B	DisGeNet	
KRT9	C1856954	Plantar hyperkeratosis	HumPhenOnt	
SLC12A3	C3693260	Abnormal urine output	HumPhenOnt	
ALB	C0011884	Diabetic Retinopathy	DisGeNet	
SLC12A3	C0011884	Diabetic Retinopathy	DisGeNet	
ALB	C0031039	Pericardial effusion	DisGeNet	
SLC12A3	C0546817	Hypervolemia	DisGeNet	
SLC12A3	C0854912	Germinoma	DisGeNet	
SLC12A3	C4022657	Abnormal drinking behavior	HumPhenOnt	
ALB	C0026780	Mumps	DisGeNet	
ALB	C0035457	Rhinitis, Allergic, Perennial	DisGeNet	
ALB	C0342200	Endemic Cretinism	DisGeNet	
SLC12A3	C4023579	Abnormality of renal excretion	HumPhenOnt	
KCNMA1	C0152096	Complete trisomy 18 syndrome	DisGeNet	
ALB	C0206734	Hemangioblastoma	DisGeNet	
SLC12A3	C0175704	Noonan syndrome with multiple lentigines	DisGeNet	
ALB	C0017662	Mesangiocapillary glomerulonephritis, type II	DisGeNet	
ALB	C0027719	Nephrosclerosis	DisGeNet	
ALB	C0235025	Peripheral motor neuropathy	DisGeNet	
ALB	C0745744	End Stage Liver Disease	DisGeNet	
SLC12A3	C0002063	Alkalosis	HumPhenOnt	
SLC12A3	C0032617	Polyuria	HumPhenOnt	
ALB	C4023036	Abnormal albumin level	HumPhenOnt	
ALB	C0007121	Bronchogenic Carcinoma	DisGeNet	
KCNMA1	C4023515	Dialeptic seizures	HumPhenOnt	
SLC12A3	C0206633	{TSC2 angiomyolipomas, renal, modifier of}, 613254 (3)	DisGeNet	
ALB	C0010051	Coronary artery aneurysm	DisGeNet	
ALB	C0020476	Hyperlipoproteinemia	DisGeNet	
ALB	C0745103	Hyperlipoproteinemia Type IIa	DisGeNet	
ALB	C1298180	Single tumor	DisGeNet	
ALB	C1704321	Nephrotic Syndrome, Minimal Change	DisGeNet	
SLC12A3	C4023575	Abnormality of potassium homeostasis	HumPhenOnt	
KRT9	C0037277	Skin Diseases, Genetic	DisGeNet	
ALB	C0278488	Carcinoma breast stage IV	DisGeNet	
KCNMA1	C0278488	Carcinoma breast stage IV	DisGeNet	
ALB	C0740380	Varicella zoster	DisGeNet	
ALB	C1260959	Drusen	DisGeNet	
SLC12A3	C0020621	Hypokalemia	HumPhenOnt	
KRT9	C0151669	Increased antibody level in blood	HumPhenOnt	
ALB	C3714619	Insulin resistance syndrome	DisGeNet	
SLC12A3	C0085602	Polydipsia	HumPhenOnt	
ALB	C0027720	Nephrosis	DisGeNet	
KCNMA1	C4023476	EEG with generalized epileptiform discharges	HumPhenOnt	
ALB	C0035078	Renal Insufficiency, Chronic	DisGeNet	
SLC12A3	C0035078	Renal Insufficiency, Chronic	DisGeNet	
ALB	C0018378	Guillain-Barre syndrome, familial	DisGeNet	
SLC12A3	C4023434	Abnormality of urine calcium concentration	HumPhenOnt	
ALB	C0221002	Primary hyperparathyroidism	DisGeNet	
ALB	C1096063	Drug Resistant Epilepsy	DisGeNet	
ALB	C0035242	Respiratory Tract Diseases	DisGeNet	
ALB	C0086981	Sicca Syndrome	DisGeNet	
ALB	C0239981	Hypoalbuminemia	DisGeNet,HumPhenOnt	
KCNMA1	C0600327	Toxic Shock Syndrome	DisGeNet	
ALB	C0030286	Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset	DisGeNet	
KRT9	C4020946	Abnormality of the plantar skin of foot	HumPhenOnt	
SLC12A3	C0751674	Lymphangiomyomatosis	DisGeNet	
KCNMA1	C0013819	EEG with irregular generalized spike and wave complexes	HumPhenOnt	
SLC12A3	C4023645	Abnormality of monovalent inorganic cation homeostasis	HumPhenOnt	
ALB	C0010308	Congenital hypothyroidism	DisGeNet	
ALB	C0041755	Adverse drug events and drug allergies	DisGeNet	
SLC12A3	C0431380	Cortical dysplasia, complex, with other brain malformations 3	DisGeNet	
SLC12A3	C3542024	Aortic valve disease 2	DisGeNet	
SLC12A3	C0559758	Multisystem disorder	DisGeNet	
ALB	C0042373	Vascular Diseases	DisGeNet	
SLC12A3	C0042373	Vascular Diseases	DisGeNet	
KCNMA1	C0019284	Diaphragmatic hernia	DisGeNet	
SLC12A3	C0151747	Renal tubular dysfunction	DisGeNet	
KCNMA1	C1335177	Ovarian Serous Adenocarcinoma	DisGeNet	
ALB	C0019061	Hemolytic uremic syndrome	DisGeNet	
SLC12A3	C0149630	Bicuspid aortic valve	DisGeNet	
ALB	C0028797	Occupational Diseases	DisGeNet	
ALB	C0730345	Microalbuminuria	DisGeNet	
ALB	C0008031	Chest pain	DisGeNet	
KCNMA1	C0014548	Epilepsy, generalized, with febrile seizures plus, type 6 (2)	DisGeNet	
ALB	C0042749	 {HIV-1 viremia, susceptibility to}, 609423 (3)	DisGeNet	
ALB	C0242488	Acute Lung Injury	DisGeNet	
SLC12A3	C0746674	Generalized muscle weakness	HumPhenOnt	
SLC12A3	C2931876	Hirschsprung disease 1	DisGeNet	
SLC12A3	C4073150	Abnormal consumption behavior	HumPhenOnt	
ALB	C0342257	Complications of Diabetes Mellitus	DisGeNet	
ALB	C0013595	Eczema	DisGeNet	
