node_name	node_type	
DB00279	drug	
PCNA	drug_target	
SLC10A1	drug_target	
SERPINA7	drug_target	
TTR	drug_target	
SLC7A5	drug_target	
THRB	drug_target	
SLCO1B3	drug_target	
THRA	drug_target	
SLCO1B1	drug_target	
ABCB1	drug_target	
SLC16A10	drug_target	
SLCO1A2	drug_target	
SLCO4A1	drug_target	
ALB	drug_target	
SLC22A8	drug_target	
UGT1A1	drug_target	
SLCO1C1	drug_target	
Hyperbilirubinemia	phenotype	
Hepatitis D Infection	phenotype	
Febrile Neutropenia	phenotype	
Cholelithiasis	phenotype	
Drug Allergy	phenotype	
Cholecystolithiasis	phenotype	
Hearing Loss, Partial	phenotype	
Leukopenia	phenotype	
Adverse drug events and drug allergies	phenotype	
Influenza	phenotype	
Neutropenia	phenotype	
Abdominal pain	phenotype	
Deficiency of glucose-6-phosphate dehydrogenase	phenotype	
Anemia, Sickle Cell	phenotype	
