Gene	CUI	Source Databases	
ALB	C1318485	Liver regeneration disorder	DisGeNet	
PPARA	C1318485	Liver regeneration disorder	DisGeNet	
PPARD	C1318485	Liver regeneration disorder	DisGeNet	
PPARG	C1318485	Liver regeneration disorder	DisGeNet	
ALB	C0014072	Experimental Autoimmune Encephalomyelitis	DisGeNet	
PPARA	C0014072	Experimental Autoimmune Encephalomyelitis	DisGeNet	
PPARD	C0014072	Experimental Autoimmune Encephalomyelitis	DisGeNet	
PPARG	C0014072	Experimental Autoimmune Encephalomyelitis	DisGeNet	
PTGS1	C0014072	Experimental Autoimmune Encephalomyelitis	DisGeNet	
PTGS2	C0014072	Experimental Autoimmune Encephalomyelitis	DisGeNet	
ALB	C3714619	Insulin resistance syndrome	DisGeNet	
PPARA	C3714619	Insulin resistance syndrome	DisGeNet	
PPARG	C3714619	Insulin resistance syndrome	DisGeNet	
PPARG	C0013395	Dyspepsia	DisGeNet	
PTGS1	C0013395	Dyspepsia	DisGeNet	
PTGS2	C0013395	Dyspepsia	DisGeNet	
ALB	C0041755	Adverse drug events and drug allergies	DisGeNet	
PPARA	C0041755	Adverse drug events and drug allergies	DisGeNet	
PTGS2	C0041755	Adverse drug events and drug allergies	DisGeNet	
PPARG	C0009376	Colonic Polyps	DisGeNet	
PTGS1	C0009376	Colonic Polyps	DisGeNet	
PTGS2	C0009376	Colonic Polyps	DisGeNet	
PPARG	C0206726	gliosarcoma	DisGeNet	
PTGS1	C0206726	gliosarcoma	DisGeNet	
PTGS2	C0206726	gliosarcoma	DisGeNet	
ALB	C0020473	Hyperlipidemia, combined, 1	DisGeNet,HumPhenOnt	
PPARA	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
PPARD	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
PPARG	C0020473	Hyperlipidemia, combined, 1	DisGeNet,HumPhenOnt	
PTGS1	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
PPARG	C0949059	Colorectal polyposis	DisGeNet	
PTGS1	C0949059	Colorectal polyposis	DisGeNet	
PTGS2	C0949059	Colorectal polyposis	DisGeNet	
KRT9	C0037274	Dermatosis NOS	DisGeNet	
PPARA	C0037274	Dermatosis NOS	DisGeNet	
PPARD	C0037274	Dermatosis NOS	DisGeNet	
PPARG	C0037274	Dermatosis NOS	DisGeNet	
PTGS1	C0037274	Dermatosis NOS	DisGeNet	
PTGS2	C0037274	Dermatosis NOS	DisGeNet	
ALB	C0035126	Reperfusion Injury	DisGeNet	
PPARA	C0035126	Reperfusion Injury	DisGeNet	
PPARG	C0035126	Reperfusion Injury	DisGeNet	
PTGS1	C0035126	Reperfusion Injury	DisGeNet	
PTGS2	C0035126	Reperfusion Injury	DisGeNet	
ALB	C0242488	Acute Lung Injury	DisGeNet	
PPARG	C0242488	Acute Lung Injury	DisGeNet	
PTGS2	C0242488	Acute Lung Injury	DisGeNet	
ALB	C0948089	Acute Coronary Syndrome	DisGeNet	
PPARA	C0948089	Acute Coronary Syndrome	DisGeNet	
PPARG	C0948089	Acute Coronary Syndrome	DisGeNet	
PTGS1	C0948089	Acute Coronary Syndrome	DisGeNet	
PTGS2	C0948089	Acute Coronary Syndrome	DisGeNet	
ALB	C0342257	Complications of Diabetes Mellitus	DisGeNet	
PPARG	C0342257	Complications of Diabetes Mellitus	DisGeNet	
PTGS2	C0342257	Complications of Diabetes Mellitus	DisGeNet	
PPARA	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
PPARD	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
PPARG	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
PTGS1	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
PTGS2	C3272363	Ischemic Cerebrovascular Accident	DisGeNet	
PPARA	C0015943	Fetal Membranes, Premature Rupture	DisGeNet	
PPARG	C0015943	Fetal Membranes, Premature Rupture	DisGeNet	
