rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
1	Bleeding disorder, platelet-type, 21	C0005779	2	177	0.0	2.42718446602e-06	F12,F2
2	Cardiovascular Diseases	C0007222	2	1029	0.0	4.85436893204e-06	F12,F2
3	Chorioamnionitis	C0008495	2	195	0.0	7.28155339806e-06	F12,F2
4	Verotoxigenic Escherichia coli gastrointestinal tract infection	C0009450	2	1111	0.0	9.70873786408e-06	F12,F2
5	Coronary heart disease 7	C0010054	2	754	0.0	1.21359223301e-05	F12,F2
6	Diabetes mellitus type 2	C0011860	2	1972	0.0	1.45631067961e-05	F12,F2
7	Fetal Membranes, Premature Rupture	C0015943	2	194	0.0	1.69902912621e-05	F12,F2
8	Bleeding with minor or no trauma	C0019080	2	74	0.0	1.94174757282e-05	F12,F2
9	Hemorrhagic disorder due to intrinsic circulating anticoagulants	C0019087	2	32	0.0	2.18446601942e-05	F12,F2
10	Hypercholesterolemia, autosomal dominant, type B	C0020443	2	212	0.0	2.42718446602e-05	F12,F2
11	Hypertension	C0020538	2	1647	0.0	2.66990291262e-05	F12,F2
12	Kidney Failure, Chronic	C0022661	2	616	0.0	2.91262135922e-05	F12,F2
13	Premature Obstetric Labor	C0022876	2	203	0.0	3.15533980583e-05	F12,F2
14	Myocardial Infarction	C0027051	2	1019	0.0	3.39805825243e-05	F12,F2
15	Secondary hypertriglyceridemia	C0027627	2	3444	0.0	3.64077669903e-05	F12,F2
16	Preeclampsia/eclampsia 1	C0032914	2	371	0.0	3.88349514563e-05	F12,F2
18	Abnormality of the skin	C0037268	2	1376	0.0	4.36893203883e-05	F12,F2
19	Stroke	C0038454	2	1229	0.0	4.61165048544e-05	F12,F2
20	Thromboembolism	C0040038	2	118	0.0	4.85436893204e-05	F12,F2
21	Thrombosis	C0040053	2	157	0.0	5.09708737864e-05	F12,F2
22	Venous thrombosis	C0042487	2	142	0.0	5.33980582524e-05	F12,F2
23	Premature Birth	C0151526	2	376	0.0	5.58252427184e-05	F12,F2
24	Vascular skin abnormality	C0162819	2	359	0.0	5.82524271845e-05	F12,F2
26	Abnormality of blood and blood-forming tissues	C0241657	2	1335	0.0	6.31067961165e-05	F12,F2
27	Protein S deficiency	C0242666	2	30	0.0	6.55339805825e-05	F12,F2
28	Abnormality of cardiovascular system electrophysiology	C0243050	2	1568	0.0	6.79611650485e-05	F12,F2
29	Abnormality of the digestive system	C0266015	2	1679	0.0	7.03883495146e-05	F12,F2
31	Thrombophilia	C0398623	2	125	0.0	7.52427184466e-05	F12,F2
32	Autosomal recessive inheritance	C0441748	2	2006	0.0	7.76699029126e-05	F12,F2
33	Autosomal dominant non-syndromic sensorineural deafness type DFNA	C0443147	2	1262	0.0	8.00970873786e-05	F12,F2
36	Ischemic stroke	C0948008	2	401	0.0	8.73786407767e-05	F12,F2
37	Acute Coronary Syndrome	C0948089	2	320	0.0	8.98058252427e-05	F12,F2
39	Abnormality of coagulation	C1846821	2	113	0.0	9.46601941748e-05	F12,F2
40	Venous Thromboembolism	C1861172	2	240	0.0	9.70873786408e-05	F12,F2
41	Coronary Artery Disease	C1956346	2	1366	0.0	9.95145631068e-05	F12,F2
43	Ischemic Cerebrovascular Accident	C3272363	2	338	0.0	0.000104368932039	F12,F2
45	Abnormality of the respiratory system	C4018871	2	1121	0.0	0.000109223300971	F12,F2
46	Generalized abnormality of skin	C4021157	2	712	0.0	0.000111650485437	F12,F2
48	Abnormal respiratory system morphology	C4022992	2	778	0.0	0.000116504854369	F12,F2
49	Abnormality of skin morphology	C4023528	2	1261	0.0	0.000118932038835	F12,F2
50	Abnormality of the gastrointestinal tract	C4023588	2	886	0.0	0.000121359223301	F12,F2
51	Abnormality of the integument	C4025761	2	1665	0.0	0.000123786407767	F12,F2
52	Abnormality of digestive system physiology	C4293692	2	1132	0.0	0.000126213592233	F12,F2
140	Leg Ulcer	C0023223	1	25	1.0329579172019265e-06	0.000339805825243	F2
141	Spiegler-Brooke syndrome	C1857941	1	25	1.0329579172019265e-06	0.000342233009709	F2
142	Acute hepatitis	C0267797	1	26	1.1190828040907874e-06	0.000344660194175	F2
143	Lupus anticoagulant disorder	C0311370	1	26	1.1190828040907874e-06	0.000347087378641	F2
144	Brain Hemorrhage, Traumatic	C0553692	1	26	1.1190828040907874e-06	0.000349514563107	F2
145	Thrombophilia due to activated protein C resistance	C1861171	1	26	1.1190828040907874e-06	0.000351941747573	F2
146	Homocystinuria due to CBS deficiency	C0019880	1	28	1.3015258377713224e-06	0.000354368932039	F2
147	Thrombosis of retinal vein	C0035328	1	28	1.3015258377713224e-06	0.000356796116505	F2
148	Fulminant hepatitis	C0302809	1	28	1.3015258377713224e-06	0.000359223300971	F2
149	Recurrent E. coli infections	C0014836	1	29	1.3979886140935704e-06	0.000361650485437	F2
150	Femur Head Necrosis	C0015814	1	29	1.3979886140935704e-06	0.000364077669903	F2
151	Pyruvate carboxylase deficiency	C0034341	1	29	1.3979886140935704e-06	0.000366504854369	F2
152	Old myocardial infarction	C0155668	1	29	1.3979886140935704e-06	0.000368932038835	F2
153	Gingival bleeding	C0017565	1	31	1.6011336557708589e-06	0.000371359223301	F2
154	Hemiplegia	C0018991	1	31	1.6011336557708589e-06	0.000373786407767	F2
155	Antithrombin III deficiency	C0272375	1	31	1.6011336557708589e-06	0.000376213592233	F2
156	Puerperal Disorders	C0034040	1	32	1.7078444612961263e-06	0.000378640776699	F2
157	Reduced protein C activity	C0398625	1	32	1.7078444612961263e-06	0.000381067961165	F2
158	Stenosis	C0678234	1	32	1.7078444612961263e-06	0.000383495145631	F2
159	Anterior myocardial infarction	C0340293	1	33	1.818038363521346e-06	0.000385922330097	F2
160	Paratuberculosis	C0030524	1	34	1.931686341549721e-06	0.000388349514563	F2
161	Hepatic encephalopathy	C0019151	1	35	2.0487006666680685e-06	0.000390776699029	F2
162	Resistance to activated protein C	C0600433	1	35	2.0487006666680685e-06	0.000393203883495	F2
163	Prolonged bleeding time	C0439590	1	36	2.1692553230368006e-06	0.000395631067961	F2
164	Deficiency of glucose-6-phosphate dehydrogenase	C2939465	1	36	2.1692553230368006e-06	0.000398058252427	F2
165	Sudden death	C0011071	1	37	2.29326331080415e-06	0.000400485436893	F2
166	Ovarian hyperstimulation syndrome	C0085083	1	38	2.4206366966428305e-06	0.000402912621359	F2
167	End Stage Liver Disease	C0745744	1	38	2.4206366966428305e-06	0.000405339805825	F2
168	Pregnancy associated hypertension	C0852036	1	38	2.4206366966428305e-06	0.000407766990291	F2
169	Purpura, Thrombotic Thrombocytopenic	C0034155	1	39	2.5514625733302765e-06	0.000410194174757	F2
170	Arterial Occlusive Diseases	C0003838	1	41	2.823499724247114e-06	0.000412621359223	F2
171	Pneumonia, Bacterial	C0004626	1	41	2.823499724247114e-06	0.000415048543689	F2
172	Glanzmann thrombasthenia	C0040015	1	41	2.823499724247114e-06	0.000417475728155	F2
173	Thrombotic Microangiopathies	C2717961	1	42	2.964651906967042e-06	0.000419902912621	F2
174	Platelet-type bleeding disorder 15	C0005818	1	43	3.1093139575277817e-06	0.000422330097087	F2
175	Deep vein thrombosis of lower limb	C0340708	1	43	3.1093139575277817e-06	0.000424757281553	F2
176	Disseminated intravascular coagulation	C0012739	1	44	3.257368667908267e-06	0.000427184466019	F2
177	Deep thrombophlebitis	C0151950	1	44	3.257368667908267e-06	0.000429611650485	F2
178	Juvenile myoclonic epilepsy	C0270853	1	44	3.257368667908267e-06	0.000432038834951	F2
179	Bone necrosis	C0029445	1	45	3.408903267887453e-06	0.000434466019417	F2
180	Thromboangiitis Obliterans	C0040021	1	45	3.408903267887453e-06	0.000436893203883	F2
181	Varicose Ulcer	C0042344	1	45	3.408903267887453e-06	0.00043932038835	F2
182	HELLP Syndrome	C0162739	1	45	3.408903267887453e-06	0.000441747572816	F2
183	Kidney Calculi	C0022650	1	47	3.7221782833718464e-06	0.000444174757282	F2
184	Sickle Cell Trait	C0037054	1	47	3.7221782833718464e-06	0.000446601941748	F2
185	Choroidal Neovascularization	C0600518	1	47	3.7221782833718464e-06	0.000449029126214	F2
186	Childhood onset	C1837352	1	47	3.7221782833718464e-06	0.00045145631068	F2
187	Hereditary factor IX deficiency disease	C0008533	1	48	3.884063198844601e-06	0.000453883495146	F2
188	Von Willebrand disease, recessive form	C0042974	1	49	4.049368985681312e-06	0.000456310679612	F2
189	Hemophilia, NOS	C0684275	1	49	4.049368985681312e-06	0.000458737864078	F2
190	Acute Cerebrovascular Accidents	C0751956	1	49	4.049368985681312e-06	0.000461165048544	F2
191	Coronary Restenosis	C0948480	1	49	4.049368985681312e-06	0.00046359223301	F2
192	Nephrosis	C0027720	1	51	4.3902114797989e-06	0.000466019417476	F2
193	Factor V Leiden mutation	C0584960	1	56	5.302723795952424e-06	0.000468446601942	F2
194	Henoch-Schoenlein Purpura	C0034152	1	58	5.6917804410749895e-06	0.000470873786408	F2
195	Cooley's anemia	C0002875	1	61	6.301302119759988e-06	0.000473300970874	F2
196	Menopause present (finding)	C0150312	1	61	6.301302119759988e-06	0.00047572815534	F2
197	Epistaxis	C0014591	1	62	6.5113393392657315e-06	0.000478155339806	F2
198	Vascular Calcification	C0342649	1	62	6.5113393392657315e-06	0.000480582524272	F12
199	Hemolytic uremic syndrome	C0019061	1	65	7.162064452836958e-06	0.000483009708738	F2
200	Limb ischemia	C2945695	1	66	7.385910543500351e-06	0.000485436893204	F2
201	Shock, Septic	C0036974	1	69	8.077999647526646e-06	0.00048786407767	F2
202	Primary antiphospholipid syndrome	C0085278	1	69	8.077999647526646e-06	0.000490291262136	F2
203	Gaucher Disease	C0017205	1	71	8.556658727676414e-06	0.000492718446602	F2
204	Acute Lung Injury	C0242488	1	71	8.556658727676414e-06	0.000495145631068	F2
205	Female infertility	C0021361	1	72	8.80113854107023e-06	0.000497572815534	F2
206	Angina pectoris	C0002962	1	73	9.049031858165968e-06	0.0005	F2
207	 Cerebrovascular disease, occlusive (3)	C0007820	1	73	9.049031858165968e-06	0.000502427184466	F2
208	Homocysteinemia due to MTHFR deficiency	C3495426	1	74	9.30042552049759e-06	0.000504854368932	F2
209	Granulomatosis with Polyangiitis	C3495801	1	74	9.30042552049759e-06	0.000507281553398	F2
210	Postoperative Complications	C0032787	1	75	9.55523264145608e-06	0.000509708737864	F2
211	Complications of Diabetes Mellitus	C0342257	1	75	9.55523264145608e-06	0.00051213592233	F2
212	Migraine with aura	C0154723	1	77	1.0075113246688083e-05	0.000514563106796	F2
213	Protein Deficiency	C0033626	1	78	1.0340274201436905e-05	0.000516990291262	F2
214	Recurrent abortion	C0000809	1	79	1.0608846362725188e-05	0.000519417475728	F2
215	Abnormal thrombosis	C4025731	1	79	1.0608846362725188e-05	0.000521844660194	F2
216	Cerebral edema	C0006114	1	80	1.0880917691968861e-05	0.00052427184466	F2
217	Polycythemia	C0032461	1	81	1.1156371296117129e-05	0.000526699029126	F2
218	Pregnancy loss	C0156543	1	81	1.1156371296117129e-05	0.000529126213592	F2
219	Coronary artery stenosis	C0242231	1	81	1.1156371296117129e-05	0.000531553398058	F2
220	Carcinoma, Lewis Lung	C0243038	1	83	1.1717598259908257e-05	0.000533980582524	F2
221	Iron Overload	C0282193	1	83	1.1717598259908257e-05	0.00053640776699	F2
222	Familial Mediterranean fever	C0031069	1	87	1.2881498632988375e-05	0.000538834951456	F2
