Gene	CUI	Source Databases	
ALB	C0341439	Chronic liver disease	DisGeNet	
RXRA	C0341439	Chronic liver disease	DisGeNet	
RARG	C0025007	Measles	DisGeNet	
RXRA	C0025007	Measles	DisGeNet	
ALB	C0346402	Malignant neoplasm of adrenal cortex	DisGeNet	
ALB	C0014867	Esophageal varix	DisGeNet	
ALB	C0451641	Urolithiasis	DisGeNet	
ALB	C0013502	Echinococcosis	DisGeNet	
KRT9	C0079298	Epidermolysis bullosa simplex, Cockayne-Touraine type	DisGeNet	
KRT9	C0240641	Palmar hyperkeratosis	HumPhenOnt	
ALB	C0339467	Proliferative retinopathy	DisGeNet	
KRT9	C0043037	Verrucae	HumPhenOnt	
ALB	C3714796	Isolated somatotropin deficiency	DisGeNet	
ALB	C0038586	Substance Use Disorders	DisGeNet	
ALB	C0751781	Dentatorubral pallidoluysian atrophy	DisGeNet	
ALB	C0002985	Angiokeratoma	DisGeNet	
ALB	C0013338	Isolated growth hormone deficiency type 1B	DisGeNet	
KRT9	C1856954	Plantar hyperkeratosis	HumPhenOnt	
ALB	C0031039	Pericardial effusion	DisGeNet	
ALB	C0026780	Mumps	DisGeNet	
ALB	C0035457	Rhinitis, Allergic, Perennial	DisGeNet	
ALB	C0342200	Endemic Cretinism	DisGeNet	
ALB	C0206734	Hemangioblastoma	DisGeNet	
RXRA	C1384494	Metastatic Carcinoma	DisGeNet	
ALB	C0017662	Mesangiocapillary glomerulonephritis, type II	DisGeNet	
ALB	C0027719	Nephrosclerosis	DisGeNet	
ALB	C0235025	Peripheral motor neuropathy	DisGeNet	
ALB	C0745744	End Stage Liver Disease	DisGeNet	
ALB	C4023036	Abnormal albumin level	HumPhenOnt	
ALB	C0007121	Bronchogenic Carcinoma	DisGeNet	
ALB	C0010051	Coronary artery aneurysm	DisGeNet	
ALB	C0020476	Hyperlipoproteinemia	DisGeNet	
ALB	C0745103	Hyperlipoproteinemia Type IIa	DisGeNet	
