Gene	CUI	Source Databases	
CTLA4	C0000737	Abdominal pain	HumPhenOnt	
CTLA4	C0000786	Spontaneous abortion	DisGeNet	
CTLA4	C0001403	Primary adrenal insufficiency	DisGeNet	
CTLA4	C0001418	 Adenocarcinoma, ovarian, somatic, 167000 (3)	DisGeNet	
CTLA4	C0002170	Alopecia	HumPhenOnt	
CTLA4	C0002171	Alopecia Areata	DisGeNet,PheGenI	
CTLA4	C0002871	Anemia	DisGeNet,HumPhenOnt	
CTLA4	C0002878	Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency	HumPhenOnt	
CTLA4	C0002880	Autoimmune hemolytic anemia	DisGeNet,HumPhenOnt	
CTLA4	C0002962	Angina pectoris	HumPhenOnt	
CTLA4	C0002965	Angina, Unstable	DisGeNet	
CTLA4	C0003811	Arrhythmias, Cardiac	HumPhenOnt	
CTLA4	C0003850	Arteriosclerosis	DisGeNet,HumPhenOnt	
CTLA4	C0003862	Arthralgia	HumPhenOnt	
CTLA4	C0003864	Arthritis, Rheumatoid	DisGeNet,PheGenI	
CTLA4	C0003872	Arthritis, Psoriatic	DisGeNet	
CTLA4	C0003873	Rheumatoid arthritis	DisGeNet	
CTLA4	C0004096	Asthma	DisGeNet	
CTLA4	C0004153	Atherosclerosis	DisGeNet,HumPhenOnt	
CTLA4	C0004364	Autoimmune disease 1	DisGeNet,HumPhenOnt	
CTLA4	C0004565	Melanoma, B16	DisGeNet	
CTLA4	C0004623	Recurrent bacterial infection	DisGeNet	
CTLA4	C0004936	Mental disorders	DisGeNet	
CTLA4	C0004943	Behcet Syndrome	DisGeNet	
CTLA4	C0005586	Bipolar affective disorder	DisGeNet	
CTLA4	C0005684	Malignant tumor of urinary bladder	DisGeNet	
CTLA4	C0005826	Abnormal systemic blood pressure	HumPhenOnt	
CTLA4	C0005967	Bone neoplasms	DisGeNet	
CTLA4	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
CTLA4	C0006271	Bronchiolitis	DisGeNet	
CTLA4	C0006274	Bronchiolitis, Viral	DisGeNet	
CTLA4	C0006663	Calcinosis	DisGeNet	
CTLA4	C0007114	Skin cancer	DisGeNet	
CTLA4	C0007117	Basal cell carcinoma	DisGeNet	
CTLA4	C0007124	Noninfiltrating Intraductal Carcinoma	DisGeNet	
CTLA4	C0007131	Non-small cell lung carcinoma	DisGeNet	
CTLA4	C0007134	Renal cell carcinoma, nonpapillary	DisGeNet	
CTLA4	C0007137	Squamous cell carcinoma	DisGeNet	
CTLA4	C0007193	Cardiomyopathy, Dilated	DisGeNet	
CTLA4	C0007570	Celiac Disease	ClinVar,DisGeNet	
CTLA4	C0007684	CNS infection	HumPhenOnt	
CTLA4	C0007786	Brain Ischemia	DisGeNet	
CTLA4	C0007847	Malignant tumor of cervix	DisGeNet	
CTLA4	C0007873	Uterine Cervical Neoplasms	DisGeNet	
CTLA4	C0008031	Chest pain	HumPhenOnt	
CTLA4	C0008149	Chlamydia Infections	DisGeNet	
CTLA4	C0008312	Primary biliary cirrhosis	DisGeNet	
CTLA4	C0008313	Cholangitis, Sclerosing	DisGeNet	
CTLA4	C0008370	Cholestasis, benign recurrent intrahepatic 1	DisGeNet	
CTLA4	C0008497	Choriocarcinoma	DisGeNet	
CTLA4	C0008677	Bronchitis, Chronic	DisGeNet	
CTLA4	C0009319	Colitis, Ulcerative	DisGeNet	
CTLA4	C0009324	Ulcerative colitis	DisGeNet	
CTLA4	C0009375	Neoplasm of the colon	DisGeNet	
CTLA4	C0009402	Colorectal cancer 1	DisGeNet	
CTLA4	C0009404	Colorectal Neoplasms	DisGeNet	
CTLA4	C0009443	Familial cold-induced inflammatory syndrome 1, 120100 (3)	DisGeNet	
CTLA4	C0009447	Common variable immunodeficiency 2	DisGeNet	
CTLA4	C0009450	Verotoxigenic Escherichia coli gastrointestinal tract infection	DisGeNet	
CTLA4	C0009782	Connective Tissue Diseases	DisGeNet	
CTLA4	C0009812	Constitutional symptom	HumPhenOnt	
CTLA4	C0010054	Coronary heart disease 7	DisGeNet	
CTLA4	C0010200	Cough	HumPhenOnt	
CTLA4	C0010346	Crohn Disease	DisGeNet	
CTLA4	C0010823	Cytomegalovirus Infections	DisGeNet	
CTLA4	C0011311	Dengue Fever	DisGeNet	
CTLA4	C0011606	Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper-ige	DisGeNet,HumPhenOnt	
CTLA4	C0011615	Dermatitis, Atopic	DisGeNet	
CTLA4	C0011633	Dermatomyositis	DisGeNet	
CTLA4	C0011848	Diabetes insipidus	HumPhenOnt	
CTLA4	C0011849	Diabetes Mellitus, Type 1	DisGeNet,PheGenI	
CTLA4	C0011854	Diabetes mellitus type 1	DisGeNet	
CTLA4	C0011860	Diabetes mellitus type 2	DisGeNet	
CTLA4	C0011880	Diabetic ketoacidosis	DisGeNet	
CTLA4	C0011991	Diarrhea 8, secretory sodium, congenital	HumPhenOnt	
CTLA4	C0012634	Gallbladder disease 4	DisGeNet	
CTLA4	C0013592	Ectropion	HumPhenOnt	
CTLA4	C0013595	Eczema	DisGeNet,HumPhenOnt	
CTLA4	C0013604	Hydrops, lactic acidosis, and sideroblastic anemia	HumPhenOnt	
CTLA4	C0014072	Experimental Autoimmune Encephalomyelitis	DisGeNet	
CTLA4	C0014130	Disorder of endocrine system	DisGeNet	
CTLA4	C0014175	Endometriosis	DisGeNet	
CTLA4	C0014457	Eosinophilia	DisGeNet	
CTLA4	C0014591	Epistaxis	HumPhenOnt	
CTLA4	C0014743	Erythema nodosum	DisGeNet	
CTLA4	C0015230	Exanthema	HumPhenOnt	
CTLA4	C0015300	Proptosis	HumPhenOnt	
CTLA4	C0015393	Abnormality of the eye	HumPhenOnt	
CTLA4	C0015397	orbit (eye disorders)	DisGeNet	
CTLA4	C0015672	Fatigue	HumPhenOnt	
CTLA4	C0015695	Hepatic steatosis	DisGeNet	
CTLA4	C0015929	Fetal Diseases	DisGeNet	
CTLA4	C0015967	Malignant hyperthermia susceptibility type 5	HumPhenOnt	
CTLA4	C0016169	pathologic fistula	DisGeNet	
CTLA4	C0017086	Gangrene	HumPhenOnt	
CTLA4	C0017181	Gastrointestinal hemorrhage	HumPhenOnt	
CTLA4	C0017563	Gingival Diseases	DisGeNet	
CTLA4	C0017658	Glomerulonephritis, Membranous	DisGeNet	
CTLA4	C0017665	Membranous nephropathy, susceptibility to	DisGeNet	
CTLA4	C0018133	Graft-versus-host disease, susceptibility to	DisGeNet	
CTLA4	C0018213	Graves Disease	DisGeNet,PheGenI	
CTLA4	C0018621	Hay fever	DisGeNet	
CTLA4	C0018681	Headache	HumPhenOnt	
CTLA4	C0018784	Sensorineural hearing impairment	HumPhenOnt	
