Gene	CUI	Source Databases	
ALB	C0013502	Echinococcosis	DisGeNet	
CYP1A1	C0013502	Echinococcosis	DisGeNet	
PTGS1	C0013502	Echinococcosis	DisGeNet	
ALB	C0035457	Rhinitis, Allergic, Perennial	DisGeNet	
CYP1A1	C0035457	Rhinitis, Allergic, Perennial	DisGeNet	
PTGS2	C0035457	Rhinitis, Allergic, Perennial	DisGeNet	
ALB	C0007121	Bronchogenic Carcinoma	DisGeNet	
CYP1A1	C0007121	Bronchogenic Carcinoma	DisGeNet	
PTGS2	C0007121	Bronchogenic Carcinoma	DisGeNet	
CYP1A1	C0009376	Colonic Polyps	DisGeNet	
PTGS1	C0009376	Colonic Polyps	DisGeNet	
PTGS2	C0009376	Colonic Polyps	DisGeNet	
CYP1A1	C0949059	Colorectal polyposis	DisGeNet	
PTGS1	C0949059	Colorectal polyposis	DisGeNet	
PTGS2	C0949059	Colorectal polyposis	DisGeNet	
ALB	C0242488	Acute Lung Injury	DisGeNet	
CYP1A1	C0242488	Acute Lung Injury	DisGeNet	
PTGS2	C0242488	Acute Lung Injury	DisGeNet	
CYP1A1	C0018552	Hamartoma	DisGeNet	
PTGS1	C0018552	Hamartoma	DisGeNet	
PTGS2	C0018552	Hamartoma	DisGeNet	
CYP1A1	C0206720	Squamous Cell Neoplasms	DisGeNet	
PTGS2	C0206720	Squamous Cell Neoplasms	DisGeNet	
PTGS1	C0744310	gastritis h pylori	DisGeNet	
PTGS2	C0744310	gastritis h pylori	DisGeNet	
CYP1A1	C1302401	Adenoma of large intestine	DisGeNet	
PPARD	C1302401	Adenoma of large intestine	DisGeNet	
PTGS1	C1302401	Adenoma of large intestine	DisGeNet	
PTGS2	C1302401	Adenoma of large intestine	DisGeNet	
PTGS1	C1852467	Creutzfeldt-Jakob Disease, Sporadic	DisGeNet	
PTGS2	C1852467	Creutzfeldt-Jakob Disease, Sporadic	DisGeNet	
PTGS1	C0022572	keratoacanthoma	DisGeNet	
PTGS2	C0022572	keratoacanthoma	DisGeNet	
ALB	C0031039	Pericardial effusion	DisGeNet	
PTGS2	C0031039	Pericardial effusion	DisGeNet	
CYP1A1	C0030920	Peptic ulcer	DisGeNet	
PTGS1	C0030920	Peptic ulcer	DisGeNet	
PTGS2	C0030920	Peptic ulcer	DisGeNet	
CYP1A1	C0149978	Rectal Carcinoma	DisGeNet	
PPARD	C0149978	Rectal Carcinoma	DisGeNet	
PTGS1	C0149978	Rectal Carcinoma	DisGeNet	
PTGS2	C0149978	Rectal Carcinoma	DisGeNet	
