node1	node2	edge_score	
DB01119	KCNJ11	1.0	
DB01119	SLC12A3	1.0	
DB01119	CA2	1.0	
DB01119	CA1	1.0	
DB01119	KCNMA1	1.0	
DB01119	GLUL	1.0	
DB01119	ATP1A1	1.0	
KCNJ11		1.0
SLC12A3		1.0
Abnormality of acid-base homeostasis	KCNJ11	1.0	
Abnormality of acid-base homeostasis	SLC12A3	1.0	
Atherosclerosis	KCNJ11	1.0	
Atherosclerosis	SLC12A3	1.0	
Diabetes Mellitus, Type 1	KCNJ11	1.0	
Diabetes Mellitus, Type 1	SLC12A3	1.0	
Diabetes mellitus type 2	KCNJ11	1.0	
Diabetes mellitus type 2	SLC12A3	1.0	
Diarrhea 8, secretory sodium, congenital	KCNJ11	1.0	
Diarrhea 8, secretory sodium, congenital	SLC12A3	1.0	
Epilepsy	KCNJ11	1.0	
Epilepsy	SLC12A3	1.0	
Hypertension	KCNJ11	1.0	
Hypertension	SLC12A3	1.0	
Kidney Failure, Chronic	KCNJ11	1.0	
Kidney Failure, Chronic	SLC12A3	1.0	
Muscle weakness	KCNJ11	1.0	
Muscle weakness	SLC12A3	1.0	
Peripheral neuropathy, myopathy, hoarseness, and hearing loss	KCNJ11	1.0	
Peripheral neuropathy, myopathy, hoarseness, and hearing loss	SLC12A3	1.0	
Seizures, Febrile	KCNJ11	1.0	
Seizures, Febrile	SLC12A3	1.0	
Abnormality of the genitourinary system	KCNJ11	1.0	
Abnormality of the genitourinary system	SLC12A3	1.0	
Vomiting	KCNJ11	1.0	
Vomiting	SLC12A3	1.0	
Abnormal renal physiology	KCNJ11	1.0	
Abnormal renal physiology	SLC12A3	1.0	
Renal tubular dysfunction	KCNJ11	1.0	
Renal tubular dysfunction	SLC12A3	1.0	
Behavioral abnormality	KCNJ11	1.0	
Behavioral abnormality	SLC12A3	1.0	
Abnormal joint morphology	KCNJ11	1.0	
Abnormal joint morphology	SLC12A3	1.0	
Abnormality of the digestive system	KCNJ11	1.0	
Abnormality of the digestive system	SLC12A3	1.0	
Congenital anomalies of kidney and urinary tract 1, susceptibility to	KCNJ11	1.0	
Congenital anomalies of kidney and urinary tract 1, susceptibility to	SLC12A3	1.0	
Autosomal recessive inheritance	KCNJ11	1.0	
Autosomal recessive inheritance	SLC12A3	1.0	
Abnormality of the nervous system	KCNJ11	1.0	
Abnormality of the nervous system	SLC12A3	1.0	
Abdominal symptom	KCNJ11	1.0	
Abdominal symptom	SLC12A3	1.0	
Abnormality of the musculature	KCNJ11	1.0	
Abnormality of the musculature	SLC12A3	1.0	
Abnormality of metabolism/homeostasis	KCNJ11	1.0	
Abnormality of metabolism/homeostasis	SLC12A3	1.0	
Abnormality of the skeletal system	KCNJ11	1.0	
Abnormality of the skeletal system	SLC12A3	1.0	
Abnormality of the urinary system	KCNJ11	1.0	
Abnormality of the urinary system	SLC12A3	1.0	
Abnormality of nervous system morphology	KCNJ11	1.0	
Abnormality of nervous system morphology	SLC12A3	1.0	
Abnormality of nervous system physiology	KCNJ11	1.0	
Abnormality of nervous system physiology	SLC12A3	1.0	
Abnormality of skeletal morphology	KCNJ11	1.0	
Abnormality of skeletal morphology	SLC12A3	1.0	
Abnormality of muscle physiology	KCNJ11	1.0	
Abnormality of muscle physiology	SLC12A3	1.0	
Abnormality of central motor function	KCNJ11	1.0	
Abnormality of central motor function	SLC12A3	1.0	
Abnormality of the urinary system physiology	KCNJ11	1.0	
Abnormality of the urinary system physiology	SLC12A3	1.0	
Abnormality of the upper urinary tract	KCNJ11	1.0	
Abnormality of the upper urinary tract	SLC12A3	1.0	
Abnormality of connective tissue	KCNJ11	1.0	
Abnormality of connective tissue	SLC12A3	1.0	
Abnormality of urine homeostasis	KCNJ11	1.0	
Abnormality of urine homeostasis	SLC12A3	1.0	
Abnormality of the endocrine system	KCNJ11	1.0	
Abnormality of the endocrine system	SLC12A3	1.0	
