Gene	CUI	Source Databases	
LST1	C0042344	Varicose Ulcer	DisGeNet	
LTA	C0042344	Varicose Ulcer	DisGeNet	
TNF	C0042344	Varicose Ulcer	DisGeNet	
LST1	C0025303	Meningococcal Infections	DisGeNet	
LTA	C0025303	Meningococcal Infections	DisGeNet	
TNF	C0025303	Meningococcal Infections	DisGeNet	
LST1	C0242852	Vitreoretinopathy, neovascular inflammatory, 193235 (3)	DisGeNet	
LTA	C0242852	Vitreoretinopathy, neovascular inflammatory, 193235 (3)	DisGeNet	
TNF	C0242852	Vitreoretinopathy, neovascular inflammatory, 193235 (3)	DisGeNet	
LST1	C0035305	Retinal detachment	DisGeNet	
LTA	C0035305	Retinal detachment	DisGeNet	
TNF	C0035305	Retinal detachment	DisGeNet	
LTA	C0014848	Achalasia	DisGeNet	
TNF	C0014848	Achalasia	DisGeNet	
LTA	C0041466	Typhoid Fever	DisGeNet	
TNF	C0041466	Typhoid Fever	DisGeNet	
LTA	C0302809	Fulminant hepatitis	DisGeNet	
TNF	C0302809	Fulminant hepatitis	DisGeNet	
LTA	C0038363	Oral aphthae	DisGeNet	
TNF	C0038363	Oral aphthae	DisGeNet	
LTA	C3714644	Neoplasm of the thymus	DisGeNet	
TNF	C3714644	Neoplasm of the thymus	DisGeNet	
LTA	C0024535	Malaria, Falciparum	DisGeNet	
LTB	C0024535	Malaria, Falciparum	DisGeNet	
TNF	C0024535	Malaria, Falciparum	DisGeNet	
LTA	C0004030	Systemic aspergillosis	DisGeNet	
TNF	C0004030	Systemic aspergillosis	DisGeNet	
LTA	C0019151	Hepatic encephalopathy	DisGeNet	
TNF	C0019151	Hepatic encephalopathy	DisGeNet	
LTA	C0041582	Peptic Ulcer Hemorrhage	DisGeNet	
TNF	C0041582	Peptic Ulcer Hemorrhage	DisGeNet	
LTA	C0694549	Community acquired pneumonia	DisGeNet	
TNF	C0694549	Community acquired pneumonia	DisGeNet	
LTA	C1333762	Gastric Cardia Adenocarcinoma	DisGeNet	
TNF	C1333762	Gastric Cardia Adenocarcinoma	DisGeNet	
LTA	C0042384	Vasculitis	DisGeNet	
LTB	C0042384	Vasculitis	DisGeNet	
TNF	C0042384	Vasculitis	DisGeNet	
LTA	C0038354	Stomach Diseases	DisGeNet	
TNF	C0038354	Stomach Diseases	DisGeNet	
LTA	C0162565	Acute intermittent porphyria	DisGeNet	
TNF	C0162565	Acute intermittent porphyria	DisGeNet	
LTA	C0162739	HELLP Syndrome	DisGeNet	
TNF	C0162739	HELLP Syndrome	DisGeNet	
LTA	C0015674	Chronic Fatigue Syndrome	DisGeNet	
TNF	C0015674	Chronic Fatigue Syndrome	DisGeNet	
LTA	C0042165	Anterior uveitis	DisGeNet	
TNF	C0042165	Anterior uveitis	DisGeNet	
LST1	C0024530	Malaria	DisGeNet	
LTA	C0024530	Malaria	DisGeNet	
LTB	C0024530	Malaria	DisGeNet	
TNF	C0024530	Malaria	DisGeNet	
LTA	C0948480	Coronary Restenosis	DisGeNet	
TNF	C0948480	Coronary Restenosis	DisGeNet	
LTA	C0032269	Pneumococcal Infections	DisGeNet	
TNF	C0032269	Pneumococcal Infections	DisGeNet	
LTA	C0030807	Pemphigus	DisGeNet	
TNF	C0030807	Pemphigus	DisGeNet	
LTA	C0007930	Chagas Cardiomyopathy	DisGeNet	
TNF	C0007930	Chagas Cardiomyopathy	DisGeNet	
LTA	C0023283	Zoonotic form of cutaneous leishmaniasis	DisGeNet	
TNF	C0023283	Zoonotic form of cutaneous leishmaniasis	DisGeNet	
LTA	C0014743	Erythema nodosum	DisGeNet	
TNF	C0014743	Erythema nodosum	DisGeNet	
LTA	C0029172	Oral Submucous Fibrosis	DisGeNet	
TNF	C0029172	Oral Submucous Fibrosis	DisGeNet	
LTA	C0036983	 {Septic shock, susceptibility to} (3)	DisGeNet	
TNF	C0036983	 {Septic shock, susceptibility to} (3)	DisGeNet	
LTB	C0013371	Shigella Infections	DisGeNet	
TNF	C0013371	Shigella Infections	DisGeNet	
LTA	C0036205	Sarcoidosis, Pulmonary	DisGeNet	
TNF	C0036205	Sarcoidosis, Pulmonary	DisGeNet	
LTA	C0040592	Trachoma	DisGeNet	
TNF	C0040592	Trachoma	DisGeNet	
LTA	C0752308	Hypoxia-Ischemia, Brain	DisGeNet	
TNF	C0752308	Hypoxia-Ischemia, Brain	DisGeNet	
LTA	C1535939	Pneumocystis jiroveci pneumonia	DisGeNet	
TNF	C1535939	Pneumocystis jiroveci pneumonia	DisGeNet	
LTA	C0006271	Bronchiolitis	DisGeNet	
TNF	C0006271	Bronchiolitis	DisGeNet	
LTA	C0338480	Common Migraine	DisGeNet	
TNF	C0338480	Common Migraine	DisGeNet	
LTA	C0017574	Gingivitis	DisGeNet	
TNF	C0017574	Gingivitis	DisGeNet	
LTA	C0392707	{Atopy, susceptibility to}, 147050 (3)	DisGeNet	
TNF	C0392707	{Atopy, susceptibility to}, 147050 (3)	DisGeNet	
LTA	C0042721	Viral hepatitis	DisGeNet	
TNF	C0042721	Viral hepatitis	DisGeNet	
LTB	C0008677	Bronchitis, Chronic	DisGeNet	
TNF	C0008677	Bronchitis, Chronic	DisGeNet	
LTA	C0032787	Postoperative Complications	DisGeNet	
TNF	C0032787	Postoperative Complications	DisGeNet	
LTA	C0342257	Complications of Diabetes Mellitus	DisGeNet	
TNF	C0342257	Complications of Diabetes Mellitus	DisGeNet	
LTA	C0949691	Spondylarthropathies	DisGeNet	
TNF	C0949691	Spondylarthropathies	DisGeNet	
LTA	C0000809	Recurrent abortion	DisGeNet	
TNF	C0000809	Recurrent abortion	DisGeNet	
LTA	C0013182	Drug Allergy	DisGeNet	
TNF	C0013182	Drug Allergy	DisGeNet	
LTA	C0013295	Duodenal Ulcer	DisGeNet	
TNF	C0013295	Duodenal Ulcer	DisGeNet	
LTA	C0156543	Pregnancy loss	DisGeNet	
TNF	C0156543	Pregnancy loss	DisGeNet	
LTA	C0242231	Coronary artery stenosis	DisGeNet	
TNF	C0242231	Coronary artery stenosis	DisGeNet	
LTA	C0008149	Chlamydia Infections	DisGeNet	
TNF	C0008149	Chlamydia Infections	DisGeNet	
LTA	C0206139	Lichen Planus, Oral	DisGeNet	
TNF	C0206139	Lichen Planus, Oral	DisGeNet	
LTA	C0264716	Chronic heart failure	DisGeNet	
TNF	C0264716	Chronic heart failure	DisGeNet	
LTA	C1719672	Severe Sepsis	DisGeNet	
TNF	C1719672	Severe Sepsis	DisGeNet	
LTA	C0019340	Herpes NOS	DisGeNet	
TNF	C0019340	Herpes NOS	DisGeNet	
LTB	C1318485	Liver regeneration disorder	DisGeNet	
TNF	C1318485	Liver regeneration disorder	DisGeNet	
LTA	C0242723	Parasitemia	DisGeNet	
TNF	C0242723	Parasitemia	DisGeNet	
LTA	C0339143	Thyroid associated opthalmopathies	DisGeNet	
TNF	C0339143	Thyroid associated opthalmopathies	DisGeNet	
LTA	C0042029	Urinary tract infection	DisGeNet	
TNF	C0042029	Urinary tract infection	DisGeNet	
LTB	C0867389	Chronic graft-versus-host disease	DisGeNet	
TNF	C0867389	Chronic graft-versus-host disease	DisGeNet	
LTB	C0699949	airway disease	DisGeNet	
TNF	C0699949	airway disease	DisGeNet	
LTA	C2919828	Chronic ulcerative colitis	DisGeNet	
TNF	C2919828	Chronic ulcerative colitis	DisGeNet	
LTA	C0007789	Cerebral palsy, spastic quadriplegic, 3	DisGeNet	
TNF	C0007789	Cerebral palsy, spastic quadriplegic, 3	DisGeNet	
LTA	C0024534	Malaria, Cerebral	DisGeNet	
TNF	C0024534	Malaria, Cerebral	DisGeNet	
LTA	C0029458	Postmenopausal osteoporosis	DisGeNet	
TNF	C0029458	Postmenopausal osteoporosis	DisGeNet	
LTA	C0010692	Cystitis	DisGeNet	
TNF	C0010692	Cystitis	DisGeNet	
LTA	C0001339	Acute pancreatitis	DisGeNet	
TNF	C0001339	Acute pancreatitis	DisGeNet	
LTA	C0004610	Bacteremia, susceptibility to, 2	DisGeNet	
TNF	C0004610	Bacteremia, susceptibility to, 2	DisGeNet	
LTA	C0221198	NOONAN-LIKE/MULTIPLE GIANT CELL LESION SYNDROME (disorder)	DisGeNet	
TNF	C0221198	NOONAN-LIKE/MULTIPLE GIANT CELL LESION SYNDROME (disorder)	DisGeNet	
LST1	C0151526	Premature Birth	DisGeNet	
LTA	C0151526	Premature Birth	DisGeNet	
TNF	C0151526	Premature Birth	DisGeNet	
LTA	C0023443	Hairy Cell Leukemia	DisGeNet	
TNF	C0023443	Hairy Cell Leukemia	DisGeNet	
LTA	C0079487	Helicobacter Infections	DisGeNet	
TNF	C0079487	Helicobacter Infections	DisGeNet	
LTA	C0398650	Idiopathic thrombocytopenic purpura	DisGeNet	
TNF	C0398650	Idiopathic thrombocytopenic purpura	DisGeNet	
LTA	C0037199	Sinusitis	DisGeNet	
TNF	C0037199	Sinusitis	DisGeNet	
LTB	C0031154	Peritonitis	DisGeNet	
TNF	C0031154	Peritonitis	DisGeNet	
LTA	C0017154	Chronic atrophic gastritis	DisGeNet	
TNF	C0017154	Chronic atrophic gastritis	DisGeNet	
LTA	C0038358	Gastric ulcer	DisGeNet	
TNF	C0038358	Gastric ulcer	DisGeNet	
LTA	C0020523	Immediate hypersensitivity	DisGeNet	
TNF	C0020523	Immediate hypersensitivity	DisGeNet	
LTA	C0019829	Hodgkin Disease	DisGeNet	
LTB	C0019829	Hodgkin Disease	DisGeNet	
TNF	C0019829	Hodgkin Disease	DisGeNet	
LTA	C0007786	Brain Ischemia	DisGeNet	
LTB	C0007786	Brain Ischemia	DisGeNet	
TNF	C0007786	Brain Ischemia	DisGeNet	
LTA	C0079774	Peripheral T-Cell Lymphoma	DisGeNet	
TNF	C0079774	Peripheral T-Cell Lymphoma	DisGeNet	
LTA	C0009447	Common variable immunodeficiency 2	DisGeNet	
TNF	C0009447	Common variable immunodeficiency 2	DisGeNet	
LST1	C0026857	Musculoskeletal Diseases	DisGeNet	
TNF	C0026857	Musculoskeletal Diseases	DisGeNet	
LTA	C0032962	Pregnancy Complications	DisGeNet	
TNF	C0032962	Pregnancy Complications	DisGeNet	
LST1	C0032964	Pregnancy Complications, Hematologic	DisGeNet	
TNF	C0032964	Pregnancy Complications, Hematologic	DisGeNet	
LTA	C0162557	Acute hepatic failure	DisGeNet	
TNF	C0162557	Acute hepatic failure	DisGeNet	
LTA	C0206062	Lung Diseases, Interstitial	DisGeNet	
