node1	node2	edge_score	
DB09401	BCL2L1	1.0	
DB09401	MCL1	1.0	
DB09401	BCL2	1.0	
BCL2		1.0
MCL1		1.0
Adenomas, multiple colorectal, 608456 (3)	BCL2	1.0	
Adenomas, multiple colorectal, 608456 (3)	MCL1	1.0	
Neoplasm of the adrenal gland	BCL2	1.0	
Neoplasm of the adrenal gland	MCL1	1.0	
Anxiety Disorders	BCL2	1.0	
Anxiety Disorders	MCL1	1.0	
Rheumatoid arthritis	BCL2	1.0	
Rheumatoid arthritis	MCL1	1.0	
Malignant tumor of urinary bladder	BCL2	1.0	
Malignant tumor of urinary bladder	MCL1	1.0	
Brain neoplasm	BCL2	1.0	
Brain neoplasm	MCL1	1.0	
Breast-ovarian cancer, familial 1	BCL2	1.0	
Breast-ovarian cancer, familial 1	MCL1	1.0	
Burkitt lymphoma	BCL2	1.0	
Burkitt lymphoma	MCL1	1.0	
Colon cancer	BCL2	1.0	
Colon cancer	MCL1	1.0	
Malignant neoplasm of endometrium	BCL2	1.0	
Malignant neoplasm of endometrium	MCL1	1.0	
Malignant neoplasm of larynx	BCL2	1.0	
Malignant neoplasm of larynx	MCL1	1.0	
Merkel cell carcinoma	BCL2	1.0	
Merkel cell carcinoma	MCL1	1.0	
Non-small cell lung carcinoma	BCL2	1.0	
Non-small cell lung carcinoma	MCL1	1.0	
Renal cell carcinoma, nonpapillary	BCL2	1.0	
Renal cell carcinoma, nonpapillary	MCL1	1.0	
Squamous cell carcinoma	BCL2	1.0	
Squamous cell carcinoma	MCL1	1.0	
Malignant tumor of cervix	BCL2	1.0	
Malignant tumor of cervix	MCL1	1.0	
Choriocarcinoma	BCL2	1.0	
Choriocarcinoma	MCL1	1.0	
Ulcerative colitis	BCL2	1.0	
Ulcerative colitis	MCL1	1.0	
Colorectal cancer 1	BCL2	1.0	
Colorectal cancer 1	MCL1	1.0	
Colorectal Neoplasms	BCL2	1.0	
Colorectal Neoplasms	MCL1	1.0	
Verotoxigenic Escherichia coli gastrointestinal tract infection	BCL2	1.0	
Verotoxigenic Escherichia coli gastrointestinal tract infection	MCL1	1.0	
Death, Sudden, Cardiac	BCL2	1.0	
Death, Sudden, Cardiac	MCL1	1.0	
Depressive Disorder	BCL2	1.0	
Depressive Disorder	MCL1	1.0	
Diabetes Mellitus, Type 1	BCL2	1.0	
Diabetes Mellitus, Type 1	MCL1	1.0	
Glioblastoma	BCL2	1.0	
Glioblastoma	MCL1	1.0	
Glioma	BCL2	1.0	
Glioma	MCL1	1.0	
Acute type B viral hepatitis	BCL2	1.0	
Acute type B viral hepatitis	MCL1	1.0	
Histiocytosis, Langerhans-Cell	BCL2	1.0	
Histiocytosis, Langerhans-Cell	MCL1	1.0	
Hydatidiform mole, recurrent, 2	BCL2	1.0	
Hydatidiform mole, recurrent, 2	MCL1	1.0	
Leiomyoma	BCL2	1.0	
Leiomyoma	MCL1	1.0	
Leukemia, Lymphocytic, Chronic, B-Cell	BCL2	1.0	
Leukemia, Lymphocytic, Chronic, B-Cell	MCL1	1.0	
Chronic Lymphocytic Leukemia	BCL2	1.0	
Chronic Lymphocytic Leukemia	MCL1	1.0	
Acute Erythroblastic Leukemia	BCL2	1.0	
Acute Erythroblastic Leukemia	MCL1	1.0	
Acute lymphoid leukemia	BCL2	1.0	
Acute lymphoid leukemia	MCL1	1.0	
Leukemia, Lymphocytic, Acute, L1	BCL2	1.0	
Leukemia, Lymphocytic, Acute, L1	MCL1	1.0	
Acute myeloid leukemia	BCL2	1.0	
Acute myeloid leukemia	MCL1	1.0	
Myeloid leukemia	BCL2	1.0	
Myeloid leukemia	MCL1	1.0	
Chronic myeloid leukemia	BCL2	1.0	
Chronic myeloid leukemia	MCL1	1.0	
Acute promyelocytic leukemia	BCL2	1.0	
Acute promyelocytic leukemia	MCL1	1.0	
