Gene	CUI	Source Databases	
CYP1A2	C0085859	Polyglandular Type I Autoimmune Syndrome	DisGeNet	
CYP1A2	C0032229	Pleural Neoplasms	DisGeNet	
SCNN1B	C0020461	Hyperkalemia	HumPhenOnt	
CYP1A2	C0273115	Lung Injury	DisGeNet	
SCNN1B	C4023644	Abnormality of sodium homeostasis	HumPhenOnt	
SCNN1B	C0020625	Hyponatremia	HumPhenOnt	
SCNN1B	C4025685	Adrenal overactivity	HumPhenOnt	
CYP1A2	C0042963	Vomiting	DisGeNet	
SCNN1B	C0042963	Vomiting	HumPhenOnt	
CYP1A2	C0162566	 {Porphyria cutanea tarda, susceptibility to}, 176100 (3)	DisGeNet	
CYP1A2	C0036349	Paranoid Schizophrenia	DisGeNet	
CYP1A2	C0221765	Chronic schizophrenia	DisGeNet	
CYP1A2	C0919532	Genomic Instability	DisGeNet	
