rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
44	Bronchiolitis Obliterans	C0006272	4	61	8.258502215419128e-09	2.06766917293e-05	IFNG,IL2,NOS3,TNF
45	Tardive Dyskinesia	C0686347	4	64	1.0517058002257329e-08	2.11466165414e-05	CYP3A4,NOS3,PDE4B,TNF
48	 {HIV-1 viremia, susceptibility to}, 609423 (3)	C0042749	4	71	1.793359372115333e-08	2.25563909774e-05	CYP3A4,IFNG,IL2,TNF
49	Rheumatoid Nodule	C0035450	3	25	1.8116563027525956e-08	2.30263157895e-05	IFNG,IL2,TNF
50	Orofacial dyskinesia	C0152115	4	73	2.0622788032831352e-08	2.34962406015e-05	CYP3A4,NOS3,PDE4B,TNF
51	Complications of Diabetes Mellitus	C0342257	4	75	2.3683269567698062e-08	2.39661654135e-05	IFNG,IL2,NOS3,TNF
52	Steroid-sensitive nephrotic syndrome	C0403396	3	27	2.50572655957626e-08	2.44360902256e-05	IFNG,IL2,TNF
56	Bovine Anaplasmosis	C0002797	3	28	2.9187513628237127e-08	2.63157894737e-05	IFNG,IL2,TNF
57	Malignant neoplasm of vulva	C0375071	3	28	2.9187513628237127e-08	2.67857142857e-05	IL2,NOS3,TNF
58	Alopecia Areata	C0002171	4	79	3.081041966002118e-08	2.72556390977e-05	IFNG,IL2,NOS3,TNF
59	Femur Head Necrosis	C0015814	3	29	3.387321390047049e-08	2.77255639098e-05	CYP3A4,NOS3,TNF
60	Familial cold-induced inflammatory syndrome 1, 120100 (3)	C0009443	3	30	3.9084938951994275e-08	2.81954887218e-05	IFNG,IL2,TNF
61	Oral aphthae	C0038363	3	30	3.9084938951994275e-08	2.86654135338e-05	IFNG,IL2,TNF
70	Periodontal Pocket	C0031094	3	33	5.818317994066291e-08	3.28947368421e-05	IFNG,IL2,TNF
71	Angina, Unstable	C0002965	4	92	6.655597928340029e-08	3.33646616541e-05	IFNG,NOS3,PDE4D,TNF
72	Equine Infectious Anemia	C0014661	3	35	7.440368687827714e-08	3.38345864662e-05	IFNG,IL2,TNF
73	Multiple Organ Failure	C0026766	3	35	7.440368687827714e-08	3.43045112782e-05	IFNG,NOS3,TNF
74	Paranoid Schizophrenia	C0036349	3	35	7.440368687827714e-08	3.47744360902e-05	IFNG,IL2,TNF
80	Polymyalgia Rheumatica	C0032533	3	36	8.36429315809184e-08	3.75939849624e-05	IFNG,NOS3,TNF
81	Alveolar Bone Loss	C0002382	3	37	9.373562470660346e-08	3.80639097744e-05	IFNG,IL2,TNF
82	Chronic myelopathy	C0037928	3	38	1.0466689992494338e-07	3.85338345865e-05	IFNG,IL2,TNF
87	Rheumatic disease of heart valve	C0035435	4	108	1.4899377986932194e-07	4.08834586466e-05	IFNG,IL2,NOS3,TNF
88	Active tuberculosis	C0151332	3	42	1.5815701748245203e-07	4.13533834586e-05	IFNG,IL2,TNF
