node1	node2	edge_score	
DB11148	BCHE	1.0	
DB11148	ALB	1.0	
DB11148	ORM1	1.0	
BCHE	rs28933389	0.99
BCHE	rs1799807	0.99
ALB		1.0
BCHE	rs1803274	0.99
BCHE		1.0
BCHE	rs28933390	0.99
Adverse drug events and drug allergies	ALB	1.0	
Adverse drug events and drug allergies	BCHE	1.0	
Methamphetamine abuse	ALB	1.0	
Methamphetamine abuse	BCHE	1.0	
Restenosis	ALB	1.0	
Restenosis	BCHE	1.0	
Plaque, Atherosclerotic	ALB	1.0	
Plaque, Atherosclerotic	BCHE	1.0	
Malignant neoplasm of adrenal cortex	ALB	1.0	
Esophageal varix	ALB	1.0	
Urolithiasis	ALB	1.0	
Echinococcosis	ALB	1.0	
Proliferative retinopathy	ALB	1.0	
Isolated somatotropin deficiency	ALB	1.0	
Substance Use Disorders	ALB	1.0	
Dentatorubral pallidoluysian atrophy	ALB	1.0	
Senile plaques	ALB	1.0	
Senile plaques	BCHE	1.0	
Angiokeratoma	ALB	1.0	
Isolated growth hormone deficiency type 1B	ALB	1.0	
Enzyme inhibition disorder	BCHE	1.0	
Pericardial effusion	ALB	1.0	
Mumps	ALB	1.0	
Rhinitis, Allergic, Perennial	ALB	1.0	
childhood brain tumor	BCHE	1.0	
Endemic Cretinism	ALB	1.0	
Churg-Strauss Syndrome	BCHE	1.0	
Hemangioblastoma	ALB	1.0	
Mesangiocapillary glomerulonephritis, type II	ALB	1.0	
Nephrosclerosis	ALB	1.0	
Peripheral motor neuropathy	ALB	1.0	
End Stage Liver Disease	ALB	1.0	
Dementia familial British	ALB	1.0	
Dementia familial British	BCHE	1.0	
Abnormal albumin level	ALB	1.0	
Neurotoxicity Syndromes	BCHE	1.0	
Bronchogenic Carcinoma	ALB	1.0	
Gestational trophoblastic disease	BCHE	1.0	
Coronary artery aneurysm	ALB	1.0	
Hyperlipoproteinemia	ALB	1.0	
Hyperlipoproteinemia Type IIa	ALB	1.0	
Tubulointerstitial nephritis	ALB	1.0	
Single tumor	ALB	1.0	
Nephrotic Syndrome, Minimal Change	ALB	1.0	
Varicella zoster	ALB	1.0	
Drusen	ALB	1.0	
Malignant hyperthermia susceptibility	BCHE	1.0	
Insulin resistance syndrome	ALB	1.0	
Cerebral Amyloid Angiopathy	BCHE	1.0	
Leptospirosis	BCHE	1.0	
Nephrosis	ALB	1.0	
Aural atresia, congenital	BCHE	1.0	
Guillain-Barre syndrome, familial	ALB	1.0	
Primary hyperparathyroidism	ALB	1.0	
Drug Resistant Epilepsy	ALB	1.0	
Refractory anemia	BCHE	1.0	
Refractory anaemia with excess blasts	BCHE	1.0	
Respiratory Tract Diseases	ALB	1.0	
Sicca Syndrome	ALB	1.0	
Hypoalbuminemia	ALB	1.0	
Cocaine Dependence	BCHE	1.0	
Neurologic, endocrine, and pancreatic disease, multisystem, infantile-onset	ALB	1.0	
Congenital hypothyroidism	ALB	1.0	
Memory Loss	BCHE	1.0	
Congenital myasthenic syndrome	BCHE	1.0	
Cognition Disorders	BCHE	1.0	
Hydatidiform mole, recurrent, 1, 231090 (3)	BCHE	1.0	
Hemolytic uremic syndrome	ALB	1.0	
Fasciculations	BCHE	1.0	
Occupational Diseases	ALB	1.0	
Microalbuminuria	ALB	1.0	
Sleep apnea	BCHE	1.0	
Chest pain	ALB	1.0	
 {HIV-1 viremia, susceptibility to}, 609423 (3)	ALB	1.0	
Acute Lung Injury	ALB	1.0	
Postoperative Complications	BCHE	1.0	
Congenital disorder of glycosylation	BCHE	1.0	
Complications of Diabetes Mellitus	ALB	1.0	
Dementia	ALB	1.0	
Dementia	BCHE	1.0	
Pulmonary edema	ALB	1.0	
Stevens-Johnson Syndrome	ALB	1.0	
Lymphohistiocytosis, Hemophagocytic	ALB	1.0	
IMMUNE SUPPRESSION	ALB	1.0	
Dementia, Vascular	ALB	1.0	
Membranous nephropathy, susceptibility to	ALB	1.0	
DiGeorge sequence	ALB	1.0	
Liver regeneration disorder	ALB	1.0	
Diabetic Angiopathies	ALB	1.0	
Plasmacytoma	ALB	1.0	
Type 1 diabetic neuropathy	ALB	1.0	
Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract	ALB	1.0	
Paralysis	BCHE	1.0	
body mass	BCHE	1.0	
Hyperlipidemia, familial combined	ALB	1.0	
Interstitial fibrosis	ALB	1.0	
Hemochromatosis	ALB	1.0	
Spastic syndrome	BCHE	1.0	
Liver Diseases	ALB	1.0	
Liver Diseases	BCHE	1.0	
Hereditary factor VIII deficiency disease	ALB	1.0	
Thrombocytosis, benign familial microcytic	BCHE	1.0	
Glomerulosclerosis, Focal Segmental	ALB	1.0	
tumor vasculature	ALB	1.0	
Kidney Failure, Chronic	ALB	1.0	
Kidney Failure, Chronic	BCHE	1.0	
Maturity-onset diabetes of the young, type 11	ALB	1.0	
early pregnancy	BCHE	1.0	
Chronic myelomonocytic leukemia	BCHE	1.0	
Hereditary hyperhomocysteinemia	BCHE	1.0	
Cocaine-Related Disorders	BCHE	1.0	
Metabolic Syndrome X	ALB	1.0	
Metabolic Syndrome X	BCHE	1.0	
Hypertriglyceridemia	BCHE	1.0	
Focal segmental glomerulosclerosis	ALB	1.0	
Malnutrition	ALB	1.0	
Urticaria	ALB	1.0	
Thrombophilia	ALB	1.0	
Adult onset ataxia with oculomotor apraxia	BCHE	1.0	
Hypotension	ALB	1.0	
Congenital diaphragmatic hernia	ALB	1.0	
Lewy Body Disease	BCHE	1.0	
Pulmonary Embolism	ALB	1.0	
Anorexia	ALB	1.0	
Thyroiditis	BCHE	1.0	
Acute hepatic failure	ALB	1.0	
