Gene	CUI	Source Databases	
ALB	C3714619	Insulin resistance syndrome	DisGeNet	
PPARA	C3714619	Insulin resistance syndrome	DisGeNet	
PPARG	C3714619	Insulin resistance syndrome	DisGeNet	
PPARG	C0013395	Dyspepsia	DisGeNet	
PTGS1	C0013395	Dyspepsia	DisGeNet	
PTGS2	C0013395	Dyspepsia	DisGeNet	
ALB	C0035126	Reperfusion Injury	DisGeNet	
PPARA	C0035126	Reperfusion Injury	DisGeNet	
PPARG	C0035126	Reperfusion Injury	DisGeNet	
PTGS1	C0035126	Reperfusion Injury	DisGeNet	
PTGS2	C0035126	Reperfusion Injury	DisGeNet	
ALB	C0041755	Adverse drug events and drug allergies	DisGeNet	
PPARA	C0041755	Adverse drug events and drug allergies	DisGeNet	
PTGS2	C0041755	Adverse drug events and drug allergies	DisGeNet	
ALB	C0948089	Acute Coronary Syndrome	DisGeNet	
PPARA	C0948089	Acute Coronary Syndrome	DisGeNet	
PPARG	C0948089	Acute Coronary Syndrome	DisGeNet	
PTGS1	C0948089	Acute Coronary Syndrome	DisGeNet	
PTGS2	C0948089	Acute Coronary Syndrome	DisGeNet	
PPARG	C0009376	Colonic Polyps	DisGeNet	
PTGS1	C0009376	Colonic Polyps	DisGeNet	
PTGS2	C0009376	Colonic Polyps	DisGeNet	
PPARG	C0206726	gliosarcoma	DisGeNet	
PTGS1	C0206726	gliosarcoma	DisGeNet	
PTGS2	C0206726	gliosarcoma	DisGeNet	
PPARG	C0949059	Colorectal polyposis	DisGeNet	
PTGS1	C0949059	Colorectal polyposis	DisGeNet	
PTGS2	C0949059	Colorectal polyposis	DisGeNet	
ALB	C0242488	Acute Lung Injury	DisGeNet	
PPARG	C0242488	Acute Lung Injury	DisGeNet	
PTGS2	C0242488	Acute Lung Injury	DisGeNet	
ALB	C0342257	Complications of Diabetes Mellitus	DisGeNet	
PPARG	C0342257	Complications of Diabetes Mellitus	DisGeNet	
PTGS2	C0342257	Complications of Diabetes Mellitus	DisGeNet	
PPARA	C0015943	Fetal Membranes, Premature Rupture	DisGeNet	
PPARG	C0015943	Fetal Membranes, Premature Rupture	DisGeNet	
PTGS1	C0015943	Fetal Membranes, Premature Rupture	DisGeNet	
PTGS2	C0015943	Fetal Membranes, Premature Rupture	DisGeNet	
PPARA	C0008495	Chorioamnionitis	DisGeNet	
PPARG	C0008495	Chorioamnionitis	DisGeNet	
PTGS1	C0008495	Chorioamnionitis	DisGeNet	
PTGS2	C0008495	Chorioamnionitis	DisGeNet	
ALB	C0860207	Drug-Induced Liver Injury	DisGeNet	
PPARA	C0860207	Drug-Induced Liver Injury	DisGeNet	
PPARG	C0860207	Drug-Induced Liver Injury	DisGeNet	
PTGS2	C0860207	Drug-Induced Liver Injury	DisGeNet	
ALB	C0014072	Experimental Autoimmune Encephalomyelitis	DisGeNet	
PPARA	C0014072	Experimental Autoimmune Encephalomyelitis	DisGeNet	
