Gene	CUI	Source Databases	
BCL2	C0206139	Lichen Planus, Oral	DisGeNet	
CYP1A2	C0206139	Lichen Planus, Oral	DisGeNet	
BCL2	C0023891	Liver Cirrhosis, Alcoholic	DisGeNet	
CYP1A2	C0023891	Liver Cirrhosis, Alcoholic	DisGeNet	
BCL2	C0279680	Transitional cell carcinoma of the bladder	DisGeNet	
CYP1A2	C0279680	Transitional cell carcinoma of the bladder	DisGeNet	
BCL2	C0162557	Acute hepatic failure	DisGeNet	
CYP1A2	C0162557	Acute hepatic failure	DisGeNet	
BCL2	C0023904	Liver Neoplasms, Experimental	DisGeNet	
CYP1A2	C0023904	Liver Neoplasms, Experimental	DisGeNet	
BCL2	C0039590	Testicular Neoplasms	DisGeNet	
CYP1A2	C0039590	Testicular Neoplasms	DisGeNet	
BCL2	C0341439	Chronic liver disease	DisGeNet	
CYP1A2	C0341439	Chronic liver disease	DisGeNet	
BCL2	C0020440	Hypercapnia	DisGeNet	
CYP1A2	C0085859	Polyglandular Type I Autoimmune Syndrome	DisGeNet	
BCL2	C0270952	Oculopharyngeal muscular dystrophy	DisGeNet	
BCL2	C1276146	Cutaneous lymphoma	DisGeNet	
CYP1A2	C0032229	Pleural Neoplasms	DisGeNet	
BCL2	C0079746	Plasmablastic lymphoma	DisGeNet	
BCL2	C0333997	Lymphoid hyperplasia	DisGeNet	
BCL2	C0346402	Malignant neoplasm of adrenal cortex	DisGeNet	
BCL2	C0521367	Oropharynx (excludes nasopharynx)	DisGeNet	
BCL2	C0007868	Cervical dysplasia	DisGeNet	
BCL2	C0010403	Cryoglobulinemia	DisGeNet	
BCL2	C0022603	Seborrheic keratosis	DisGeNet	
BCL2	C0279651	Gallbladder adenocarcinoma	DisGeNet	
BCL2	C0016629	Fowlpox	DisGeNet	
CYP1A2	C0273115	Lung Injury	DisGeNet	
BCL2	C0040715	Chromosomal translocation	DisGeNet	
BCL2	C0206696	Carcinoma, Signet Ring Cell	DisGeNet	
BCL2	C0206720	Squamous Cell Neoplasms	DisGeNet	
BCL2	C0744310	gastritis h pylori	DisGeNet	
BCL2	C0270549	Generalized anxiety disorder	DisGeNet	
BCL2	C1333782	Gastric Mucosa-Associated Lymphoid Tissue Lymphoma	DisGeNet	
BCL2	C0149782	Squamous cell carcinoma of lung	DisGeNet	
