Gene	CUI	Source Databases	
INSR	C0011880	Diabetic ketoacidosis	HumPhenOnt	
INSR	C0221032	Berardinelli-Seip congenital lipodystrophy	DisGeNet	
INSR	C0543442	Decreased adipose tissue	HumPhenOnt	
INSR	C4023047	Abnormality of endocrine pancreas physiology	HumPhenOnt	
INSR	C0854110	Insulin-resistant diabetes mellitus AND acanthosis nigricans	ClinVar,DisGeNet,HumPhenOnt	
INSR	C4024878	Generalized hyperpigmentation	HumPhenOnt	
INSR	C0085109	Corneal neovascularization	DisGeNet	
INSR	C0000889	Acanthosis nigricans	DisGeNet,HumPhenOnt	
INSR	C0277959	Coarse hair	HumPhenOnt	
INSR	C1836940	Thickened nuchal skin fold	HumPhenOnt	
INSR	C4280695	Increased size of the clitoris	HumPhenOnt	
INSR	C4280696	Abnormal size of the clitoris	HumPhenOnt	
INSR	C1266184	Atypical teratoid/rhabdoid tumor	DisGeNet	
INSR	C0156394	Clitoral hypertrophy	HumPhenOnt	
INSR	C0545053	Accelerated skeletal maturation	HumPhenOnt	
INSR	C0022638	Ketoacidosis	DisGeNet,HumPhenOnt	
INSR	C0238394	Female pseudohermaphroditism	HumPhenOnt	
INSR	C0014522	EPIDERMODYSPLASIA VERRUCIFORMIS	DisGeNet	
INSR	C4023366	Fetal ultrasound soft marker	HumPhenOnt	
INSR	C1842774	Hypermelanotic macule	HumPhenOnt	
INSR	C0018889	Helminthiasis	DisGeNet	
INSR	C1837404	High, narrow palate	HumPhenOnt	
INSR	C0020506	Hyperpituitarism	HumPhenOnt	
INSR	C0206081	 Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency, 201910 (3)	DisGeNet	
INSR	C0001206	Acromegaly	DisGeNet	
INSR	C4025893	Abnormality of the clitoris	HumPhenOnt	
INSR	C4022392	Early onset of sexual maturation	HumPhenOnt	
INSR	C0282577	Congenital disorder of glycosylation	DisGeNet	
INSR	C0376480	Gingival overgrowth	HumPhenOnt	
INSR	C1855538	Small face	HumPhenOnt	
INSR	C0000731	Abdominal distention	HumPhenOnt	
INSR	C0154723	Migraine with aura	DisGeNet	
INSR	C0151811	Subcutaneous nodule	HumPhenOnt	
INSR	C1398312	Narrow palate	HumPhenOnt	
INSR	C0011882	Type 1 diabetic neuropathy	DisGeNet	
INSR	C1839739	Thick lower lip vermilion	HumPhenOnt	
INSR	C0235991	Small for gestational age	HumPhenOnt	
INSR	C0037287	Skin nodule	HumPhenOnt	
INSR	C0009421	Coma	HumPhenOnt	
INSR	C0518010	body mass	DisGeNet	
INSR	C0024433	Wide mouth	HumPhenOnt	
INSR	C1849211	Generalized hirsutism	HumPhenOnt	
INSR	C0332573	Macule	HumPhenOnt	
INSR	C1857656	Prematurely aged appearance	HumPhenOnt	
INSR	C0018418	Gynecomastia	HumPhenOnt	
INSR	C0854917	Rhabdoid Tumor of the Kidney	DisGeNet	
INSR	C0023485	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	DisGeNet	
INSR	C1859778	Postnatal growth retardation	HumPhenOnt	
INSR	C2931852	Clear-cell metastatic renal cell carcinoma	DisGeNet	
INSR	C0399526	Mandibular prognathia	HumPhenOnt	
INSR	C0151908	Dry skin	HumPhenOnt	
INSR	C4021822	Abnormality of female external genitalia	HumPhenOnt	
INSR	C0342276	Maturity-onset diabetes of the young, type 11	DisGeNet	
INSR	C0020555	Hypertrichosis	HumPhenOnt	
INSR	C4023048	Abnormality of pancreas physiology	HumPhenOnt	
INSR	C0029927	Ovarian cyst	HumPhenOnt	
INSR	C1860236	Irregular hyperpigmentation	HumPhenOnt	
INSR	C3279947	Nail dysplasia	HumPhenOnt	
INSR	C0034013	Precocious puberty	HumPhenOnt	
INSR	C1836543	Thick vermilion border	HumPhenOnt	
INSR	C1859363	Abnormality of dental eruption	HumPhenOnt	
INSR	C0013264	Duchenne muscular dystrophy	DisGeNet	
INSR	C4073160	Abnormal insulin level	HumPhenOnt	
INSR	C4073161	Abnormal circulating insulin level	HumPhenOnt	
INSR	C3839073	Abnormal nipple morphology	HumPhenOnt	
INSR	C4023722	Abnormality of hair texture	HumPhenOnt	
INSR	C0152421	Macrotia	HumPhenOnt	
INSR	C0002726	Amyloidosis	DisGeNet	
INSR	C4021816	Abnormality of the gingiva	HumPhenOnt	
INSR	C0028756	Obesity, severe, 601665 (3)	DisGeNet	
INSR	C0235833	Congenital diaphragmatic hernia	DisGeNet	
INSR	C0752347	Lewy Body Disease	DisGeNet	
INSR	C1845847	Coarse facial features	HumPhenOnt	
INSR	C4021524	Abnormality of adipose tissue	HumPhenOnt	
INSR	C0410226	Congenital Myotonic Dystrophy	DisGeNet	
INSR	C0019572	Hirsutism	HumPhenOnt	
INSR	C0021670	Insulinoma	DisGeNet	
INSR	C0153633	Malignant neoplasm of brain and nervous system	DisGeNet	
INSR	C3241937	Nonalcoholic Steatohepatitis	DisGeNet	
INSR	C0027126	Steinert myotonic dystrophy syndrome	DisGeNet	
INSR	C4025883	Abnormality of lower lip	HumPhenOnt	
INSR	C0023787	Lipoatrophy	DisGeNet,HumPhenOnt	
INSR	C4023597	Abnormality of blood glucose concentration	HumPhenOnt	
INSR	C4025864	Abnormality of the chin	HumPhenOnt	
INSR	C0006625	Cachexia	HumPhenOnt	
INSR	C0015300	Proptosis	HumPhenOnt	
INSR	C0236969	Substance-Related Disorders	DisGeNet	
INSR	C4021818	Abnormality of the ovary	HumPhenOnt	
INSR	C0019294	Inguinal hernia	HumPhenOnt	
INSR	C0020429	Hyperalgesia	DisGeNet	
INSR	C0162834	Hyperpigmentation of the skin	HumPhenOnt	
INSR	C1849338	Abnormality of the umbilicus	HumPhenOnt	
INSR	C1857486	Low-set, posteriorly rotated ears	HumPhenOnt	
INSR	C4023206	Abnormality of the anterior pituitary	HumPhenOnt	
INSR	C0595989	Laryngeal carcinoma	DisGeNet	
INSR	C0019322	Umbilical hernia	HumPhenOnt	
INSR	C0034012	Delayed puberty	HumPhenOnt	
INSR	C0403447	Chronic Kidney Insufficiency	DisGeNet	
INSR	C4023170	Abnormality of oral mucosa	HumPhenOnt	
INSR	C0014556	Epilepsy, Temporal Lobe	DisGeNet	
INSR	C0041341	Tuberous sclerosis syndrome	DisGeNet	
INSR	C4023408	Abnormality of mouth size	HumPhenOnt	
INSR	C0033687	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	HumPhenOnt	
INSR	C0006413	Burkitt lymphoma	DisGeNet	
INSR	C0085207	Maternal diabetes	DisGeNet	
INSR	C4025109	Abnormal hand morphology	HumPhenOnt	
INSR	C4025751	Abnormality of the pancreas	HumPhenOnt	
INSR	C0234428	Reduced consciousness/confusion	HumPhenOnt	
INSR	C0497406	Overweight	DisGeNet	
INSR	C0206624	Hepatoblastoma	DisGeNet	
INSR	C0333186	Restenosis	DisGeNet	
INSR	C0541764	Delayed skeletal maturation	HumPhenOnt	
INSR	C0029928	Ovarian Diseases	DisGeNet	
INSR	C0742257	Abnormal breast morphology	HumPhenOnt	
INSR	C4025829	Abnormality of the breast	HumPhenOnt	
INSR	C0940767	Abnormality of the biliary system	HumPhenOnt	
INSR	C0431478	Posteriorly rotated ears	HumPhenOnt	
INSR	C0019409	Heterogeneous	HumPhenOnt	
INSR	C0221357	Brachydactyly, type a1, d	HumPhenOnt	
INSR	C4025819	Abnormality of the hypothalamus-pituitary axis	HumPhenOnt	
INSR	C1302401	Adenoma of large intestine	DisGeNet	
INSR	C0870082	Hyperkeratosis	HumPhenOnt	
INSR	C4025652	Abnormality of circulating hormone level	HumPhenOnt	
INSR	C0206180	Anaplastic large cell lymphoma, ALK negative	DisGeNet	
INSR	C0020615	Hypoglycemia, neonatal, simulating foetopathia diabetica	DisGeNet,HumPhenOnt	
INSR	C0553580	Ewing's sarcoma	DisGeNet	
INSR	C4025818	Abnormality of skeletal maturation	HumPhenOnt	
INSR	C0011884	Diabetic Retinopathy	PheGenI	
INSR	C1836542	Depressed nasal bridge	HumPhenOnt	
INSR	C0008497	Choriocarcinoma	DisGeNet	
INSR	C1442978	Hernia of the abdominal wall	HumPhenOnt	
INSR	C0001118	Abnormality of acid-base homeostasis	HumPhenOnt	
INSR	C0238577	Abdominal wall defect	HumPhenOnt	
INSR	C0001122	Acidosis	HumPhenOnt	
INSR	C0020473	Hyperlipidemia, combined, 1	DisGeNet	
INSR	C2674608	Feeding difficulties in infancy	HumPhenOnt	
INSR	C0853087	Abnormality of the nail	HumPhenOnt	
INSR	C0271650	Glucose intolerance	DisGeNet	
INSR	C0085580	Essential hypertension	DisGeNet	
INSR	C0494876	Epidermal thickening	HumPhenOnt	
INSR	C0026850	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 11	DisGeNet	
INSR	C0400966	Non-alcoholic Fatty Liver Disease	DisGeNet	
INSR	C3806482	Recurrent respiratory infections	HumPhenOnt	
INSR	C4023124	Short digit	HumPhenOnt	
INSR	C4021664	Abnormality of the abdominal wall	HumPhenOnt	
INSR	C0008370	Cholestasis, benign recurrent intrahepatic 1	HumPhenOnt	
INSR	C0021655	Insulin Resistance	DisGeNet,HumPhenOnt	
INSR	C0149931	Migraine Disorders	DisGeNet	
INSR	C0241165	Thickened skin	HumPhenOnt	
INSR	C0020676	Hypothyroidism	DisGeNet	
INSR	C1561643	Chronic kidney disease	DisGeNet	
INSR	C1260926	Abnormality of skin pigmentation	HumPhenOnt	
INSR	C0240635	High palate	HumPhenOnt	
INSR	C0019270	Hernia	HumPhenOnt	
INSR	C0020459	Hyperinsulinemia	DisGeNet,HumPhenOnt	
INSR	C0015672	Fatigue	HumPhenOnt	
INSR	C0541794	Skeletal muscle atrophy	HumPhenOnt	
INSR	C0032914	Preeclampsia/eclampsia 1	DisGeNet	
INSR	C0040128	Thyroid Diseases	HumPhenOnt	
INSR	C0024115	Pulmonary Disease, Chronic Obstructive	DisGeNet	
INSR	C0015934	Intrauterine growth retardation	HumPhenOnt	
INSR	C0035412	Rhabdomyosarcoma alveolar	DisGeNet	
INSR	C0266623	Abnormality of the neck	HumPhenOnt	
INSR	C1292769	B Acute Lymphoblastic Leukemia with t(9;22)(q34;q11.2); BCR-ABL1	DisGeNet	
