Gene	CUI	Source Databases	
FGFR4	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
HSPG2	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
NRP1	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
FGFR4	C0007137	Squamous cell carcinoma	DisGeNet	
HSPG2	C0007137	Squamous cell carcinoma	DisGeNet	
NRP1	C0007137	Squamous cell carcinoma	DisGeNet	
FGFR4	C0009402	Colorectal cancer 1	DisGeNet	
HSPG2	C0009402	Colorectal cancer 1	DisGeNet	
NRP1	C0009402	Colorectal cancer 1	DisGeNet	
FGFR4	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
HSPG2	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
NRP1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
FGFR4	C0023434	Chronic Lymphocytic Leukemia	DisGeNet	
HSPG2	C0023434	Chronic Lymphocytic Leukemia	DisGeNet	
NRP1	C0023434	Chronic Lymphocytic Leukemia	DisGeNet	
FGFR4	C0023903	Neoplasm of the liver	DisGeNet	
HSPG2	C0023903	Neoplasm of the liver	DisGeNet	
NRP1	C0023903	Neoplasm of the liver	DisGeNet	
FGFR4	C0025202	Melanoma	DisGeNet	
HSPG2	C0025202	Melanoma	DisGeNet	
NRP1	C0025202	Melanoma	DisGeNet	
FGFR4	C0027627	Secondary hypertriglyceridemia	DisGeNet	
HSPG2	C0027627	Secondary hypertriglyceridemia	DisGeNet	
NRP1	C0027627	Secondary hypertriglyceridemia	DisGeNet	
FGFR4	C0033578	Prostatic Neoplasms	DisGeNet	
HSPG2	C0033578	Prostatic Neoplasms	DisGeNet	
NRP1	C0033578	Prostatic Neoplasms	DisGeNet	
FGFR4	C0085110	Severe combined immunodeficiency due to ADA deficiency	DisGeNet	
HSPG2	C0085110	Severe combined immunodeficiency due to ADA deficiency	DisGeNet	
NRP1	C0085110	Severe combined immunodeficiency due to ADA deficiency	DisGeNet	
FGFR4	C0178874	Tumor Progression	DisGeNet	
HSPG2	C0178874	Tumor Progression	DisGeNet	
NRP1	C0178874	Tumor Progression	DisGeNet	
FGFR4	C0235974	Pancreatic Carcinoma	DisGeNet	
HSPG2	C0235974	Pancreatic Carcinoma	DisGeNet	
NRP1	C0235974	Pancreatic Carcinoma	DisGeNet	
FGFR4	C0242379	Malignant neoplasm of lung	DisGeNet	
HSPG2	C0242379	Malignant neoplasm of lung	DisGeNet	
NRP1	C0242379	Malignant neoplasm of lung	DisGeNet	
FGFR4	C0280100	Solid tumour	DisGeNet	
HSPG2	C0280100	Solid tumour	DisGeNet	
NRP1	C0280100	Solid tumour	DisGeNet	
FGFR4	C0346647	Malignant neoplasm of pancreas	DisGeNet	
HSPG2	C0346647	Malignant neoplasm of pancreas	DisGeNet	
NRP1	C0346647	Malignant neoplasm of pancreas	DisGeNet	
FGFR4	C0376358	Malignant tumor of prostate	DisGeNet	
HSPG2	C0376358	Malignant tumor of prostate	DisGeNet	
NRP1	C0376358	Malignant tumor of prostate	DisGeNet	
FGFR4	C0596263	Carcinogenesis	DisGeNet	
HSPG2	C0596263	Carcinogenesis	DisGeNet	
NRP1	C0596263	Carcinogenesis	DisGeNet	
FGFR4	C0600139	Prostate carcinoma	DisGeNet	
HSPG2	C0600139	Prostate carcinoma	DisGeNet	
NRP1	C0600139	Prostate carcinoma	DisGeNet	
FGFR4	C0677886	Ovarian epithelial cancer	DisGeNet	
HSPG2	C0677886	Ovarian epithelial cancer	DisGeNet	
NRP1	C0677886	Ovarian epithelial cancer	DisGeNet	
FGFR4	C0678222	Breast carcinoma	DisGeNet	
HSPG2	C0678222	Breast carcinoma	DisGeNet	
NRP1	C0678222	Breast carcinoma	DisGeNet	
FGFR4	C0684249	Lung cancer	DisGeNet	
HSPG2	C0684249	Lung cancer	DisGeNet	
NRP1	C0684249	Lung cancer	DisGeNet	
FGFR4	C0699790	Carcinoma of colon	DisGeNet	
HSPG2	C0699790	Carcinoma of colon	DisGeNet	
NRP1	C0699790	Carcinoma of colon	DisGeNet	
FGFR4	C0699791	Stomach cancer	DisGeNet	
HSPG2	C0699791	Stomach cancer	DisGeNet	
NRP1	C0699791	Stomach cancer	DisGeNet	
FGFR4	C1527249	Colorectal cancer	DisGeNet	
HSPG2	C1527249	Colorectal cancer	DisGeNet	
NRP1	C1527249	Colorectal cancer	DisGeNet	
FGFR4	C2239176	Hepatocellular carcinoma	DisGeNet	
HSPG2	C2239176	Hepatocellular carcinoma	DisGeNet	
NRP1	C2239176	Hepatocellular carcinoma	DisGeNet	
FGFR4	C0010606	Adenoid Cystic Carcinoma	DisGeNet	
HSPG2	C0010606	Adenoid Cystic Carcinoma	DisGeNet	
FGFR4	C0026640	Neoplasm of the oral cavity	DisGeNet	
HSPG2	C0026640	Neoplasm of the oral cavity	HumPhenOnt	
FGFR4	C0206180	Anaplastic large cell lymphoma, ALK negative	DisGeNet	
NRP1	C0206180	Anaplastic large cell lymphoma, ALK negative	DisGeNet	
FGFR4	C3811653	Experimental Organism Basal Cell Carcinoma	DisGeNet	
NRP1	C3811653	Experimental Organism Basal Cell Carcinoma	DisGeNet	
FGFR4	C0032000	Pituitary adenoma	DisGeNet	
NRP1	C0032000	Pituitary adenoma	DisGeNet	
FGFR4	C0238198	Gastrointestinal stromal tumor	DisGeNet	
NRP1	C0238198	Gastrointestinal stromal tumor	DisGeNet	
HSPG2	C0015306	Multiple congenital exostosis	DisGeNet	
NRP1	C0023223	Leg Ulcer	DisGeNet	
NRP1	C0039445	Hereditary hemorrhagic telangiectasia type 2	DisGeNet	
FGFR4	C0521367	Oropharynx (excludes nasopharynx)	DisGeNet	
HSPG2	C1851542	Limited hip movement	HumPhenOnt	
FGFR4	C1961099	T-cell acute lymphoblastic leukemias	DisGeNet	
NRP1	C1961099	T-cell acute lymphoblastic leukemias	DisGeNet	
HSPG2	C0005747	Blepharospasm	HumPhenOnt	
FGFR4	C0242387	Treacher Collins syndrome	DisGeNet	
HSPG2	C0241703	High pitched voice	HumPhenOnt	
FGFR4	C0278493	Breast cancer recurrent	DisGeNet	
NRP1	C0015814	Femur Head Necrosis	DisGeNet	
FGFR4	C0221406	Pituitary dependent hypercortisolism	DisGeNet	
NRP1	C0812437	Oculodentodigital dysplasia	DisGeNet	
HSPG2	C0009918	Joint contractures involving the joints of the feet	HumPhenOnt	
HSPG2	C0239138	Coxa vara	HumPhenOnt	
HSPG2	C0040761	Transposition of the great arteries, dextro-looped 2	DisGeNet	
HSPG2	C1837731	Overfolded helix	HumPhenOnt	
HSPG2	C0014527	Epidermolysis bullosa, junctional	DisGeNet	
NRP1	C0041206	Truncus arteriosus	DisGeNet	
FGFR4	C0409952	Generalized osteoarthritis	DisGeNet	
FGFR4	C0851887	Adenoviral infections	DisGeNet	
HSPG2	C1970777	Abnormally folded helix	HumPhenOnt	
HSPG2	C4025034	Abnormality of femoral epiphysis	HumPhenOnt	
HSPG2	C4021595	Abnormality of lower limb epiphysis morphology	HumPhenOnt	
