Gene	CUI	Source Databases	
FCGR2A	C0009447	Common variable immunodeficiency 2	DisGeNet	
FCGR2B	C0009447	Common variable immunodeficiency 2	DisGeNet	
FCGR3A	C0009447	Common variable immunodeficiency 2	DisGeNet	
LTA	C0009447	Common variable immunodeficiency 2	DisGeNet	
TNF	C0009447	Common variable immunodeficiency 2	DisGeNet	
TNFRSF1B	C0009447	Common variable immunodeficiency 2	DisGeNet	
FCGR2A	C0025303	Meningococcal Infections	DisGeNet	
FCGR2B	C0025303	Meningococcal Infections	DisGeNet	
FCGR3A	C0025303	Meningococcal Infections	DisGeNet	
LST1	C0025303	Meningococcal Infections	DisGeNet	
LTA	C0025303	Meningococcal Infections	DisGeNet	
TNF	C0025303	Meningococcal Infections	DisGeNet	
FCGR2A	C0031094	Periodontal Pocket	DisGeNet	
FCGR3A	C0031094	Periodontal Pocket	DisGeNet	
TNF	C0031094	Periodontal Pocket	DisGeNet	
TNFRSF1B	C0031094	Periodontal Pocket	DisGeNet	
FCGR2A	C0206114	Periodontal Attachment Loss	DisGeNet	
FCGR3A	C0206114	Periodontal Attachment Loss	DisGeNet	
TNF	C0206114	Periodontal Attachment Loss	DisGeNet	
TNFRSF1B	C0206114	Periodontal Attachment Loss	DisGeNet	
FCGR2A	C0266929	Chronic Periodontitis	DisGeNet	
FCGR2B	C0266929	Chronic Periodontitis	DisGeNet	
FCGR3A	C0266929	Chronic Periodontitis	DisGeNet	
LTA	C0266929	Chronic Periodontitis	DisGeNet	
TNF	C0266929	Chronic Periodontitis	DisGeNet	
TNFRSF1B	C0266929	Chronic Periodontitis	DisGeNet	
FCGR2A	C0024530	Malaria	DisGeNet	
FCGR2B	C0024530	Malaria	DisGeNet	
FCGR3A	C0024530	Malaria	DisGeNet	
LST1	C0024530	Malaria	DisGeNet	
LTA	C0024530	Malaria	DisGeNet	
LTB	C0024530	Malaria	DisGeNet	
TNF	C0024530	Malaria	DisGeNet	
TNFRSF1B	C0024530	Malaria	DisGeNet	
FCGR2A	C0206139	Lichen Planus, Oral	DisGeNet	
FCGR2B	C0206139	Lichen Planus, Oral	DisGeNet	
LTA	C0206139	Lichen Planus, Oral	DisGeNet	
TNF	C0206139	Lichen Planus, Oral	DisGeNet	
TNFRSF1B	C0206139	Lichen Planus, Oral	DisGeNet	
FCGR2A	C0398650	Idiopathic thrombocytopenic purpura	DisGeNet	
FCGR2B	C0398650	Idiopathic thrombocytopenic purpura	DisGeNet	
FCGR3A	C0398650	Idiopathic thrombocytopenic purpura	DisGeNet	
LTA	C0398650	Idiopathic thrombocytopenic purpura	DisGeNet	
TNF	C0398650	Idiopathic thrombocytopenic purpura	DisGeNet	
FCGR2A	C0002382	Alveolar Bone Loss	DisGeNet	
FCGR3A	C0002382	Alveolar Bone Loss	DisGeNet	
TNF	C0002382	Alveolar Bone Loss	DisGeNet	
TNFRSF1B	C0002382	Alveolar Bone Loss	DisGeNet	
FCGR2A	C0694549	Community acquired pneumonia	DisGeNet	
LTA	C0694549	Community acquired pneumonia	DisGeNet	
TNF	C0694549	Community acquired pneumonia	DisGeNet	
TNFRSF1B	C0694549	Community acquired pneumonia	DisGeNet	
FCGR2A	C0032269	Pneumococcal Infections	DisGeNet	
FCGR2B	C0032269	Pneumococcal Infections	DisGeNet	
LTA	C0032269	Pneumococcal Infections	DisGeNet	
TNF	C0032269	Pneumococcal Infections	DisGeNet	
FCGR2A	C0403529	Anti-Glomerular Basement Membrane Disease	DisGeNet	
FCGR2B	C0403529	Anti-Glomerular Basement Membrane Disease	DisGeNet	
FCGR3A	C0403529	Anti-Glomerular Basement Membrane Disease	DisGeNet	
TNF	C0403529	Anti-Glomerular Basement Membrane Disease	DisGeNet	
FCGR2A	C0018378	Guillain-Barre syndrome, familial	DisGeNet	
FCGR3A	C0018378	Guillain-Barre syndrome, familial	DisGeNet	
TNF	C0018378	Guillain-Barre syndrome, familial	DisGeNet	
TNFRSF1B	C0018378	Guillain-Barre syndrome, familial	DisGeNet	
FCGR2A	C0024535	Malaria, Falciparum	DisGeNet	
FCGR2B	C0024535	Malaria, Falciparum	DisGeNet	
LTA	C0024535	Malaria, Falciparum	DisGeNet	
LTB	C0024535	Malaria, Falciparum	DisGeNet	
TNF	C0024535	Malaria, Falciparum	DisGeNet	
LST1	C0242852	Vitreoretinopathy, neovascular inflammatory, 193235 (3)	DisGeNet	
LTA	C0242852	Vitreoretinopathy, neovascular inflammatory, 193235 (3)	DisGeNet	
TNF	C0242852	Vitreoretinopathy, neovascular inflammatory, 193235 (3)	DisGeNet	
TNFRSF1B	C0242852	Vitreoretinopathy, neovascular inflammatory, 193235 (3)	DisGeNet	
FCGR2A	C0024131	Lupus Vulgaris	DisGeNet	
FCGR2B	C0024131	Lupus Vulgaris	DisGeNet	
FCGR3A	C0024131	Lupus Vulgaris	DisGeNet	
LTA	C0024131	Lupus Vulgaris	DisGeNet	
TNF	C0024131	Lupus Vulgaris	DisGeNet	
TNFRSF1B	C0024131	Lupus Vulgaris	DisGeNet	
FCGR2A	C0024138	Discoid lupus erythematosus	DisGeNet	
FCGR2B	C0024138	Discoid lupus erythematosus	DisGeNet	
FCGR3A	C0024138	Discoid lupus erythematosus	DisGeNet	
LTA	C0024138	Discoid lupus erythematosus	DisGeNet	
TNF	C0024138	Discoid lupus erythematosus	DisGeNet	
TNFRSF1B	C0024138	Discoid lupus erythematosus	DisGeNet	
FCGR2A	C0030805	{Pemphigoid, susceptibility to} (2)	DisGeNet	
FCGR2B	C0030805	{Pemphigoid, susceptibility to} (2)	DisGeNet	
FCGR3A	C0030805	{Pemphigoid, susceptibility to} (2)	DisGeNet	
TNF	C0030805	{Pemphigoid, susceptibility to} (2)	DisGeNet	
FCGR2A	C0031099	Periodontitis	DisGeNet	
FCGR2B	C0031099	Periodontitis	DisGeNet	
FCGR3A	C0031099	Periodontitis	DisGeNet	
LTA	C0031099	Periodontitis	DisGeNet	
TNF	C0031099	Periodontitis	DisGeNet	
TNFRSF1B	C0031099	Periodontitis	DisGeNet	
FCGR2A	C0027697	Nephritis	DisGeNet	
FCGR3A	C0027697	Nephritis	DisGeNet	
LTA	C0027697	Nephritis	DisGeNet	
TNF	C0027697	Nephritis	DisGeNet	
TNFRSF1B	C0027697	Nephritis	DisGeNet	
FCGR2A	C0042384	Vasculitis	DisGeNet	
FCGR2B	C0042384	Vasculitis	DisGeNet	
LTA	C0042384	Vasculitis	DisGeNet	
LTB	C0042384	Vasculitis	DisGeNet	
TNF	C0042384	Vasculitis	DisGeNet	
FCGR2A	C0026691	Mucocutaneous Lymph Node Syndrome	DisGeNet,PheGenI	
FCGR2B	C0026691	Mucocutaneous Lymph Node Syndrome	DisGeNet	
FCGR3A	C0026691	Mucocutaneous Lymph Node Syndrome	DisGeNet	
LTA	C0026691	Mucocutaneous Lymph Node Syndrome	DisGeNet	
TNF	C0026691	Mucocutaneous Lymph Node Syndrome	DisGeNet	
FCGR2A	C0003872	Arthritis, Psoriatic	DisGeNet	
FCGR3A	C0003872	Arthritis, Psoriatic	DisGeNet	
LTA	C0003872	Arthritis, Psoriatic	ClinVar,DisGeNet	
TNF	C0003872	Arthritis, Psoriatic	DisGeNet	
TNFRSF1B	C0003872	Arthritis, Psoriatic	DisGeNet	
FCGR2A	C0242723	Parasitemia	DisGeNet	
FCGR2B	C0242723	Parasitemia	DisGeNet	
LTA	C0242723	Parasitemia	DisGeNet	
TNF	C0242723	Parasitemia	DisGeNet	
FCGR2A	C0031106	Periodontitis, Juvenile	DisGeNet	
FCGR3A	C0031106	Periodontitis, Juvenile	DisGeNet	
TNF	C0031106	Periodontitis, Juvenile	DisGeNet	
TNFRSF1B	C0031106	Periodontitis, Juvenile	DisGeNet	
FCGR2A	C0409974	{Systemic lupus erythematosus, susceptibility to, 8} (2)	DisGeNet	
FCGR2B	C0409974	{Systemic lupus erythematosus, susceptibility to, 8} (2)	DisGeNet	
FCGR3A	C0409974	{Systemic lupus erythematosus, susceptibility to, 8} (2)	DisGeNet	
LTA	C0409974	{Systemic lupus erythematosus, susceptibility to, 8} (2)	DisGeNet	
TNF	C0409974	{Systemic lupus erythematosus, susceptibility to, 8} (2)	DisGeNet	
TNFRSF1B	C0409974	{Systemic lupus erythematosus, susceptibility to, 8} (2)	DisGeNet	
