Gene	CUI	Source Databases	
ALB	C4021524	Abnormality of adipose tissue	HumPhenOnt	
SCN5A	C4021524	Abnormality of adipose tissue	HumPhenOnt	
KRT9	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	DisGeNet,HumPhenOnt	
SCN5A	C0022596	Palmoplantar keratoderma, nonepidermolytic, focal	HumPhenOnt	
ALB	C0023787	Lipoatrophy	HumPhenOnt	
SCN5A	C0023787	Lipoatrophy	HumPhenOnt	
ALB	C0012634	Gallbladder disease 4	DisGeNet	
KRT9	C0012634	Gallbladder disease 4	DisGeNet	
SCN5A	C0012634	Gallbladder disease 4	DisGeNet	
SCN5A	C0035828	Romano-Ward syndrome	ClinVar,DisGeNet	
ALB	C0346402	Malignant neoplasm of adrenal cortex	DisGeNet	
SCN5A	C1631597	VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1 (disorder)	DisGeNet	
KRT9	C0870082	Hyperkeratosis	DisGeNet,HumPhenOnt	
SCN5A	C0870082	Hyperkeratosis	HumPhenOnt	
ALB	C0014867	Esophageal varix	DisGeNet	
SCN5A	C0030252	Palpitations	HumPhenOnt	
ALB	C0451641	Urolithiasis	DisGeNet	
SCN5A	C1960469	Left ventricular noncompaction	DisGeNet	
ALB	C0013502	Echinococcosis	DisGeNet	
KRT9	C0079298	Epidermolysis bullosa simplex, Cockayne-Touraine type	DisGeNet	
KRT9	C0240641	Palmar hyperkeratosis	HumPhenOnt	
SCN5A	C0410000	Overlap syndrome	DisGeNet	
ALB	C0339467	Proliferative retinopathy	DisGeNet	
ALB	C4023679	Abnormality of circulating protein level	HumPhenOnt	
SCN5A	C4023679	Abnormality of circulating protein level	HumPhenOnt	
KRT9	C0043037	Verrucae	HumPhenOnt	
ALB	C3714796	Isolated somatotropin deficiency	DisGeNet	
ALB	C0038586	Substance Use Disorders	DisGeNet	
ALB	C0751781	Dentatorubral pallidoluysian atrophy	DisGeNet	
ALB	C0002985	Angiokeratoma	DisGeNet	
ALB	C0013338	Isolated growth hormone deficiency type 1B	DisGeNet	
SCN5A	C0151878	Prolonged QT interval	DisGeNet,HumPhenOnt	
SCN5A	C1141890	Congenital long QT syndrome	DisGeNet	
KRT9	C1856954	Plantar hyperkeratosis	HumPhenOnt	
ALB	C0031039	Pericardial effusion	DisGeNet	
ALB	C0026780	Mumps	DisGeNet	
