Gene	CUI	Source Databases	
ABCB1	C0854467	Myelosuppression	DisGeNet	
ABCG2	C0854467	Myelosuppression	DisGeNet	
FLT3	C0854467	Myelosuppression	DisGeNet	
KIT	C0854467	Myelosuppression	DisGeNet	
ABCB1	C0027686	Pathologic Neovascularization	DisGeNet	
ABCG2	C0027686	Pathologic Neovascularization	DisGeNet	
CYP3A5	C0027686	Pathologic Neovascularization	DisGeNet	
FLT3	C0027686	Pathologic Neovascularization	DisGeNet	
KDR	C0027686	Pathologic Neovascularization	DisGeNet	
ABCB1	C0024620	Primary malignant neoplasm of liver	DisGeNet	
CYP3A4	C0024620	Primary malignant neoplasm of liver	DisGeNet	
CYP3A5	C0024620	Primary malignant neoplasm of liver	DisGeNet	
ABCB1	C0041755	Adverse drug events and drug allergies	DisGeNet	
ABCC2	C0041755	Adverse drug events and drug allergies	DisGeNet	
ABCC4	C0041755	Adverse drug events and drug allergies	DisGeNet	
ABCG2	C0041755	Adverse drug events and drug allergies	DisGeNet	
ABCB1	C0015814	Femur Head Necrosis	DisGeNet	
CYP3A4	C0015814	Femur Head Necrosis	DisGeNet	
KDR	C0015814	Femur Head Necrosis	DisGeNet	
ABCB1	C0040715	Chromosomal translocation	DisGeNet	
FLT3	C0040715	Chromosomal translocation	DisGeNet	
KIT	C0040715	Chromosomal translocation	DisGeNet	
ABCG2	C0206720	Squamous Cell Neoplasms	DisGeNet	
CYP3A4	C0206720	Squamous Cell Neoplasms	DisGeNet	
CYP3A5	C0206720	Squamous Cell Neoplasms	DisGeNet	
ABCB1	C0280449	secondary acute myeloid leukemia	DisGeNet	
FLT3	C0280449	secondary acute myeloid leukemia	DisGeNet	
FLT4	C0280449	secondary acute myeloid leukemia	DisGeNet	
KDR	C0280449	secondary acute myeloid leukemia	DisGeNet	
ABCB1	C1279296	Chronic leukemia	DisGeNet	
CYP3A5	C1279296	Chronic leukemia	DisGeNet	
KIT	C1279296	Chronic leukemia	HumPhenOnt	
ABCB1	C0279980	Extraosseous Ewings sarcoma-primitive neuroepithelial tumor	DisGeNet	
FLT3	C0279980	Extraosseous Ewings sarcoma-primitive neuroepithelial tumor	DisGeNet	
KDR	C0279980	Extraosseous Ewings sarcoma-primitive neuroepithelial tumor	DisGeNet	
KIT	C0279980	Extraosseous Ewings sarcoma-primitive neuroepithelial tumor	DisGeNet	
ABCG2	C0011206	Cocaine delirium	DisGeNet	
CYP3A4	C0011206	Cocaine delirium	DisGeNet	
CYP3A5	C0011206	Cocaine delirium	DisGeNet	
ABCB1	C0220621	pediatric acute myeloblastic leukemia	DisGeNet	
ABCG2	C0220621	pediatric acute myeloblastic leukemia	DisGeNet	
FLT3	C0220621	pediatric acute myeloblastic leukemia	DisGeNet	
KIT	C0220621	pediatric acute myeloblastic leukemia	DisGeNet	
ABCB1	C0013182	Drug Allergy	DisGeNet	
ABCC2	C0013182	Drug Allergy	DisGeNet	
CYP3A4	C0013182	Drug Allergy	DisGeNet	
CYP3A5	C0013182	Drug Allergy	DisGeNet	
ABCB1	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
ABCC2	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
ABCG2	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
CYP3A5	C0023474	Leukemia, Myeloid, Chronic-Phase	DisGeNet	
ABCB1	C0235032	Neurotoxicity Syndromes	DisGeNet	
ABCG2	C0235032	Neurotoxicity Syndromes	DisGeNet	
CYP3A5	C0235032	Neurotoxicity Syndromes	DisGeNet	
ABCB1	C0280220	Ovarian epithelial cancer stage III	DisGeNet	
ABCC2	C0280220	Ovarian epithelial cancer stage III	DisGeNet	
ABCG2	C0280220	Ovarian epithelial cancer stage III	DisGeNet	
ABCB1	C0042065	Genitourinary neoplasm	DisGeNet	
ABCG2	C0042065	Genitourinary neoplasm	DisGeNet	
CYP3A4	C0042065	Genitourinary neoplasm	DisGeNet	
CYP3A5	C0042065	Genitourinary neoplasm	DisGeNet	
KIT	C0042065	Genitourinary neoplasm	ClinVar,HumPhenOnt	
ABCB1	C0029445	Bone necrosis	DisGeNet	
CYP3A4	C0029445	Bone necrosis	DisGeNet	
KDR	C0029445	Bone necrosis	DisGeNet	
ABCB1	C0220615	Adult Acute Myeloblastic Leukemia	DisGeNet	
ABCG2	C0220615	Adult Acute Myeloblastic Leukemia	DisGeNet	
FLT3	C0220615	Adult Acute Myeloblastic Leukemia	DisGeNet	
KIT	C0220615	Adult Acute Myeloblastic Leukemia	DisGeNet	
ABCB1	C0025500	Mesothelioma, malignant	DisGeNet	
ABCC2	C0025500	Mesothelioma, malignant	DisGeNet	
ABCC4	C0025500	Mesothelioma, malignant	DisGeNet	
ABCG2	C0025500	Mesothelioma, malignant	DisGeNet	
CYP3A4	C0025500	Mesothelioma, malignant	DisGeNet	
FLT4	C0025500	Mesothelioma, malignant	DisGeNet	
KDR	C0025500	Mesothelioma, malignant	DisGeNet	
KIT	C0025500	Mesothelioma, malignant	DisGeNet	
ABCB1	C3839868	Cytogenetically normal acute myeloid leukemia	DisGeNet	
ABCG2	C3839868	Cytogenetically normal acute myeloid leukemia	DisGeNet	
FLT3	C3839868	Cytogenetically normal acute myeloid leukemia	DisGeNet	
ABCB1	C0023530	Leukopenia	DisGeNet	
ABCC2	C0023530	Leukopenia	DisGeNet	
ABCC4	C0023530	Leukopenia	DisGeNet	
ABCG2	C0023530	Leukopenia	DisGeNet	
CYP3A4	C0023530	Leukopenia	DisGeNet	
CYP3A5	C0023530	Leukopenia	DisGeNet	
FLT3	C0023530	Leukopenia	DisGeNet	
ABCB1	C0497169	hiv-infection/aids	DisGeNet	
ABCC4	C0497169	hiv-infection/aids	DisGeNet	
ABCG2	C0497169	hiv-infection/aids	DisGeNet	
