Gene	CUI	Source Databases	
HBB	C0002871	Anemia	DisGeNet,HumPhenOnt	
TF	C0002871	Anemia	DisGeNet,HumPhenOnt,PheGenI	
HBB	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
TF	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
HBB	C0010674	Cystic Fibrosis	DisGeNet	
TF	C0010674	Cystic Fibrosis	DisGeNet	
HBB	C0011849	Diabetes Mellitus, Type 1	HumPhenOnt	
TF	C0011849	Diabetes Mellitus, Type 1	DisGeNet	
HBB	C0013502	Echinococcosis	DisGeNet	
TF	C0013502	Echinococcosis	DisGeNet	
HBB	C0018995	Hemochromatosis	DisGeNet	
TF	C0018995	Hemochromatosis	DisGeNet,PheGenI	
HBB	C0020676	Hypothyroidism	HumPhenOnt	
TF	C0020676	Hypothyroidism	HumPhenOnt	
HBB	C0021368	Inflammation	DisGeNet	
TF	C0021368	Inflammation	DisGeNet	
HBB	C0023890	Liver Cirrhosis, Biliary	HumPhenOnt	
TF	C0023890	Liver Cirrhosis, Biliary	DisGeNet	
HBB	C0023903	Neoplasm of the liver	HumPhenOnt	
TF	C0023903	Neoplasm of the liver	DisGeNet	
HBB	C0027627	Secondary hypertriglyceridemia	DisGeNet	
TF	C0027627	Secondary hypertriglyceridemia	DisGeNet	
HBB	C0038454	Stroke	DisGeNet	
TF	C0038454	Stroke	DisGeNet	
HBB	C0040128	Thyroid Diseases	HumPhenOnt	
TF	C0040128	Thyroid Diseases	HumPhenOnt	
HBB	C0040136	Thyroid Neoplasms	DisGeNet	
TF	C0040136	Thyroid Neoplasms	DisGeNet	
HBB	C0151699	Intracranial hemorrhage	DisGeNet	
TF	C0151699	Intracranial hemorrhage	DisGeNet	
HBB	C0162316	Iron deficiency anemia	DisGeNet,HumPhenOnt	
TF	C0162316	Iron deficiency anemia	DisGeNet	
HBB	C0239998	Infections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovascular malformations	HumPhenOnt	
TF	C0239998	Infections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovascular malformations	HumPhenOnt	
HBB	C0240083	Abnormal joint morphology	HumPhenOnt	
TF	C0240083	Abnormal joint morphology	HumPhenOnt	
HBB	C0241657	Abnormality of blood and blood-forming tissues	HumPhenOnt	
TF	C0241657	Abnormality of blood and blood-forming tissues	HumPhenOnt	
HBB	C0243050	Abnormality of cardiovascular system electrophysiology	HumPhenOnt	
TF	C0243050	Abnormality of cardiovascular system electrophysiology	HumPhenOnt	
