Gene	CUI	Source Databases	
CYP2D6	C1141890	Congenital long QT syndrome	DisGeNet	
KCNH2	C1141890	Congenital long QT syndrome	DisGeNet	
SCN5A	C1141890	Congenital long QT syndrome	DisGeNet	
SLC22A5	C1141890	Congenital long QT syndrome	DisGeNet	
KCNH2	C0741923	cardiac event	DisGeNet	
SCN5A	C0741923	cardiac event	DisGeNet	
SLC22A5	C0741923	cardiac event	DisGeNet	
ALB	C0013146	Methamphetamine abuse	DisGeNet	
BCHE	C0013146	Methamphetamine abuse	DisGeNet	
CYP2D6	C0013146	Methamphetamine abuse	DisGeNet	
SLC22A3	C0013146	Methamphetamine abuse	DisGeNet	
CYP2D6	C0428977	Bradycardia	DisGeNet	
KCNH2	C0428977	Bradycardia	HumPhenOnt	
SCN5A	C0428977	Bradycardia	DisGeNet,HumPhenOnt	
ALB	C0041755	Adverse drug events and drug allergies	DisGeNet	
BCHE	C0041755	Adverse drug events and drug allergies	DisGeNet	
CYP2D6	C0041755	Adverse drug events and drug allergies	DisGeNet	
KCNH2	C0039070	Syncope	DisGeNet,HumPhenOnt	
SCN5A	C0039070	Syncope	DisGeNet,HumPhenOnt	
SLC22A5	C0039070	Syncope	DisGeNet	
