Gene	CUI	Source Databases	
CYP2C19	C0038354	Stomach Diseases	DisGeNet	
CYP2E1	C0038354	Stomach Diseases	DisGeNet	
IFNG	C0038354	Stomach Diseases	DisGeNet	
TNF	C0038354	Stomach Diseases	DisGeNet	
CYP2E1	C1609538	Latent Tuberculosis	DisGeNet	
IFNG	C1609538	Latent Tuberculosis	DisGeNet	
TNF	C1609538	Latent Tuberculosis	DisGeNet	
CYP2C19	C0745744	End Stage Liver Disease	DisGeNet	
CYP2E1	C0745744	End Stage Liver Disease	DisGeNet	
TNF	C0745744	End Stage Liver Disease	DisGeNet	
CYP2C19	C0023891	Liver Cirrhosis, Alcoholic	DisGeNet	
CYP2E1	C0023891	Liver Cirrhosis, Alcoholic	DisGeNet	
IFNG	C0023891	Liver Cirrhosis, Alcoholic	DisGeNet	
TNF	C0023891	Liver Cirrhosis, Alcoholic	DisGeNet	
CYP2C19	C0030920	Peptic ulcer	DisGeNet	
CYP2E1	C0030920	Peptic ulcer	DisGeNet	
IFNG	C0030920	Peptic ulcer	DisGeNet	
TNF	C0030920	Peptic ulcer	DisGeNet	
CYP2C19	C0027497	Nausea	DisGeNet	
IFNG	C0027497	Nausea	DisGeNet	
TNF	C0027497	Nausea	DisGeNet	
CYP2E1	C0027540	Necrosis	DisGeNet	
IFNG	C0027540	Necrosis	DisGeNet	
TNF	C0027540	Necrosis	DisGeNet	
CYP2E1	C0035242	Respiratory Tract Diseases	DisGeNet	
IFNG	C0035242	Respiratory Tract Diseases	DisGeNet	
TNF	C0035242	Respiratory Tract Diseases	DisGeNet	
CYP2C19	C0341439	Chronic liver disease	DisGeNet	
CYP2E1	C0341439	Chronic liver disease	DisGeNet	
IFNG	C0341439	Chronic liver disease	DisGeNet	
TNF	C0341439	Chronic liver disease	DisGeNet	
CYP2E1	C4055506	Neurodegeneration with brain iron accumulation 4	DisGeNet	
IFNG	C4055506	Neurodegeneration with brain iron accumulation 4	DisGeNet	
TNF	C4055506	Neurodegeneration with brain iron accumulation 4	DisGeNet	
CYP2E1	C0035369	Retroviridae Infections	DisGeNet	
IFNG	C0035369	Retroviridae Infections	DisGeNet	
TNF	C0035369	Retroviridae Infections	DisGeNet	
CYP2C19	C0342257	Complications of Diabetes Mellitus	DisGeNet	
IFNG	C0342257	Complications of Diabetes Mellitus	DisGeNet	
TNF	C0342257	Complications of Diabetes Mellitus	DisGeNet	
CYP2C19	C0013182	Drug Allergy	DisGeNet	
IFNG	C0013182	Drug Allergy	DisGeNet	
TNF	C0013182	Drug Allergy	DisGeNet	
CYP2C19	C0340288	Stable angina	DisGeNet	
IFNG	C0340288	Stable angina	DisGeNet	
TNF	C0340288	Stable angina	DisGeNet	
CYP2C19	C0206139	Lichen Planus, Oral	DisGeNet	
IFNG	C0206139	Lichen Planus, Oral	DisGeNet	
TNF	C0206139	Lichen Planus, Oral	DisGeNet	
CYP2E1	C0027439	Nasopharyngeal Neoplasms	DisGeNet	
IFNG	C0027439	Nasopharyngeal Neoplasms	DisGeNet	
TNF	C0027439	Nasopharyngeal Neoplasms	DisGeNet	
CYP2E1	C0011609	Drug Eruptions	DisGeNet	
IFNG	C0011609	Drug Eruptions	DisGeNet	
IFNG	C0035450	Rheumatoid Nodule	DisGeNet	
TNF	C0035450	Rheumatoid Nodule	DisGeNet	
IFNG	C0041326	Pleural Tuberculosis	DisGeNet	
TNF	C0041326	Pleural Tuberculosis	DisGeNet	
CYP2C19	C0032229	Pleural Neoplasms	DisGeNet	
CYP2E1	C0032229	Pleural Neoplasms	DisGeNet	
IFNG	C0010403	Cryoglobulinemia	DisGeNet	
TNF	C0010403	Cryoglobulinemia	DisGeNet	
IFNG	C0034362	Q Fever	DisGeNet	
TNF	C0034362	Q Fever	DisGeNet	
IFNG	C0041318	Tuberculosis, Meningeal	DisGeNet	
TNF	C0041318	Tuberculosis, Meningeal	DisGeNet	
IFNG	C0403396	Steroid-sensitive nephrotic syndrome	DisGeNet	
TNF	C0403396	Steroid-sensitive nephrotic syndrome	DisGeNet	
CYP2C19	C0860207	Drug-Induced Liver Injury	DisGeNet	
