node1	node2	edge_score	
DB01088	PDE4C	1.0	
DB01088	PTGER1	1.0	
DB01088	PLAT	1.0	
DB01088	SLCO2B1	1.0	
DB01088	PDE4A	1.0	
DB01088	PDE4B	1.0	
DB01088	PTGIR	1.0	
DB01088	PDE4D	1.0	
PDE4B		1.0
PTGIR		1.0
PDE4B	complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	0.904977499353
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	OR8D2	0.863824739585
SLCO2B1		1.0
PDE4D		1.0
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	KRT9	0.863824739585
complex:lAo9+jzjVOaRJSWZQvoh0G1mUDc	ALB	0.863824739585
Congenital hypothyroidism	ALB	1.0	
Congenital hypothyroidism	PDE4D	1.0	
Amphetamine-Related Disorders	PDE4B	1.0	
Amphetamine-Related Disorders	PDE4D	1.0	
Vascular Diseases	ALB	1.0	
Vascular Diseases	PDE4D	1.0	
Vascular Diseases	PTGIR	1.0	
Acute myocardial ischemia	ALB	1.0	
Acute myocardial ischemia	PDE4B	1.0	
Acute myocardial ischemia	PDE4D	1.0	
Venous thrombosis	PDE4D	1.0	
Venous thrombosis	PTGIR	1.0	
Depressive Disorder	ALB	1.0	
Depressive Disorder	PDE4B	1.0	
Depressive Disorder	PDE4D	1.0	
Hyperphosphatemia	PDE4D	1.0	
 Acrodysostosis 1, with or without hormone resistance, 101800 (3)	PDE4D	1.0	
Blue irides	PDE4D	1.0	
Malignant neoplasm of adrenal cortex	ALB	1.0	
Esophageal varix	ALB	1.0	
Urolithiasis	ALB	1.0	
Echinococcosis	ALB	1.0	
Epidermolysis bullosa simplex, Cockayne-Touraine type	KRT9	1.0	
Palmar hyperkeratosis	KRT9	1.0	
Pseudohypoparathyroidism, Type Ia	PDE4D	1.0	
Proliferative retinopathy	ALB	1.0	
Pseudohypoparathyroidism type 1A	PDE4D	1.0	
Verrucae	KRT9	1.0	
Isolated somatotropin deficiency	ALB	1.0	
Substance Use Disorders	ALB	1.0	
Dentatorubral pallidoluysian atrophy	ALB	1.0	
Epiphyseal stippling	PDE4D	1.0	
Angiokeratoma	ALB	1.0	
Isolated growth hormone deficiency type 1B	ALB	1.0	
Plantar hyperkeratosis	KRT9	1.0	
Hypoplasia of the radius	PDE4D	1.0	
Generalized hypopigmentation of hair	PDE4D	1.0	
Pericardial effusion	ALB	1.0	
Open bite	PDE4D	1.0	
Mumps	ALB	1.0	
Rhinitis, Allergic, Perennial	ALB	1.0	
Endemic Cretinism	ALB	1.0	
Short metatarsal	PDE4D	1.0	
Hemangioblastoma	ALB	1.0	
Mesangiocapillary glomerulonephritis, type II	ALB	1.0	
Nephrosclerosis	ALB	1.0	
Peripheral motor neuropathy	ALB	1.0	
End Stage Liver Disease	ALB	1.0	
Aplasia/Hypoplasia of metatarsal bones	PDE4D	1.0	
Abnormal albumin level	ALB	1.0	
Bronchogenic Carcinoma	ALB	1.0	
Coronary artery aneurysm	ALB	1.0	
Hyperlipoproteinemia	ALB	1.0	
Deep vein thrombosis of lower limb	PTGIR	1.0	
Hyperlipoproteinemia Type IIa	ALB	1.0	
Tubulointerstitial nephritis	ALB	1.0	
Deep thrombophlebitis	PTGIR	1.0	
Single tumor	ALB	1.0	
Nephrotic Syndrome, Minimal Change	ALB	1.0	
Abnormal morphology of the radius	PDE4D	1.0	
Skin Diseases, Genetic	KRT9	1.0	
Abnormal epiphyseal ossification	PDE4D	1.0	
Abnormality of the nail	KRT9	1.0	
Abnormality of the nail	PDE4D	1.0	
Varicella zoster	ALB	1.0	
Drusen	ALB	1.0	
Increased antibody level in blood	KRT9	1.0	
