Gene	CUI	Source Databases	
KCNJ11	C0011849	Diabetes Mellitus, Type 1	DisGeNet,HumPhenOnt,PheGenI	
KCNMA1	C0011849	Diabetes Mellitus, Type 1	DisGeNet	
SLC12A3	C0011849	Diabetes Mellitus, Type 1	DisGeNet	
KCNJ11	C0014544	Epilepsy	DisGeNet	
KCNMA1	C0014544	Epilepsy	DisGeNet	
SLC12A3	C0014544	Epilepsy	DisGeNet	
KCNJ11	C0020538	Hypertension	DisGeNet	
KCNMA1	C0020538	Hypertension	DisGeNet	
SLC12A3	C0020538	Hypertension	DisGeNet	
KCNJ11	C0036572	Seizures, Febrile	DisGeNet,HumPhenOnt	
KCNMA1	C0036572	Seizures, Febrile	HumPhenOnt	
SLC12A3	C0036572	Seizures, Febrile	HumPhenOnt	
KCNJ11	C0497552	Abnormality of the nervous system	HumPhenOnt	
KCNMA1	C0497552	Abnormality of the nervous system	HumPhenOnt	
SLC12A3	C0497552	Abnormality of the nervous system	HumPhenOnt	
KCNJ11	C4022811	Abnormality of nervous system physiology	HumPhenOnt	
KCNMA1	C4022811	Abnormality of nervous system physiology	HumPhenOnt	
SLC12A3	C4022811	Abnormality of nervous system physiology	HumPhenOnt	
KCNJ11	C4023476	EEG with generalized epileptiform discharges	HumPhenOnt	
KCNMA1	C4023476	EEG with generalized epileptiform discharges	HumPhenOnt	
KCNJ11	C0013819	EEG with irregular generalized spike and wave complexes	HumPhenOnt	
KCNMA1	C0013819	EEG with irregular generalized spike and wave complexes	HumPhenOnt	
KCNJ11	C0151747	Renal tubular dysfunction	HumPhenOnt	
SLC12A3	C0151747	Renal tubular dysfunction	DisGeNet	
KCNMA1	C1384514	Primary hyperaldosteronism	DisGeNet	
SLC12A3	C1384514	Primary hyperaldosteronism	DisGeNet	
KCNJ11	C0014548	Epilepsy, generalized, with febrile seizures plus, type 6 (2)	DisGeNet	
KCNMA1	C0014548	Epilepsy, generalized, with febrile seizures plus, type 6 (2)	DisGeNet	
KCNJ11	C0494475	Generalized tonic-clonic seizures	HumPhenOnt	
KCNMA1	C0494475	Generalized tonic-clonic seizures	HumPhenOnt	
KCNJ11	C0023380	Lethargy	HumPhenOnt	
KCNMA1	C0023380	Lethargy	DisGeNet	
KCNJ11	C0234533	Generalized seizures	HumPhenOnt	
KCNMA1	C0234533	Generalized seizures	HumPhenOnt	
KCNJ11	C0042963	Vomiting	HumPhenOnt	
SLC12A3	C0042963	Vomiting	DisGeNet	
KCNJ11	C0151611	EEG abnormality	HumPhenOnt	
KCNMA1	C0151611	EEG abnormality	HumPhenOnt	
KCNJ11	C4022597	Abnormality of central nervous system electrophysiology	HumPhenOnt	
KCNMA1	C4022597	Abnormality of central nervous system electrophysiology	HumPhenOnt	
KCNJ11	C0001118	Abnormality of acid-base homeostasis	HumPhenOnt	
SLC12A3	C0001118	Abnormality of acid-base homeostasis	HumPhenOnt	
KCNJ11	C4021781	Abnormal nervous system electrophysiology	HumPhenOnt	
